,TEAM,GAME DATE,MIN,EFG%,FTA RATE,TOV%,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV%,OPP_OREB%,OPP,Home/Away,REST,OPP_REST,W/L
637,DEN,3/8/17,48,0.603,0.195,0.159,0.222,0.631,0.21600000000000005,0.12,0.21600000000000005,WAS,1,2,1,0
638,DEN,3/10/17,48,0.6,0.259,0.185,0.306,0.494,0.284,0.18,0.188,BOS,1,2,2,1
639,DEN,3/11/17,48,0.524,0.212,0.097,0.225,0.488,0.244,0.139,0.222,SAC,0,1,1,1
640,DEN,3/13/17,48,0.637,0.298,0.152,0.16699999999999998,0.464,0.196,0.152,0.308,LAL,1,2,1,1
641,DEN,3/16/17,48,0.622,0.302,0.113,0.268,0.619,0.179,0.094,0.098,LAC,1,3,1,1
642,DEN,3/18/17,48,0.483,0.337,0.136,0.255,0.488,0.422,0.13699999999999998,0.238,HOU,1,2,1,0
643,DEN,3/20/17,48,0.581,0.302,0.19,0.21600000000000005,0.601,0.258,0.114,0.13,HOU,0,2,2,0
644,DEN,3/22/17,48,0.589,0.135,0.061,0.244,0.594,0.165,0.106,0.171,CLE,1,2,3,1
645,DEN,3/24/17,48,0.518,0.524,0.126,0.282,0.574,0.116,0.128,0.244,IND,0,2,2,1
646,DEN,3/26/17,48,0.411,0.147,0.087,0.123,0.541,0.124,0.08900000000000001,0.196,NOP,1,2,2,0
647,DEN,3/28/17,48,0.516,0.213,0.125,0.273,0.5379999999999999,0.363,0.09,0.3,POR,0,2,2,0
648,DEN,3/31/17,48,0.589,0.122,0.133,0.233,0.564,0.349,0.073,0.204,CHA,0,3,2,0
649,DEN,4/2/17,48,0.534,0.31,0.079,0.15,0.557,0.241,0.11,0.171,MIA,0,2,2,1
650,DEN,4/4/17,48,0.601,0.212,0.106,0.375,0.58,0.17,0.067,0.222,NOP,0,2,2,1
651,DEN,4/5/17,48,0.428,0.173,0.107,0.211,0.483,0.4370000000000001,0.147,0.22,HOU,0,1,3,0
652,DEN,4/7/17,48,0.635,0.41,0.206,0.324,0.49,0.131,0.104,0.204,NOP,1,2,3,1
653,DEN,4/9/17,48,0.542,0.179,0.122,0.1,0.448,0.229,0.12,0.321,OKC,1,2,2,0
654,DEN,4/11/17,48,0.595,0.16699999999999998,0.175,0.227,0.466,0.125,0.133,0.157,DAL,0,2,2,1
655,DEN,4/12/17,48,0.5,0.376,0.153,0.119,0.465,0.168,0.113,0.269,OKC,0,1,1,1
656,DET,10/26/16,48,0.44,0.262,0.14,0.17800000000000002,0.494,0.337,0.124,0.304,TOR,0,0,0,0
657,DET,10/28/16,48,0.542,0.063,0.119,0.231,0.389,0.126,0.094,0.241,ORL,1,2,2,1
658,DET,10/30/16,48,0.472,0.227,0.165,0.348,0.414,0.161,0.126,0.192,MIL,1,2,1,1
659,DET,11/1/16,48,0.506,0.236,0.111,0.222,0.448,0.174,0.124,0.174,NYK,1,2,3,1
660,DET,11/2/16,48,0.472,0.239,0.13,0.2,0.625,0.224,0.195,0.152,BKN,0,1,2,0
661,DET,11/5/16,48,0.518,0.262,0.142,0.22,0.3670000000000001,0.213,0.156,0.29600000000000004,DEN,1,3,2,1
662,DET,11/7/16,48,0.39,0.317,0.118,0.2,0.625,0.289,0.125,0.067,LAC,0,2,2,0
663,DET,11/9/16,48,0.41,0.36,0.113,0.188,0.5,0.35700000000000004,0.171,0.238,PHX,0,2,1,0
664,DET,11/11/16,48,0.454,0.276,0.146,0.205,0.5,0.235,0.092,0.233,SAS,0,2,2,0
665,DET,11/12/16,48,0.5329999999999999,0.156,0.096,0.282,0.482,0.226,0.17,0.35,DEN,0,1,2,1
666,DET,11/14/16,48,0.495,0.174,0.095,0.095,0.403,0.25,0.15,0.232,OKC,1,2,1,1
667,DET,11/16/16,48,0.541,0.141,0.118,0.195,0.5,0.204,0.099,0.373,NYK,0,2,2,0
668,DET,11/18/16,48,0.344,0.215,0.07200000000000001,0.19,0.5479999999999999,0.16899999999999998,0.134,0.132,CLE,0,2,2,0
669,DET,11/19/16,48,0.471,0.18600000000000005,0.079,0.229,0.476,0.207,0.09,0.188,BOS,1,1,1,0
670,DET,11/21/16,48,0.454,0.276,0.141,0.261,0.513,0.34600000000000003,0.188,0.308,HOU,1,2,2,0
671,DET,11/23/16,48,0.531,0.309,0.146,0.25,0.407,0.4,0.147,0.152,MIA,1,2,2,1
672,DET,11/25/16,48,0.5720000000000001,0.078,0.106,0.25,0.527,0.35600000000000004,0.151,0.154,LAC,1,2,2,1
673,DET,11/26/16,48,0.457,0.207,0.097,0.154,0.5539999999999999,0.313,0.115,0.278,OKC,0,1,1,0
674,DET,11/29/16,48,0.5539999999999999,0.12,0.12,0.205,0.455,0.269,0.136,0.125,CHA,0,3,1,1
675,DET,11/30/16,48,0.603,0.241,0.117,0.35100000000000003,0.522,0.22,0.062,0.188,BOS,0,1,2,1
676,DET,12/2/16,48,0.635,0.135,0.153,0.297,0.398,0.227,0.07200000000000001,0.122,ATL,0,2,2,1
677,DET,12/4/16,48,0.5,0.151,0.13699999999999998,0.222,0.5760000000000001,0.177,0.119,0.105,ORL,1,2,2,0
678,DET,12/6/16,48,0.5,0.239,0.093,0.2,0.453,0.4270000000000001,0.149,0.205,CHI,1,2,1,1
679,DET,12/7/16,48,0.404,0.09,0.132,0.132,0.375,0.33,0.059,0.091,CHA,0,1,2,0
680,DET,12/9/16,48,0.583,0.274,0.078,0.268,0.494,0.256,0.131,0.184,MIN,0,2,1,1
681,DET,12/11/16,48,0.421,0.171,0.161,0.213,0.61,0.25,0.221,0.172,PHI,1,2,3,0
682,DET,12/14/16,48,0.542,0.31,0.212,0.294,0.462,0.205,0.132,0.13,DAL,0,3,2,1
683,DET,12/16/16,48,0.547,0.244,0.096,0.233,0.649,0.35100000000000003,0.065,0.091,WAS,0,2,2,0
684,DET,12/17/16,48,0.44,0.262,0.097,0.192,0.518,0.301,0.096,0.231,IND,1,1,2,0
685,DET,12/19/16,48,0.428,0.157,0.123,0.213,0.6459999999999999,0.085,0.146,0.29,CHI,0,2,3,0
686,DET,12/21/16,48,0.403,0.514,0.17800000000000002,0.244,0.5,0.232,0.097,0.163,MEM,1,2,1,0
687,DET,12/23/16,48,0.565,0.329,0.132,0.119,0.63,0.312,0.21600000000000005,0.114,GSW,1,2,1,0
688,DET,12/26/16,48,0.5329999999999999,0.163,0.119,0.213,0.449,0.29100000000000004,0.218,0.222,CLE,1,3,1,1
689,DET,12/28/16,48,0.477,0.182,0.116,0.239,0.637,0.19,0.07400000000000001,0.083,MIL,1,2,2,0
690,DET,12/30/16,48,0.47,0.25,0.185,0.304,0.489,0.284,0.147,0.293,ATL,0,2,2,0
691,DET,1/1/17,48,0.541,0.256,0.132,0.244,0.545,0.234,0.128,0.073,MIA,0,2,2,1
692,DET,1/3/17,48,0.546,0.124,0.104,0.364,0.642,0.405,0.119,0.188,IND,1,2,2,0
693,DET,1/5/17,48,0.454,0.33,0.069,0.281,0.462,0.374,0.049,0.16699999999999998,CHA,1,2,1,1
694,DET,1/8/17,48,0.552,0.114,0.08800000000000001,0.146,0.597,0.122,0.165,0.16699999999999998,POR,0,3,3,1
695,DET,1/10/17,48,0.512,0.195,0.129,0.195,0.527,0.397,0.187,0.308,SAC,0,2,2,0
696,DET,1/12/17,48,0.523,0.227,0.18600000000000005,0.225,0.6459999999999999,0.202,0.165,0.162,GSW,0,2,2,0
697,DET,1/13/17,48,0.434,0.211,0.14,0.07,0.638,0.163,0.142,0.179,UTA,0,1,3,0
698,DET,1/15/17,48,0.479,0.168,0.071,0.196,0.47,0.289,0.151,0.2,LAL,0,2,1,1
699,DET,1/18/17,48,0.5489999999999999,0.308,0.132,0.429,0.423,0.474,0.131,0.16,ATL,1,3,2,1
700,DET,1/21/17,48,0.557,0.253,0.193,0.277,0.473,0.363,0.106,0.265,WAS,1,3,2,1
701,DET,1/23/17,48,0.561,0.207,0.161,0.154,0.5429999999999999,0.317,0.14400000000000002,0.238,SAC,1,2,2,0
702,DET,1/28/17,48,0.539,0.135,0.129,0.31,0.613,0.28800000000000003,0.119,0.237,MIA,0,5,1,0
703,DET,1/30/17,48,0.459,0.299,0.067,0.24,0.518,0.402,0.099,0.133,BOS,0,2,2,0
704,DET,2/1/17,48,0.602,0.193,0.1,0.135,0.53,0.171,0.15,0.075,NOP,1,2,1,1
705,DET,2/3/17,48,0.505,0.224,0.109,0.383,0.522,0.213,0.131,0.262,MIN,1,2,2,1
706,DET,2/4/17,48,0.453,0.267,0.217,0.19,0.522,0.165,0.062,0.16699999999999998,IND,0,1,1,0
707,DET,2/6/17,48,0.49,0.172,0.129,0.388,0.453,0.329,0.131,0.212,PHI,1,2,2,1
708,DET,2/8/17,48,0.546,0.247,0.138,0.292,0.465,0.302,0.188,0.156,LAL,1,2,2,1
709,DET,2/10/17,48,0.451,0.141,0.099,0.146,0.555,0.183,0.205,0.282,SAS,1,2,2,0
710,DET,2/12/17,48,0.476,0.345,0.075,0.256,0.56,0.333,0.121,0.16699999999999998,TOR,0,2,4,1
711,DET,2/13/17,48,0.481,0.244,0.18600000000000005,0.3,0.544,0.203,0.12,0.135,MIL,0,1,2,0
712,DET,2/15/17,48,0.476,0.268,0.154,0.209,0.435,0.12,0.061,0.098,DAL,1,2,2,1
713,DET,2/23/17,48,0.481,0.112,0.081,0.182,0.451,0.28300000000000003,0.075,0.096,CHA,1,8,8,1
714,DET,2/26/17,48,0.506,0.4320000000000001,0.166,0.204,0.471,0.353,0.152,0.209,BOS,1,3,2,0
715,DET,2/28/17,48,0.466,0.298,0.073,0.276,0.583,0.262,0.219,0.2,POR,1,2,2,1
716,DET,3/1/17,48,0.403,0.165,0.07400000000000001,0.338,0.5579999999999999,0.295,0.149,0.229,NOP,0,1,3,0
717,DET,3/4/17,48,0.621,0.221,0.078,0.25,0.568,0.08,0.19,0.15,PHI,0,3,1,1
718,DET,3/6/17,48,0.522,0.217,0.07200000000000001,0.25,0.458,0.253,0.105,0.156,CHI,1,2,2,1
719,DET,3/8/17,48,0.478,0.247,0.102,0.229,0.563,0.21600000000000005,0.054000000000000006,0.209,IND,0,2,2,0
720,DET,3/9/17,48,0.517,0.21600000000000005,0.086,0.244,0.53,0.226,0.106,0.19,CLE,1,1,3,1
721,DET,3/11/17,48,0.526,0.198,0.07200000000000001,0.28,0.518,0.134,0.18600000000000005,0.17800000000000002,NYK,1,2,3,1
722,DET,3/14/17,48,0.394,0.192,0.081,0.29600000000000004,0.721,0.299,0.097,0.094,CLE,0,3,2,0
723,DET,3/15/17,48,0.436,0.14,0.098,0.17800000000000002,0.552,0.208,0.179,0.162,UTA,1,1,2,0
724,DET,3/17/17,48,0.3670000000000001,0.253,0.139,0.211,0.442,0.256,0.132,0.17800000000000002,TOR,1,2,1,0
725,DET,3/19/17,48,0.5,0.326,0.114,0.25,0.384,0.303,0.038,0.177,PHX,1,2,2,1
726,DET,3/21/17,48,0.462,0.174,0.073,0.222,0.489,0.21600000000000005,0.114,0.212,BKN,0,2,2,0
727,DET,3/22/17,48,0.483,0.193,0.168,0.35600000000000004,0.6559999999999999,0.238,0.119,0.2,CHI,0,1,1,0
728,DET,3/24/17,48,0.365,0.208,0.08800000000000001,0.226,0.5820000000000001,0.14300000000000002,0.108,0.136,ORL,0,2,2,0
729,DET,3/27/17,48,0.482,0.25,0.198,0.267,0.5770000000000001,0.155,0.132,0.118,NYK,0,3,2,0
730,DET,3/28/17,48,0.471,0.247,0.142,0.327,0.487,0.354,0.139,0.239,MIA,1,1,2,0
731,DET,3/30/17,48,0.459,0.198,0.162,0.224,0.435,0.13,0.127,0.16,BKN,1,2,2,1
732,DET,3/31/17,48,0.49,0.165,0.116,0.25,0.5,0.405,0.118,0.18,MIL,0,1,2,0
733,DET,4/5/17,48,0.562,0.222,0.154,0.293,0.529,0.172,0.122,0.175,TOR,1,5,1,0
734,DET,4/7/17,48,0.468,0.14800000000000002,0.058,0.31,0.506,0.322,0.134,0.196,HOU,0,2,2,1
735,DET,4/9/17,48,0.561,0.195,0.196,0.385,0.54,0.173,0.16699999999999998,0.162,MEM,0,2,2,1
736,DET,4/10/17,48,0.511,0.053,0.1,0.133,0.5479999999999999,0.193,0.173,0.231,WAS,1,1,2,0
737,DET,4/12/17,48,0.439,0.264,0.073,0.274,0.557,0.195,0.111,0.14300000000000002,ORL,0,2,2,0
738,GSW,10/25/16,48,0.512,0.212,0.159,0.19,0.541,0.265,0.13699999999999998,0.438,SAS,1,0,0,0
739,GSW,10/28/16,48,0.5329999999999999,0.308,0.129,0.196,0.495,0.23,0.133,0.231,NOP,0,3,2,1
740,GSW,10/30/16,48,0.47,0.398,0.15,0.152,0.456,0.278,0.118,0.234,PHX,0,2,2,1
741,GSW,11/1/16,48,0.618,0.258,0.14800000000000002,0.212,0.512,0.244,0.168,0.136,POR,0,2,3,1
742,GSW,11/3/16,48,0.596,0.225,0.162,0.349,0.46,0.322,0.156,0.295,OKC,1,2,1,1
743,GSW,11/4/16,48,0.483,0.233,0.189,0.205,0.516,0.221,0.153,0.34,LAL,0,1,2,0
744,GSW,11/7/16,48,0.589,0.133,0.15,0.238,0.531,0.338,0.198,0.282,NOP,1,3,3,1
745,GSW,11/9/16,48,0.696,0.297,0.16,0.147,0.43,0.326,0.076,0.277,DAL,1,2,1,1
746,GSW,11/10/16,48,0.624,0.235,0.15,0.25,0.473,0.181,0.184,0.327,DEN,0,1,2,1
747,GSW,11/13/16,48,0.609,0.35600000000000004,0.147,0.211,0.556,0.289,0.122,0.18600000000000005,PHX,1,3,1,1
748,GSW,11/16/16,48,0.58,0.322,0.115,0.175,0.512,0.5,0.147,0.317,TOR,0,3,1,1
749,GSW,11/18/16,48,0.539,0.133,0.113,0.2,0.44,0.229,0.134,0.146,BOS,0,2,2,1
750,GSW,11/19/16,48,0.516,0.337,0.116,0.3670000000000001,0.573,0.281,0.126,0.27,MIL,0,1,2,1
751,GSW,11/21/16,48,0.517,0.35600000000000004,0.115,0.261,0.35,0.117,0.122,0.238,IND,0,2,1,1
752,GSW,11/23/16,48,0.727,0.407,0.095,0.16699999999999998,0.473,0.237,0.111,0.14300000000000002,LAL,1,2,1,1
753,GSW,11/25/16,48,0.584,0.205,0.172,0.114,0.383,0.256,0.173,0.259,LAL,0,2,2,1
754,GSW,11/26/16,48,0.623,0.21,0.191,0.333,0.517,0.135,0.14,0.195,MIN,1,1,1,1
755,GSW,11/28/16,48,0.506,0.282,0.145,0.159,0.465,0.353,0.182,0.277,ATL,1,2,1,1
756,GSW,12/1/16,48,0.471,0.35600000000000004,0.13699999999999998,0.241,0.509,0.278,0.165,0.268,HOU,1,3,2,0
757,GSW,12/3/16,48,0.718,0.436,0.16399999999999998,0.214,0.511,0.231,0.14800000000000002,0.304,PHX,1,2,3,1
758,GSW,12/5/16,48,0.5870000000000001,0.25,0.1,0.34,0.429,0.412,0.133,0.191,IND,1,2,1,1
759,GSW,12/7/16,48,0.511,0.326,0.1,0.28600000000000003,0.435,0.261,0.132,0.333,LAC,0,2,3,1
760,GSW,12/8/16,48,0.563,0.28800000000000003,0.173,0.209,0.472,0.236,0.14800000000000002,0.24,UTA,0,1,2,1
761,GSW,12/10/16,48,0.5,0.26,0.233,0.217,0.483,0.333,0.119,0.256,MEM,0,2,2,0
762,GSW,12/11/16,48,0.536,0.361,0.091,0.146,0.5,0.444,0.157,0.34,MIN,0,1,2,1
763,GSW,12/13/16,48,0.516,0.2,0.113,0.188,0.561,0.256,0.166,0.14300000000000002,NOP,0,2,2,1
764,GSW,12/15/16,48,0.516,0.083,0.16699999999999998,0.3,0.435,0.204,0.13,0.25,NYK,1,2,2,1
765,GSW,12/17/16,48,0.667,0.299,0.14400000000000002,0.273,0.442,0.233,0.111,0.13,POR,1,2,2,1
766,GSW,12/20/16,48,0.494,0.189,0.102,0.209,0.414,0.263,0.235,0.196,UTA,1,3,2,1
767,GSW,12/22/16,48,0.51,0.135,0.116,0.22,0.517,0.18600000000000005,0.232,0.149,BKN,0,2,2,1
768,GSW,12/23/16,48,0.63,0.312,0.21600000000000005,0.114,0.565,0.329,0.132,0.119,DET,0,1,2,1
769,GSW,12/25/16,48,0.539,0.377,0.191,0.161,0.453,0.337,0.116,0.327,CLE,0,2,2,0
770,GSW,12/28/16,48,0.654,0.222,0.2,0.257,0.451,0.214,0.07,0.311,TOR,1,3,2,1
771,GSW,12/30/16,48,0.565,0.179,0.131,0.121,0.462,0.161,0.101,0.22,DAL,1,2,1,1
772,GSW,1/2/17,48,0.584,0.221,0.124,0.273,0.52,0.17800000000000002,0.139,0.34,DEN,1,3,3,1
773,GSW,1/4/17,48,0.58,0.333,0.141,0.195,0.517,0.315,0.158,0.262,POR,1,2,3,1
774,GSW,1/6/17,48,0.542,0.47,0.147,0.175,0.5489999999999999,0.184,0.11,0.275,MEM,1,2,2,0
775,GSW,1/8/17,48,0.562,0.225,0.16699999999999998,0.302,0.561,0.392,0.181,0.029,SAC,0,2,2,1
776,GSW,1/10/17,48,0.517,0.256,0.108,0.111,0.456,0.189,0.107,0.122,MIA,1,2,2,1
777,GSW,1/12/17,48,0.6459999999999999,0.202,0.165,0.162,0.523,0.227,0.18600000000000005,0.225,DET,1,2,2,1
778,GSW,1/16/17,48,0.588,0.264,0.158,0.282,0.403,0.307,0.139,0.13,CLE,1,4,3,1
779,GSW,1/18/17,48,0.6,0.318,0.173,0.324,0.467,0.211,0.182,0.271,OKC,1,2,2,1
780,GSW,1/20/17,48,0.612,0.236,0.14300000000000002,0.222,0.484,0.188,0.142,0.28300000000000003,HOU,0,2,2,1
781,GSW,1/22/17,48,0.579,0.213,0.184,0.31,0.474,0.16699999999999998,0.116,0.235,ORL,0,2,2,1
782,GSW,1/23/17,48,0.511,0.227,0.135,0.171,0.517,0.314,0.147,0.234,MIA,0,1,2,0
783,GSW,1/25/17,48,0.5429999999999999,0.329,0.119,0.139,0.451,0.228,0.14400000000000002,0.25,CHA,0,2,2,1
784,GSW,1/28/17,48,0.7120000000000001,0.174,0.109,0.273,0.512,0.268,0.14300000000000002,0.17,LAC,1,3,4,1
785,GSW,1/29/17,48,0.506,0.494,0.17,0.195,0.5479999999999999,0.129,0.168,0.225,POR,0,1,2,1
786,GSW,2/1/17,48,0.599,0.146,0.097,0.188,0.494,0.295,0.097,0.136,CHA,1,3,1,1
787,GSW,2/2/17,48,0.596,0.182,0.115,0.349,0.563,0.488,0.145,0.225,LAC,0,1,1,1
788,GSW,2/4/17,48,0.5,0.276,0.166,0.156,0.528,0.21600000000000005,0.177,0.195,SAC,0,2,1,0
789,GSW,2/8/17,48,0.653,0.153,0.132,0.147,0.424,0.207,0.149,0.273,CHI,1,4,2,1
790,GSW,2/10/17,48,0.604,0.494,0.119,0.147,0.443,0.425,0.182,0.383,MEM,0,2,2,1
791,GSW,2/11/17,48,0.603,0.402,0.115,0.244,0.518,0.434,0.18,0.28600000000000003,OKC,0,1,2,1
792,GSW,2/13/17,48,0.5329999999999999,0.141,0.08800000000000001,0.095,0.682,0.182,0.214,0.378,DEN,0,2,2,0
793,GSW,2/15/17,48,0.565,0.25,0.084,0.136,0.41,0.191,0.17600000000000002,0.231,SAC,1,2,1,1
794,GSW,2/23/17,48,0.611,0.321,0.203,0.263,0.468,0.398,0.131,0.189,LAC,1,8,8,1
795,GSW,2/25/17,48,0.475,0.22,0.102,0.241,0.447,0.181,0.166,0.22,BKN,1,2,1,1
796,GSW,2/27/17,48,0.483,0.438,0.134,0.348,0.512,0.329,0.219,0.293,PHI,0,2,2,1
797,GSW,2/28/17,48,0.512,0.321,0.18600000000000005,0.31,0.516,0.22,0.195,0.378,WAS,0,1,2,0
798,GSW,3/2/17,48,0.42,0.159,0.145,0.125,0.47,0.256,0.16,0.16699999999999998,CHI,0,2,2,0
799,GSW,3/5/17,48,0.528,0.261,0.084,0.239,0.512,0.301,0.155,0.333,NYK,0,3,2,1
800,GSW,3/6/17,48,0.586,0.253,0.161,0.28300000000000003,0.5429999999999999,0.378,0.189,0.318,ATL,0,1,1,1
801,GSW,3/8/17,48,0.476,0.107,0.192,0.25,0.5,0.226,0.14400000000000002,0.209,BOS,1,2,2,0
802,GSW,3/10/17,48,0.506,0.193,0.126,0.273,0.466,0.307,0.114,0.311,MIN,0,2,2,0
803,GSW,3/11/17,48,0.386,0.25,0.154,0.339,0.597,0.234,0.204,0.194,SAS,0,1,2,0
804,GSW,3/14/17,48,0.443,0.398,0.166,0.25,0.483,0.303,0.207,0.302,PHI,1,3,2,1
805,GSW,3/16/17,48,0.632,0.264,0.126,0.175,0.41,0.223,0.194,0.28600000000000003,ORL,1,2,3,1
806,GSW,3/18/17,48,0.68,0.253,0.153,0.207,0.455,0.157,0.117,0.24,MIL,1,2,1,1
807,GSW,3/20/17,48,0.5720000000000001,0.253,0.17,0.243,0.448,0.35600000000000004,0.11,0.245,OKC,0,2,2,1
808,GSW,3/21/17,48,0.635,0.205,0.165,0.133,0.418,0.13,0.115,0.236,DAL,0,1,2,1
809,GSW,3/24/17,48,0.551,0.202,0.134,0.295,0.542,0.157,0.202,0.162,SAC,1,3,2,1
810,GSW,3/26/17,48,0.669,0.211,0.203,0.226,0.494,0.17600000000000002,0.16,0.302,MEM,1,2,3,1
811,GSW,3/28/17,48,0.574,0.182,0.163,0.222,0.418,0.459,0.132,0.217,HOU,0,2,2,1
812,GSW,3/29/17,48,0.5820000000000001,0.129,0.158,0.278,0.464,0.313,0.17800000000000002,0.39,SAS,0,1,2,1
813,GSW,3/31/17,48,0.511,0.147,0.12,0.302,0.44,0.253,0.153,0.375,HOU,1,2,1,1
814,GSW,4/2/17,48,0.659,0.295,0.152,0.256,0.522,0.272,0.138,0.209,WAS,1,2,2,1
815,GSW,4/4/17,48,0.607,0.28600000000000003,0.131,0.205,0.448,0.271,0.13699999999999998,0.373,MIN,1,2,1,1
816,GSW,4/5/17,48,0.579,0.27,0.139,0.16699999999999998,0.451,0.252,0.145,0.385,PHX,0,1,3,1
817,GSW,4/8/17,48,0.563,0.16699999999999998,0.092,0.333,0.517,0.221,0.083,0.133,NOP,1,3,1,1
818,GSW,4/10/17,48,0.544,0.213,0.141,0.18600000000000005,0.516,0.163,0.124,0.292,UTA,1,2,2,0
819,GSW,4/12/17,48,0.522,0.244,0.197,0.326,0.462,0.151,0.17,0.21600000000000005,LAL,1,2,1,1
820,HOU,10/26/16,48,0.552,0.314,0.146,0.263,0.573,0.247,0.154,0.275,LAL,0,0,0,0
821,HOU,10/28/16,48,0.579,0.443,0.195,0.152,0.488,0.3,0.106,0.14300000000000002,DAL,0,2,2,1
822,HOU,10/30/16,48,0.488,0.259,0.173,0.231,0.436,0.233,0.13699999999999998,0.255,DAL,1,2,2,1
823,HOU,11/1/16,48,0.5720000000000001,0.278,0.07200000000000001,0.244,0.614,0.373,0.115,0.364,CLE,0,2,3,0
824,HOU,11/2/16,48,0.556,0.303,0.196,0.413,0.482,0.294,0.152,0.16699999999999998,NYK,0,1,1,1
825,HOU,11/5/16,48,0.506,0.153,0.248,0.279,0.5760000000000001,0.282,0.195,0.295,ATL,0,3,1,0
826,HOU,11/7/16,48,0.627,0.228,0.182,0.171,0.468,0.213,0.156,0.34,WAS,0,2,2,1
827,HOU,11/9/16,48,0.5379999999999999,0.282,0.201,0.21600000000000005,0.435,0.35700000000000004,0.103,0.213,SAS,0,2,4,1
828,HOU,11/12/16,48,0.466,0.236,0.145,0.327,0.5720000000000001,0.316,0.124,0.063,SAS,1,3,1,0
829,HOU,11/14/16,48,0.5770000000000001,0.187,0.179,0.35600000000000004,0.406,0.189,0.129,0.204,PHI,1,2,2,1
830,HOU,11/16/16,48,0.511,0.152,0.157,0.235,0.5479999999999999,0.16699999999999998,0.158,0.125,OKC,0,2,2,0
831,HOU,11/17/16,48,0.5579999999999999,0.263,0.127,0.354,0.511,0.233,0.127,0.213,POR,1,1,2,1
832,HOU,11/19/16,48,0.511,0.213,0.051,0.208,0.5920000000000001,0.224,0.151,0.147,UTA,1,2,2,1
833,HOU,11/21/16,48,0.513,0.34600000000000003,0.188,0.308,0.454,0.276,0.141,0.261,DET,0,2,2,1
834,HOU,11/23/16,48,0.5770000000000001,0.154,0.279,0.324,0.557,0.239,0.163,0.349,TOR,1,2,2,0
835,HOU,11/25/16,48,0.594,0.235,0.157,0.195,0.544,0.263,0.141,0.105,SAC,0,2,2,1
836,HOU,11/27/16,48,0.665,0.341,0.112,0.206,0.5539999999999999,0.349,0.146,0.21600000000000005,POR,0,2,2,1
837,HOU,11/29/16,48,0.467,0.242,0.076,0.3,0.655,0.365,0.11,0.179,UTA,0,2,1,0
838,HOU,12/1/16,48,0.509,0.278,0.165,0.268,0.471,0.35600000000000004,0.13699999999999998,0.241,GSW,0,2,3,1
839,HOU,12/2/16,48,0.608,0.284,0.127,0.25,0.486,0.154,0.155,0.436,DEN,0,1,2,1
840,HOU,12/5/16,48,0.526,0.408,0.171,0.179,0.48,0.121,0.104,0.204,BOS,1,3,2,1
841,HOU,12/7/16,48,0.622,0.223,0.185,0.375,0.42,0.31,0.248,0.275,LAL,1,2,2,1
842,HOU,12/9/16,48,0.451,0.326,0.14400000000000002,0.302,0.463,0.383,0.174,0.2,OKC,0,2,4,1
843,HOU,12/10/16,48,0.628,0.297,0.16899999999999998,0.278,0.475,0.177,0.102,0.136,DAL,1,1,1,1
844,HOU,12/12/16,48,0.555,0.396,0.127,0.239,0.569,0.45,0.182,0.17600000000000002,BKN,1,2,2,1
845,HOU,12/14/16,48,0.718,0.188,0.16,0.222,0.484,0.12,0.159,0.235,SAC,1,2,2,1
846,HOU,12/16/16,48,0.574,0.202,0.135,0.277,0.454,0.204,0.105,0.228,NOP,1,2,1,1
847,HOU,12/17/16,48,0.495,0.208,0.152,0.192,0.484,0.293,0.195,0.26,MIN,0,1,4,1
848,HOU,12/20/16,48,0.413,0.293,0.16899999999999998,0.377,0.545,0.325,0.196,0.244,SAS,1,3,2,0
849,HOU,12/21/16,48,0.64,0.302,0.119,0.231,0.522,0.215,0.093,0.333,PHX,0,1,2,1
850,HOU,12/23/16,48,0.539,0.16899999999999998,0.141,0.256,0.586,0.309,0.126,0.231,MEM,0,2,2,0
851,HOU,12/26/16,48,0.5820000000000001,0.326,0.174,0.213,0.46,0.267,0.16399999999999998,0.302,PHX,1,3,3,1
852,HOU,12/27/16,48,0.635,0.359,0.175,0.278,0.5,0.287,0.104,0.245,DAL,0,1,1,1
853,HOU,12/30/16,48,0.642,0.531,0.125,0.25,0.536,0.16699999999999998,0.14,0.234,LAC,1,3,2,1
854,HOU,12/31/16,48,0.5710000000000001,0.315,0.121,0.222,0.495,0.238,0.064,0.265,NYK,1,1,1,1
855,HOU,1/2/17,48,0.5,0.244,0.145,0.156,0.471,0.138,0.166,0.171,WAS,1,2,3,1
856,HOU,1/5/17,48,0.564,0.349,0.1,0.191,0.516,0.297,0.094,0.32,OKC,1,3,1,1
857,HOU,1/6/17,48,0.541,0.14,0.168,0.28600000000000003,0.462,0.14300000000000002,0.162,0.365,ORL,0,1,2,1
858,HOU,1/8/17,48,0.579,0.348,0.139,0.222,0.609,0.385,0.179,0.121,TOR,0,2,1,1
859,HOU,1/10/17,48,0.591,0.402,0.099,0.136,0.5820000000000001,0.098,0.108,0.116,CHA,1,2,3,1
860,HOU,1/11/17,48,0.5,0.253,0.151,0.149,0.593,0.309,0.17800000000000002,0.265,MIN,0,1,2,0
861,HOU,1/13/17,48,0.463,0.439,0.12,0.213,0.605,0.355,0.21600000000000005,0.276,MEM,1,2,2,0
862,HOU,1/15/17,48,0.614,0.348,0.131,0.31,0.522,0.204,0.163,0.188,BKN,0,2,2,1
863,HOU,1/17/17,48,0.45,0.311,0.165,0.212,0.517,0.267,0.152,0.224,MIA,0,2,4,0
