,TEAM,GAME DATE,OPP,Home/Away,REST,OPP_REST
640,HOU,12/7/16,LAL,1,2,2
641,NYK,12/7/16,CLE,1,1,2
642,DAL,12/7/16,SAC,1,2,3
643,GSW,12/7/16,LAC,0,2,3
644,CLE,12/7/16,NYK,0,2,1
645,SAC,12/7/16,DAL,0,3,2
646,MIL,12/7/16,POR,1,2,2
647,LAL,12/7/16,HOU,0,2,2
648,POR,12/7/16,MIL,0,2,2
649,IND,12/7/16,PHX,0,2,1
650,PHX,12/7/16,IND,1,1,2
651,CHA,12/7/16,DET,1,2,1
652,LAC,12/7/16,GSW,1,3,2
653,DEN,12/7/16,BKN,0,2,2
654,DET,12/7/16,CHA,0,1,2
655,BKN,12/7/16,DEN,1,2,2
656,MIA,12/7/16,ATL,0,1,2
657,ATL,12/7/16,MIA,1,2,1
658,MEM,12/8/16,POR,1,2,1
659,SAS,12/8/16,CHI,0,2,2
660,GSW,12/8/16,UTA,0,1,2
661,POR,12/8/16,MEM,0,1,2
662,PHI,12/8/16,NOP,0,2,3
663,TOR,12/8/16,MIN,1,3,2
664,CHI,12/8/16,SAS,1,2,2
665,DEN,12/8/16,WAS,0,1,2
666,UTA,12/8/16,GSW,1,2,1
667,MIN,12/8/16,TOR,0,2,3
668,WAS,12/8/16,DEN,1,2,1
669,NOP,12/8/16,PHI,1,3,2
670,PHX,12/9/16,LAL,0,2,2
671,MIN,12/9/16,DET,1,1,2
672,ORL,12/9/16,CHA,0,2,2
673,TOR,12/9/16,BOS,0,1,2
674,HOU,12/9/16,OKC,0,2,4
675,DET,12/9/16,MIN,0,2,1
676,CHA,12/9/16,ORL,1,2,2
677,LAL,12/9/16,PHX,1,2,2
678,MIA,12/9/16,CLE,0,2,2
679,SAC,12/9/16,NYK,1,2,2
680,IND,12/9/16,DAL,0,2,2
681,MIL,12/9/16,ATL,1,2,2
682,OKC,12/9/16,HOU,1,4,2
683,DAL,12/9/16,IND,1,2,2
684,CLE,12/9/16,MIA,1,2,2
685,BOS,12/9/16,TOR,1,2,1
686,ATL,12/9/16,MIL,0,2,2
687,NYK,12/9/16,SAC,0,2,2
688,CHA,12/10/16,CLE,0,1,1
689,SAS,12/10/16,BKN,1,2,3
690,POR,12/10/16,IND,0,2,1
691,ORL,12/10/16,DEN,1,1,2
692,DEN,12/10/16,ORL,0,2,1
693,DAL,12/10/16,HOU,0,1,1
694,LAC,12/10/16,NOP,1,3,2
695,NOP,12/10/16,LAC,0,2,3
696,HOU,12/10/16,DAL,1,1,1
697,IND,12/10/16,POR,1,1,2
698,WAS,12/10/16,MIL,1,2,1
699,BKN,12/10/16,SAS,0,3,2
700,UTA,12/10/16,SAC,1,2,1
701,CLE,12/10/16,CHA,1,1,1
702,CHI,12/10/16,MIA,1,2,1
703,SAC,12/10/16,UTA,0,1,2
704,MIL,12/10/16,WAS,0,1,2
705,MEM,12/10/16,GSW,1,2,2
706,MIA,12/10/16,CHI,0,1,2
707,GSW,12/10/16,MEM,0,2,2
708,LAL,12/11/16,NYK,1,2,2
709,OKC,12/11/16,BOS,1,2,2
710,BOS,12/11/16,OKC,0,2,2
711,DET,12/11/16,PHI,1,2,3
712,NOP,12/11/16,PHX,0,1,2
713,NYK,12/11/16,LAL,0,2,2
714,PHX,12/11/16,NOP,1,2,1
715,PHI,12/11/16,DET,0,3,2
716,MIN,12/11/16,GSW,1,2,1
717,GSW,12/11/16,MIN,0,1,2
718,IND,12/12/16,CHA,1,2,2
719,CHA,12/12/16,IND,0,2,2
720,SAC,12/12/16,LAL,1,2,1
721,WAS,12/12/16,MIA,0,2,2
722,HOU,12/12/16,BKN,1,2,2
723,MIA,12/12/16,WAS,1,2,2
724,DAL,12/12/16,DEN,1,2,2
725,DEN,12/12/16,DAL,0,2,2
726,POR,12/12/16,LAC,0,2,2
727,MIL,12/12/16,TOR,0,2,3
728,LAL,12/12/16,SAC,0,1,2
729,TOR,12/12/16,MIL,1,3,2
730,BKN,12/12/16,HOU,0,2,2
731,LAC,12/12/16,POR,1,2,2
732,NYK,12/13/16,PHX,0,2,2
733,MEM,12/13/16,CLE,0,3,3
734,NOP,12/13/16,GSW,1,2,2
735,CHI,12/13/16,MIN,1,3,2
736,ORL,12/13/16,ATL,0,3,4
737,POR,12/13/16,OKC,1,1,2
738,GSW,12/13/16,NOP,0,2,2
739,CLE,12/13/16,MEM,1,3,3
740,PHX,12/13/16,NYK,1,2,2
741,ATL,12/13/16,ORL,1,4,3
742,MIN,12/13/16,CHI,0,2,3
743,OKC,12/13/16,POR,0,2,1
744,CHA,12/14/16,WAS,0,2,2
745,BKN,12/14/16,LAL,1,2,2
746,SAC,12/14/16,HOU,0,2,2
747,HOU,12/14/16,SAC,1,2,2
748,CLE,12/14/16,MEM,0,1,1
749,SAS,12/14/16,BOS,1,4,3
750,LAC,12/14/16,ORL,0,2,1
751,LAL,12/14/16,BKN,0,2,2
752,IND,12/14/16,MIA,0,2,2
753,TOR,12/14/16,PHI,0,2,3
754,UTA,12/14/16,OKC,1,4,1
755,WAS,12/14/16,CHA,1,2,2
756,ORL,12/14/16,LAC,1,1,2
757,MIA,12/14/16,IND,1,2,2
758,PHI,12/14/16,TOR,1,3,2
759,OKC,12/14/16,UTA,0,1,4
760,DET,12/14/16,DAL,0,3,2
761,BOS,12/14/16,SAS,0,3,4
762,MEM,12/14/16,CLE,1,1,1
763,DAL,12/14/16,DET,1,2,3
764,CHI,12/15/16,MIL,0,2,3
765,DEN,12/15/16,POR,1,3,2
766,NYK,12/15/16,GSW,0,2,2
767,SAS,12/15/16,PHX,0,1,2
768,GSW,12/15/16,NYK,1,2,2
769,MIL,12/15/16,CHI,1,3,2
770,IND,12/15/16,NOP,0,1,2
771,NOP,12/15/16,IND,1,2,1
772,PHX,12/15/16,SAS,1,2,1
773,POR,12/15/16,DEN,0,2,3
774,CHA,12/16/16,BOS,0,2,2
775,MIA,12/16/16,LAC,1,2,2
776,HOU,12/16/16,NOP,1,2,1
777,SAC,12/16/16,MEM,0,2,2
778,UTA,12/16/16,DAL,1,2,2
779,TOR,12/16/16,ATL,1,2,3
780,DET,12/16/16,WAS,0,2,2
781,BKN,12/16/16,ORL,0,2,2
782,MIL,12/16/16,CHI,0,1,1
783,ATL,12/16/16,TOR,0,3,2
784,WAS,12/16/16,DET,1,2,2
785,CHI,12/16/16,MIL,1,1,1
786,LAL,12/16/16,PHI,0,2,2
787,MEM,12/16/16,SAC,1,2,2
788,PHI,12/16/16,LAL,1,2,2
789,NOP,12/16/16,HOU,0,1,2
790,ORL,12/16/16,BKN,1,2,2
791,DAL,12/16/16,UTA,0,2,2
792,LAC,12/16/16,MIA,0,2,2
793,BOS,12/16/16,CHA,1,2,2
794,LAL,12/17/16,CLE,0,1,3
795,DEN,12/17/16,NYK,1,2,2
796,MIN,12/17/16,HOU,1,4,1
797,OKC,12/17/16,PHX,1,3,2
798,HOU,12/17/16,MIN,0,1,4
799,IND,12/17/16,DET,0,2,1
800,PHX,12/17/16,OKC,0,2,3
801,GSW,12/17/16,POR,1,2,2
802,CHA,12/17/16,ATL,0,1,1
803,DET,12/17/16,IND,1,1,2
804,ATL,12/17/16,CHA,1,1,1
805,POR,12/17/16,GSW,0,2,2
806,NYK,12/17/16,DEN,0,2,2
807,CLE,12/17/16,LAL,1,3,1
808,SAC,12/18/16,DAL,0,2,2
809,DAL,12/18/16,SAC,1,2,2
810,LAC,12/18/16,WAS,0,2,2
811,TOR,12/18/16,ORL,0,2,2
812,WAS,12/18/16,LAC,1,2,2
813,ORL,12/18/16,TOR,1,2,2
814,BOS,12/18/16,MIA,0,2,2
815,MIA,12/18/16,BOS,1,2,2
816,NOP,12/18/16,SAS,0,2,3
817,PHI,12/18/16,BKN,1,2,2
818,UTA,12/18/16,MEM,0,2,2
819,MEM,12/18/16,UTA,1,2,2
820,BKN,12/18/16,PHI,0,2,2
821,SAS,12/18/16,NOP,1,3,2
822,ATL,12/19/16,OKC,0,2,2
823,WAS,12/19/16,IND,0,1,2
824,IND,12/19/16,WAS,1,2,1
825,PHX,12/19/16,MIN,0,2,2
826,DEN,12/19/16,DAL,1,2,1
827,DET,12/19/16,CHI,0,2,3
828,DAL,12/19/16,DEN,0,1,2
829,MIN,12/19/16,PHX,1,2,2
830,CHI,12/19/16,DET,1,3,2
831,OKC,12/19/16,ATL,1,2,2
832,NYK,12/20/16,IND,1,3,1
833,SAC,12/20/16,POR,1,2,3
834,CLE,12/20/16,MIL,0,3,4
835,UTA,12/20/16,GSW,0,2,3
836,SAS,12/20/16,HOU,0,2,3
837,BKN,12/20/16,TOR,0,2,2
838,LAC,12/20/16,DEN,1,2,1
839,NOP,12/20/16,PHI,0,2,2
840,CHA,12/20/16,LAL,1,3,3
841,DEN,12/20/16,LAC,0,1,2
842,TOR,12/20/16,BKN,1,2,2
843,GSW,12/20/16,UTA,1,3,2
844,POR,12/20/16,SAC,0,3,2
845,LAL,12/20/16,CHA,0,3,3
846,PHI,12/20/16,NOP,1,2,2
847,MIL,12/20/16,CLE,1,4,3
848,IND,12/20/16,NYK,0,1,3
849,MIA,12/20/16,ORL,1,2,2
850,BOS,12/20/16,MEM,0,2,2
851,ORL,12/20/16,MIA,0,2,2
852,MEM,12/20/16,BOS,1,2,2
853,HOU,12/20/16,SAS,1,3,2
854,POR,12/21/16,DAL,1,1,2
855,HOU,12/21/16,PHX,0,1,2
856,MEM,12/21/16,DET,0,1,2
857,OKC,12/21/16,NOP,0,2,1
858,DET,12/21/16,MEM,1,2,1
859,DAL,12/21/16,POR,0,2,1
860,WAS,12/21/16,CHI,0,2,2
861,SAC,12/21/16,UTA,0,1,1
862,CLE,12/21/16,MIL,1,1,1
863,UTA,12/21/16,SAC,1,1,1
864,CHI,12/21/16,WAS,1,2,2
865,PHX,12/21/16,HOU,1,2,1
866,ATL,12/21/16,MIN,1,2,2
867,MIL,12/21/16,CLE,0,1,1
868,MIN,12/21/16,ATL,0,2,2
869,NOP,12/21/16,OKC,1,1,2
870,BOS,12/22/16,IND,0,2,2
871,MIA,12/22/16,LAL,1,2,2
872,SAS,12/22/16,LAC,0,2,2
873,LAC,12/22/16,SAS,1,2,2
874,BKN,12/22/16,GSW,1,2,2
875,IND,12/22/16,BOS,1,2,2
876,LAL,12/22/16,MIA,0,2,2
877,ORL,12/22/16,NYK,0,2,2
878,NYK,12/22/16,ORL,1,2,2
879,GSW,12/22/16,BKN,0,2,2
880,CHA,12/23/16,CHI,1,3,2
881,ORL,12/23/16,LAL,1,1,1
882,PHX,12/23/16,PHI,1,2,3
883,CHI,12/23/16,CHA,0,2,3
884,HOU,12/23/16,MEM,0,2,2
885,GSW,12/23/16,DET,0,1,2
886,BKN,12/23/16,CLE,0,1,2
887,SAC,12/23/16,MIN,0,2,2
888,UTA,12/23/16,TOR,1,2,3
889,NOP,12/23/16,MIA,1,2,1
890,POR,12/23/16,SAS,1,2,1
891,CLE,12/23/16,BKN,1,2,1
892,OKC,12/23/16,BOS,0,2,1
893,SAS,12/23/16,POR,0,1,2
894,MIN,12/23/16,SAC,1,2,2
895,TOR,12/23/16,UTA,0,3,2
896,MIA,12/23/16,NOP,0,1,2
897,LAC,12/23/16,DAL,1,1,2
898,WAS,12/23/16,MIL,0,2,2
899,MIL,12/23/16,WAS,1,2,2
900,ATL,12/23/16,DEN,0,2,3
901,DET,12/23/16,GSW,1,2,1
902,DEN,12/23/16,ATL,1,3,2
903,LAL,12/23/16,ORL,0,1,1
904,BOS,12/23/16,OKC,1,1,2
905,MEM,12/23/16,HOU,1,2,2
906,DAL,12/23/16,LAC,0,2,1
907,PHI,12/23/16,PHX,0,3,2
908,MIN,12/25/16,OKC,0,2,2
909,CHI,12/25/16,SAS,0,2,2
910,LAC,12/25/16,LAL,0,2,2
911,OKC,12/25/16,MIN,1,2,2
912,LAL,12/25/16,LAC,1,2,2
913,BOS,12/25/16,NYK,0,2,3
914,CLE,12/25/16,GSW,1,2,2
915,SAS,12/25/16,CHI,1,2,2
916,GSW,12/25/16,CLE,0,2,2
917,NYK,12/25/16,BOS,1,3,2
918,HOU,12/26/16,PHX,1,3,3
919,MIN,12/26/16,ATL,1,1,3
920,ORL,12/26/16,MEM,1,3,3
921,CHI,12/26/16,IND,1,1,4
922,MIL,12/26/16,WAS,0,3,3
923,MEM,12/26/16,ORL,0,3,3
924,LAC,12/26/16,DEN,1,1,3
925,IND,12/26/16,CHI,0,4,1
926,DET,12/26/16,CLE,1,3,1
927,WAS,12/26/16,MIL,1,3,3
928,TOR,12/26/16,POR,0,3,3
929,DAL,12/26/16,NOP,0,3,3
930,DEN,12/26/16,LAC,0,3,1
931,PHI,12/26/16,SAC,0,3,3
932,CHA,12/26/16,BKN,0,3,3
933,CLE,12/26/16,DET,0,1,3
934,PHX,12/26/16,HOU,0,3,3
935,SAC,12/26/16,PHI,1,3,3
936,BKN,12/26/16,CHA,1,3,3
937,POR,12/26/16,TOR,1,3,3
938,ATL,12/26/16,MIN,0,3,1
939,NOP,12/26/16,DAL,1,3,3
940,MEM,12/27/16,BOS,0,1,2
941,DAL,12/27/16,HOU,1,1,1
942,BOS,12/27/16,MEM,1,2,1
943,HOU,12/27/16,DAL,0,1,1
944,UTA,12/27/16,LAL,0,4,2
945,LAL,12/27/16,UTA,1,2,4
946,OKC,12/27/16,MIA,0,2,4
947,MIA,12/27/16,OKC,1,4,2
948,SAS,12/28/16,PHX,1,3,2
949,IND,12/28/16,WAS,0,2,2
950,LAC,12/28/16,NOP,0,2,2
951,MIN,12/28/16,DEN,0,2,2
952,DEN,12/28/16,MIN,1,2,2
953,MIL,12/28/16,DET,0,2,2
954,BKN,12/28/16,CHI,0,2,2
955,CHI,12/28/16,BKN,1,2,2
956,POR,12/28/16,SAC,1,2,2
957,SAC,12/28/16,POR,0,2,2
958,ATL,12/28/16,NYK,1,2,3
959,DET,12/28/16,MIL,1,2,2
960,WAS,12/28/16,IND,1,2,2
961,CHA,12/28/16,ORL,0,2,2
962,NYK,12/28/16,ATL,0,3,2
963,NOP,12/28/16,LAC,1,2,2
964,ORL,12/28/16,CHA,1,2,2
965,PHX,12/28/16,SAS,0,2,3
966,GSW,12/28/16,TOR,1,3,2
967,TOR,12/28/16,GSW,0,2,3
968,MIA,12/29/16,CHA,0,2,1
969,DAL,12/29/16,LAL,0,2,2
970,LAL,12/29/16,DAL,1,2,2
971,PHI,12/29/16,UTA,0,3,2
972,CHA,12/29/16,MIA,1,1,2
973,OKC,12/29/16,MEM,0,2,2
974,PHX,12/29/16,TOR,1,1,1
975,TOR,12/29/16,PHX,0,1,1
976,MEM,12/29/16,OKC,1,2,2
977,UTA,12/29/16,PHI,1,2,3
978,BOS,12/29/16,CLE,0,2,3
979,CLE,12/29/16,BOS,1,3,2
980,HOU,12/30/16,LAC,1,3,2
981,BOS,12/30/16,MIA,1,1,1
982,DEN,12/30/16,PHI,1,2,1
983,GSW,12/30/16,DAL,1,2,1
984,SAS,12/30/16,POR,1,2,2
985,MIL,12/30/16,MIN,0,2,2
986,IND,12/30/16,CHI,1,2,2
987,DET,12/30/16,ATL,0,2,2
988,BKN,12/30/16,WAS,0,2,2
989,MIA,12/30/16,BOS,0,1,1
990,CHI,12/30/16,IND,0,2,2
991,WAS,12/30/16,BKN,1,2,2
992,PHI,12/30/16,DEN,0,1,2
993,POR,12/30/16,SAS,0,2,2
994,NOP,12/30/16,NYK,1,2,2
995,ATL,12/30/16,DET,1,2,2
996,NYK,12/30/16,NOP,0,2,2
997,DAL,12/30/16,GSW,0,1,2
998,LAC,12/30/16,HOU,0,2,3
999,MIN,12/30/16,MIL,1,2,2
1000,MIL,12/31/16,CHI,0,1,1
1001,LAC,12/31/16,OKC,0,1,2
1002,CLE,12/31/16,CHA,0,2,2
1003,CHA,12/31/16,CLE,1,2,2
1004,SAC,12/31/16,MEM,1,3,2
1005,OKC,12/31/16,LAC,1,2,1
1006,NYK,12/31/16,HOU,0,1,1
1007,PHX,12/31/16,UTA,0,2,2
1008,MEM,12/31/16,SAC,0,2,3
1009,HOU,12/31/16,NYK,1,1,1
1010,CHI,12/31/16,MIL,1,1,1
1011,UTA,12/31/16,PHX,1,2,2
1012,TOR,1/1/17,LAL,0,3,3
1013,MIA,1/1/17,DET,1,2,2
1014,IND,1/1/17,ORL,1,2,4
1015,LAL,1/1/17,TOR,1,3,3
1016,POR,1/1/17,MIN,0,2,2
1017,ORL,1/1/17,IND,0,4,2
1018,DET,1/1/17,MIA,0,2,2
1019,SAS,1/1/17,ATL,0,2,2
1020,ATL,1/1/17,SAS,1,2,2
1021,MIN,1/1/17,POR,1,2,2
1022,UTA,1/2/17,BKN,0,2,3
1023,HOU,1/2/17,WAS,1,2,3
1024,CHA,1/2/17,CHI,0,2,2
1025,MIL,1/2/17,OKC,1,2,2
1026,ORL,1/2/17,NYK,0,1,2
1027,BKN,1/2/17,UTA,1,3,2
1028,GSW,1/2/17,DEN,1,3,3
1029,OKC,1/2/17,MIL,0,2,2
1030,DEN,1/2/17,GSW,0,3,3
1031,PHX,1/2/17,LAC,0,2,2
1032,CLE,1/2/17,NOP,1,2,3
1033,WAS,1/2/17,HOU,0,3,2
1034,CHI,1/2/17,CHA,1,2,2
1035,NOP,1/2/17,CLE,0,3,2
1036,NYK,1/2/17,ORL,1,2,1
1037,LAC,1/2/17,PHX,1,2,2
1038,UTA,1/3/17,BOS,0,1,4
1039,TOR,1/3/17,SAS,0,2,2
1040,WAS,1/3/17,DAL,0,1,4
1041,DEN,1/3/17,SAC,1,1,3
1042,LAL,1/3/17,MEM,1,2,3
1043,PHX,1/3/17,MIA,1,1,2
1044,SAC,1/3/17,DEN,0,3,1
1045,MEM,1/3/17,LAL,0,3,2
1046,PHI,1/3/17,MIN,1,4,2
1047,DET,1/3/17,IND,1,2,2
1048,MIN,1/3/17,PHI,0,2,4
1049,MIA,1/3/17,PHX,0,2,1
1050,IND,1/3/17,DET,0,2,2
1051,DAL,1/3/17,WAS,1,4,1
1052,BOS,1/3/17,UTA,1,4,1
1053,SAS,1/3/17,TOR,1,2,2
1054,GSW,1/4/17,POR,1,2,3
1055,MEM,1/4/17,LAC,0,1,2
1056,NYK,1/4/17,MIL,1,2,2
1057,ATL,1/4/17,ORL,0,3,2
1058,SAC,1/4/17,MIA,1,1,1
1059,OKC,1/4/17,CHA,0,2,2
1060,ORL,1/4/17,ATL,1,2,3
1061,CLE,1/4/17,CHI,1,2,2
1062,MIA,1/4/17,SAC,0,1,1
1063,LAC,1/4/17,MEM,1,2,1
1064,CHA,1/4/17,OKC,1,2,2
1065,POR,1/4/17,GSW,0,3,2
1066,MIL,1/4/17,NYK,0,2,2
1067,CHI,1/4/17,CLE,0,2,2
1068,OKC,1/5/17,HOU,0,1,3
1069,CHA,1/5/17,DET,0,1,2
1070,LAL,1/5/17,POR,0,2,1
1071,BKN,1/5/17,IND,0,3,2
1072,NOP,1/5/17,ATL,1,3,1
1073,UTA,1/5/17,TOR,0,2,2
1074,HOU,1/5/17,OKC,1,3,1
1075,DET,1/5/17,CHA,1,2,1
1076,POR,1/5/17,LAL,1,1,2
1077,IND,1/5/17,BKN,1,2,3
1078,ATL,1/5/17,NOP,0,1,3
1079,SAS,1/5/17,DEN,0,2,2
1080,DEN,1/5/17,SAS,1,2,2
1081,DAL,1/5/17,PHX,1,2,2
1082,TOR,1/5/17,UTA,1,2,2
1083,PHX,1/5/17,DAL,0,2,2
1084,WAS,1/6/17,MIN,1,3,3
1085,HOU,1/6/17,ORL,0,1,2
1086,LAC,1/6/17,SAC,0,2,2
1087,MIL,1/6/17,NYK,1,2,2
1088,GSW,1/6/17,MEM,1,2,2
1089,PHI,1/6/17,BOS,0,3,3
1090,ORL,1/6/17,HOU,1,2,1
1091,MIA,1/6/17,LAL,0,2,1
1092,LAL,1/6/17,MIA,1,1,2
1093,BKN,1/6/17,CLE,1,1,2
1094,NYK,1/6/17,MIL,0,2,2
1095,CLE,1/6/17,BKN,0,2,1
1096,MEM,1/6/17,GSW,0,2,2
1097,MIN,1/6/17,WAS,0,3,3
1098,BOS,1/6/17,PHI,1,3,3
1099,SAC,1/6/17,LAC,1,2,2
1100,CHA,1/7/17,SAS,0,2,2
1101,OKC,1/7/17,DEN,1,2,2
1102,BOS,1/7/17,NOP,1,1,2
1103,DAL,1/7/17,ATL,1,2,2
1104,MIN,1/7/17,UTA,1,1,2
1105,SAS,1/7/17,CHA,1,2,2
1106,CHI,1/7/17,TOR,1,3,2
1107,UTA,1/7/17,MIN,0,2,1
1108,NOP,1/7/17,BOS,0,2,1
1109,TOR,1/7/17,CHI,0,2,3
1110,NYK,1/7/17,IND,0,1,2
1111,DEN,1/7/17,OKC,0,2,2
1112,ATL,1/7/17,DAL,0,2,2
1113,IND,1/7/17,NYK,1,2,1
1114,HOU,1/8/17,TOR,0,2,1
1115,DET,1/8/17,POR,0,3,3
1116,SAC,1/8/17,GSW,1,2,2
1117,PHX,1/8/17,CLE,1,3,2
1118,UTA,1/8/17,MEM,0,1,2
1119,GSW,1/8/17,SAC,0,2,2
1120,LAC,1/8/17,MIA,1,2,2
1121,WAS,1/8/17,MIL,0,2,2
1122,MIL,1/8/17,WAS,1,2,2
1123,POR,1/8/17,DET,1,3,3
1124,ORL,1/8/17,LAL,0,2,2
1125,PHI,1/8/17,BKN,0,2,2
1126,BKN,1/8/17,PHI,1,2,2
1127,LAL,1/8/17,ORL,1,2,2
1128,TOR,1/8/17,HOU,1,1,2
1129,CLE,1/8/17,PHX,0,2,3
1130,MEM,1/8/17,UTA,1,2,1
1131,MIA,1/8/17,LAC,0,2,2
1132,NYK,1/9/17,NOP,1,2,2
1133,CHI,1/9/17,OKC,1,2,2
1134,OKC,1/9/17,CHI,0,2,2
1135,NOP,1/9/17,NYK,0,2,2
1136,DAL,1/9/17,MIN,0,2,2
1137,MIN,1/9/17,DAL,1,2,2
1138,UTA,1/10/17,CLE,1,2,2
1139,SAS,1/10/17,MIL,1,3,2
1140,WAS,1/10/17,CHI,1,2,1
1141,HOU,1/10/17,CHA,1,2,3
1142,BKN,1/10/17,ATL,1,2,3
1143,CHI,1/10/17,WAS,0,1,2
1144,MIL,1/10/17,SAS,0,2,3
1145,DET,1/10/17,SAC,0,2,2
1146,ATL,1/10/17,BKN,0,3,2
1147,GSW,1/10/17,MIA,1,2,2
1148,SAC,1/10/17,DET,1,2,2
1149,CHA,1/10/17,HOU,0,3,2
1150,MIA,1/10/17,GSW,0,2,2
1151,POR,1/10/17,LAL,0,2,2
1152,TOR,1/10/17,BOS,1,2,3
1153,LAL,1/10/17,POR,1,2,2
1154,CLE,1/10/17,UTA,0,2,2
1155,BOS,1/10/17,TOR,0,3,2
1156,HOU,1/11/17,MIN,0,1,2
1157,PHI,1/11/17,NYK,1,3,2
1158,BOS,1/11/17,WAS,1,1,1
1159,MIN,1/11/17,HOU,1,2,1
1160,MEM,1/11/17,OKC,0,3,2
1161,LAC,1/11/17,ORL,1,3,3
1162,POR,1/11/17,CLE,1,1,1
1163,ORL,1/11/17,LAC,0,3,3
1164,NYK,1/11/17,PHI,0,2,3
1165,CLE,1/11/17,POR,0,1,1
1166,WAS,1/11/17,BOS,0,1,1
1167,OKC,1/11/17,MEM,1,2,3
1168,DAL,1/12/17,PHX,0,3,4
1169,IND,1/12/17,DEN,0,5,5
1170,BKN,1/12/17,NOP,1,2,3
1171,CHI,1/12/17,NYK,0,2,1
1172,DEN,1/12/17,IND,1,5,5
1173,LAL,1/12/17,SAS,0,2,2
1174,SAS,1/12/17,LAL,1,2,2
1175,NYK,1/12/17,CHI,1,1,2
1176,PHX,1/12/17,DAL,1,4,3
1177,NOP,1/12/17,BKN,0,3,2
1178,GSW,1/12/17,DET,1,2,2
1179,DET,1/12/17,GSW,0,2,2
1180,UTA,1/13/17,DET,1,3,1
1181,ORL,1/13/17,POR,0,2,2
1182,HOU,1/13/17,MEM,1,2,2
1183,TOR,1/13/17,BKN,1,3,1
1184,CLE,1/13/17,SAC,0,2,3
1185,MIL,1/13/17,MIA,1,3,3
1186,ATL,1/13/17,BOS,1,3,2
1187,MEM,1/13/17,HOU,0,2,2
1188,CHA,1/13/17,PHI,0,3,2
1189,BOS,1/13/17,ATL,0,2,3
1190,POR,1/13/17,ORL,1,2,2
1191,SAC,1/13/17,CLE,1,3,2
1192,BKN,1/13/17,TOR,0,1,3
1193,OKC,1/13/17,MIN,0,2,2
1194,MIN,1/13/17,OKC,1,2,2
1195,DET,1/13/17,UTA,0,1,3
1196,PHI,1/13/17,CHA,1,2,3
1197,MIA,1/13/17,MIL,0,3,3
1198,ORL,1/14/17,UTA,0,1,1
1199,CHI,1/14/17,NOP,1,2,2
1200,LAC,1/14/17,LAL,1,3,2
1201,NOP,1/14/17,CHI,0,2,2
1202,WAS,1/14/17,PHI,1,3,1
1203,UTA,1/14/17,ORL,1,1,1
1204,PHX,1/14/17,SAS,1,2,2
1205,PHI,1/14/17,WAS,0,1,3
1206,SAS,1/14/17,PHX,0,2,2
1207,LAL,1/14/17,LAC,0,2,3
1208,MIL,1/15/17,ATL,0,2,2
1209,LAL,1/15/17,DET,1,1,2
1210,HOU,1/15/17,BKN,0,2,2
1211,SAC,1/15/17,OKC,1,2,2
1212,DAL,1/15/17,MIN,1,3,2
1213,DET,1/15/17,LAL,0,2,1
1214,ATL,1/15/17,MIL,1,2,2
1215,BKN,1/15/17,HOU,1,2,2
1216,CHI,1/15/17,MEM,0,1,2
1217,OKC,1/15/17,SAC,0,2,2
1218,NYK,1/15/17,TOR,0,3,2
1219,MEM,1/15/17,CHI,1,2,1
1220,TOR,1/15/17,NYK,1,2,3
1221,MIN,1/15/17,DAL,0,2,3
1222,IND,1/16/17,NOP,1,4,2
1223,ATL,1/16/17,NYK,0,1,1
1224,UTA,1/16/17,PHX,0,2,2
1225,BOS,1/16/17,CHA,1,3,3
1226,ORL,1/16/17,DEN,0,2,4
1227,NYK,1/16/17,ATL,1,1,1
1228,WAS,1/16/17,POR,1,2,3
1229,PHI,1/16/17,MIL,0,2,1
1230,NOP,1/16/17,IND,0,2,4
1231,OKC,1/16/17,LAC,0,1,2
1232,POR,1/16/17,WAS,0,3,2
1233,CHA,1/16/17,BOS,0,3,3
1234,CLE,1/16/17,GSW,0,3,4
1235,MIL,1/16/17,PHI,1,1,2
1236,LAC,1/16/17,OKC,1,2,1
1237,GSW,1/16/17,CLE,1,4,3
1238,PHX,1/16/17,UTA,1,2,2
1239,DEN,1/16/17,ORL,1,4,2
1240,MIA,1/17/17,HOU,1,4,2
1241,MIN,1/17/17,SAS,0,2,3
1242,TOR,1/17/17,BKN,0,2,2
1243,BKN,1/17/17,TOR,1,2,2
1244,HOU,1/17/17,MIA,0,2,4
1245,CHI,1/17/17,DAL,1,2,2
1246,SAS,1/17/17,MIN,1,3,2
1247,DEN,1/17/17,LAL,0,1,2
1248,LAL,1/17/17,DEN,1,2,1
1249,DAL,1/17/17,CHI,0,2,2
1250,POR,1/18/17,CHA,0,2,2
1251,HOU,1/18/17,MIL,1,1,2
1252,MIL,1/18/17,HOU,0,2,1
1253,BOS,1/18/17,NYK,1,2,2
1254,ATL,1/18/17,DET,0,2,3
1255,IND,1/18/17,SAC,0,2,3
1256,MEM,1/18/17,WAS,0,3,2
1257,GSW,1/18/17,OKC,1,2,2
1258,TOR,1/18/17,PHI,0,1,2
1259,SAC,1/18/17,IND,1,3,2
1260,NYK,1/18/17,BOS,0,2,2
1261,PHI,1/18/17,TOR,1,2,1
1262,WAS,1/18/17,MEM,1,2,3
1263,NOP,1/18/17,ORL,1,2,2
1264,DET,1/18/17,ATL,1,3,2
1265,ORL,1/18/17,NOP,0,2,2
1266,CHA,1/18/17,POR,1,2,2
1267,OKC,1/18/17,GSW,0,2,2
