,TEAM,GAME DATE,OPP,Home/Away,REST,OPP_REST
2254,SAC,3/31/17,NOP,0,2,2
2255,PHI,3/31/17,CLE,0,2,1
2256,IND,3/31/17,TOR,0,2,2
2257,DET,3/31/17,MIL,0,1,2
2258,UTA,3/31/17,WAS,1,2,2
2259,MEM,3/31/17,DAL,1,2,2
2260,TOR,3/31/17,IND,1,2,2
2261,GSW,3/31/17,HOU,1,2,1
2262,DEN,3/31/17,CHA,0,3,2
2263,NOP,3/31/17,SAC,1,2,2
2264,SAS,3/31/17,OKC,0,2,2
2265,MIL,3/31/17,DET,1,2,1
2266,ORL,3/31/17,BOS,0,2,2
2267,DAL,3/31/17,MEM,0,2,2
2268,WAS,3/31/17,UTA,0,2,2
2269,CHA,3/31/17,DEN,1,2,3
2270,LAL,4/1/17,LAC,0,2,2
2271,ATL,4/1/17,CHI,0,3,2
2272,BKN,4/1/17,ORL,1,2,1
2273,POR,4/1/17,PHX,1,2,2
2274,LAC,4/1/17,LAL,1,2,2
2275,PHX,4/1/17,POR,0,2,2
2276,CHI,4/1/17,ATL,1,2,3
2277,SAC,4/1/17,MIN,0,1,2
2278,ORL,4/1/17,BKN,0,1,2
2279,MIN,4/1/17,SAC,1,2,1
2280,MIL,4/2/17,DAL,1,2,2
2281,CLE,4/2/17,IND,1,2,2
2282,CHA,4/2/17,OKC,0,2,2
2283,IND,4/2/17,CLE,0,2,2
2284,SAS,4/2/17,UTA,1,2,2
2285,DEN,4/2/17,MIA,0,2,2
2286,PHX,4/2/17,HOU,1,1,2
2287,HOU,4/2/17,PHX,0,2,1
2288,WAS,4/2/17,GSW,0,2,2
2289,MEM,4/2/17,LAL,0,2,1
2290,OKC,4/2/17,CHA,1,2,2
2291,UTA,4/2/17,SAS,0,2,2
2292,CHI,4/2/17,NOP,0,1,2
2293,PHI,4/2/17,TOR,0,2,2
2294,ATL,4/2/17,BKN,0,1,1
2295,BOS,4/2/17,NYK,0,2,2
2296,BKN,4/2/17,ATL,1,1,1
2297,MIA,4/2/17,DEN,1,2,2
2298,GSW,4/2/17,WAS,1,2,2
2299,LAL,4/2/17,MEM,1,1,2
2300,NOP,4/2/17,CHI,1,2,1
2301,DAL,4/2/17,MIL,0,2,2
2302,NYK,4/2/17,BOS,1,2,2
2303,TOR,4/2/17,PHI,1,2,2
2304,POR,4/3/17,MIN,0,2,2
2305,MIN,4/3/17,POR,1,2,2
2306,CHI,4/4/17,NYK,0,2,2
2307,BKN,4/4/17,PHI,0,2,2
2308,MEM,4/4/17,SAS,0,2,2
2309,SAS,4/4/17,MEM,1,2,2
2310,MIN,4/4/17,GSW,0,1,2
2311,DEN,4/4/17,NOP,0,2,2
2312,MIL,4/4/17,OKC,0,2,2
2313,POR,4/4/17,UTA,0,1,2
2314,ORL,4/4/17,CLE,0,3,2
2315,CHA,4/4/17,WAS,0,2,2
2316,NYK,4/4/17,CHI,1,2,2
2317,DAL,4/4/17,SAC,0,2,3
2318,TOR,4/4/17,IND,0,2,2
2319,WAS,4/4/17,CHA,1,2,2
2320,GSW,4/4/17,MIN,1,2,1
2321,CLE,4/4/17,ORL,1,2,3
2322,PHI,4/4/17,BKN,1,2,2
2323,IND,4/4/17,TOR,1,2,2
2324,SAC,4/4/17,DAL,1,3,2
2325,UTA,4/4/17,POR,1,2,1
2326,NOP,4/4/17,DEN,1,2,2
2327,OKC,4/4/17,MIL,1,2,2
2328,DAL,4/5/17,LAC,0,1,4
2329,CLE,4/5/17,BOS,0,1,3
2330,CHA,4/5/17,MIA,1,1,3
2331,MEM,4/5/17,OKC,1,1,1
2332,GSW,4/5/17,PHX,0,1,3
2333,PHX,4/5/17,GSW,1,3,1
2334,DEN,4/5/17,HOU,0,1,3
2335,OKC,4/5/17,MEM,0,1,1
2336,BOS,4/5/17,CLE,1,3,1
2337,LAC,4/5/17,DAL,1,4,1
2338,SAS,4/5/17,LAL,1,1,3
2339,DET,4/5/17,TOR,1,5,1
2340,MIA,4/5/17,CHA,0,3,1
2341,HOU,4/5/17,DEN,1,3,1
2342,TOR,4/5/17,DET,0,1,5
2343,LAL,4/5/17,SAS,0,3,1
2344,PHI,4/6/17,CHI,1,2,2
2345,CHI,4/6/17,PHI,0,2,2
2346,POR,4/6/17,MIN,1,2,2
2347,MIL,4/6/17,IND,0,2,2
2348,BOS,4/6/17,ATL,0,1,4
2349,BKN,4/6/17,ORL,0,2,2
2350,WAS,4/6/17,NYK,0,2,2
2351,IND,4/6/17,MIL,1,2,2
2352,NYK,4/6/17,WAS,1,2,2
2353,MIN,4/6/17,POR,0,2,2
2354,ORL,4/6/17,BKN,1,2,2
2355,ATL,4/6/17,BOS,1,4,1
2356,MIN,4/7/17,UTA,0,1,3
2357,ATL,4/7/17,CLE,0,1,2
2358,TOR,4/7/17,MIA,1,2,2
2359,DET,4/7/17,HOU,0,2,2
2360,UTA,4/7/17,MIN,1,3,1
2361,LAL,4/7/17,SAC,1,2,3
2362,HOU,4/7/17,DET,1,2,2
2363,DEN,4/7/17,NOP,1,2,3
2364,OKC,4/7/17,PHX,0,2,2
2365,NYK,4/7/17,MEM,0,1,2
2366,PHX,4/7/17,OKC,1,2,2
2367,CLE,4/7/17,ATL,1,2,1
2368,SAS,4/7/17,DAL,0,2,2
2369,DAL,4/7/17,SAS,1,2,2
2370,MIA,4/7/17,TOR,0,2,2
2371,SAC,4/7/17,LAL,0,3,2
2372,MEM,4/7/17,NYK,1,2,1
2373,NOP,4/7/17,DEN,0,3,2
2374,CHI,4/8/17,BKN,0,2,2
2375,GSW,4/8/17,NOP,1,3,1
2376,POR,4/8/17,UTA,1,2,1
2377,WAS,4/8/17,MIA,1,2,1
2378,BKN,4/8/17,CHI,1,2,2
2379,LAC,4/8/17,SAS,0,3,1
2380,IND,4/8/17,ORL,0,2,2
2381,BOS,4/8/17,CHA,0,2,3
2382,PHI,4/8/17,MIL,1,2,2
2383,CHA,4/8/17,BOS,1,3,2
2384,ORL,4/8/17,IND,1,2,2
2385,SAS,4/8/17,LAC,1,1,3
2386,UTA,4/8/17,POR,0,1,2
2387,MIL,4/8/17,PHI,0,2,2
2388,NOP,4/8/17,GSW,0,1,3
2389,MIA,4/8/17,WAS,0,1,2
2390,OKC,4/9/17,DEN,0,2,2
2391,DAL,4/9/17,PHX,0,2,2
2392,CLE,4/9/17,ATL,0,2,2
2393,HOU,4/9/17,SAC,0,2,2
2394,LAL,4/9/17,MIN,1,2,2
2395,MIN,4/9/17,LAL,0,2,2
2396,NYK,4/9/17,TOR,1,2,2
2397,DEN,4/9/17,OKC,1,2,2
2398,MEM,4/9/17,DET,1,2,2
2399,DET,4/9/17,MEM,0,2,2
2400,ATL,4/9/17,CLE,1,2,2
2401,PHX,4/9/17,DAL,1,2,2
2402,SAC,4/9/17,HOU,1,2,2
2403,TOR,4/9/17,NYK,0,2,2
2404,CLE,4/10/17,MIA,0,1,2
2405,BKN,4/10/17,BOS,0,2,2
2406,IND,4/10/17,PHI,0,2,2
2407,MIL,4/10/17,CHA,1,2,2
2408,UTA,4/10/17,GSW,0,2,2
2409,LAC,4/10/17,HOU,1,2,1
2410,GSW,4/10/17,UTA,1,2,2
2411,PHI,4/10/17,IND,1,2,2
2412,BOS,4/10/17,BKN,1,2,2
2413,MIA,4/10/17,CLE,1,2,1
2414,CHI,4/10/17,ORL,1,2,2
2415,POR,4/10/17,SAS,1,2,2
2416,WAS,4/10/17,DET,0,2,1
2417,HOU,4/10/17,LAC,0,1,2
2418,ORL,4/10/17,CHI,0,2,2
2419,DET,4/10/17,WAS,1,1,2
2420,CHA,4/10/17,MIL,0,2,2
2421,SAS,4/10/17,POR,0,2,2
2422,MIN,4/11/17,OKC,1,2,2
2423,CHA,4/11/17,ATL,0,1,2
2424,NOP,4/11/17,LAL,0,3,2
2425,SAC,4/11/17,PHX,1,2,2
2426,DEN,4/11/17,DAL,0,2,2
2427,ATL,4/11/17,CHA,1,2,1
2428,OKC,4/11/17,MIN,0,2,2
2429,DAL,4/11/17,DEN,1,2,2
2430,PHX,4/11/17,SAC,0,2,2
2431,LAL,4/11/17,NOP,1,2,3
2432,CHI,4/12/17,BKN,1,2,2
2433,TOR,4/12/17,CLE,0,3,2
2434,ORL,4/12/17,DET,1,2,2
2435,POR,4/12/17,NOP,1,2,1
2436,MIN,4/12/17,HOU,0,1,2
2437,OKC,4/12/17,DEN,1,1,1
2438,NOP,4/12/17,POR,0,1,2
2439,DET,4/12/17,ORL,0,2,2
2440,PHI,4/12/17,NYK,0,2,3
2441,MEM,4/12/17,DAL,1,3,1
2442,DAL,4/12/17,MEM,0,1,3
2443,WAS,4/12/17,MIA,0,2,2
2444,BOS,4/12/17,MIL,1,2,2
2445,LAC,4/12/17,SAC,1,2,1
2446,SAS,4/12/17,UTA,0,2,2
2447,CLE,4/12/17,TOR,1,2,3
2448,DEN,4/12/17,OKC,0,1,1
2449,UTA,4/12/17,SAS,1,2,2
2450,BKN,4/12/17,CHI,0,2,2
2451,MIA,4/12/17,WAS,1,2,2
2452,MIL,4/12/17,BOS,0,2,2
2453,HOU,4/12/17,MIN,1,2,1
2454,SAC,4/12/17,LAC,0,1,2
2455,GSW,4/12/17,LAL,1,2,1
2456,IND,4/12/17,ATL,1,2,1
2457,ATL,4/12/17,IND,0,1,2
2458,LAL,4/12/17,GSW,0,1,2
2459,NYK,4/12/17,PHI,1,3,2
