,TEAM,GAME DATE,MIN,EFG%,FTA RATE,TOV%,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV%,OPP_OREB%,OPP,Home/Away,REST,OPP_REST,W/L,+/-
1837,TOR,3/4/17,48,0.513,0.267,0.129,0.083,0.471,0.264,0.064,0.214,MIL,0,1,1,0,-7
1838,MIA,3/4/17,48,0.625,0.136,0.123,0.375,0.555,0.247,0.18,0.195,CLE,1,1,1,1,28
1839,DEN,3/4/17,48,0.506,0.313,0.14,0.268,0.544,0.189,0.066,0.277,CHA,1,3,2,0,-10
1840,HOU,3/4/17,48,0.615,0.462,0.143,0.256,0.485,0.216,0.127,0.34,MEM,1,3,1,1,15
1841,MEM,3/4/17,48,0.485,0.216,0.127,0.34,0.615,0.462,0.143,0.256,HOU,0,1,3,0,-15
1842,SAS,3/4/17,48,0.436,0.255,0.129,0.304,0.416,0.247,0.179,0.333,MIN,1,1,3,1,7
1843,DET,3/4/17,48,0.621,0.221,0.078,0.25,0.568,0.08,0.19,0.15,PHI,0,3,1,1,30
1844,CHI,3/4/17,48,0.458,0.241,0.196,0.35,0.518,0.188,0.147,0.262,LAC,1,2,1,0,-10
1845,CHA,3/4/17,48,0.544,0.189,0.066,0.277,0.506,0.313,0.14,0.268,DEN,0,2,3,1,10
1846,MIN,3/4/17,48,0.416,0.247,0.179,0.333,0.436,0.255,0.129,0.304,SAS,0,3,1,0,-7
1847,CLE,3/4/17,48,0.555,0.247,0.18,0.195,0.625,0.136,0.123,0.375,MIA,0,1,1,0,-28
1848,LAC,3/4/17,48,0.518,0.188,0.147,0.262,0.458,0.241,0.196,0.35,CHI,0,1,2,1,10
1849,POR,3/4/17,48,0.663,0.256,0.127,0.207,0.605,0.198,0.141,0.205,BKN,1,2,1,1,14
1850,MIL,3/4/17,48,0.471,0.264,0.064,0.214,0.513,0.267,0.129,0.083,TOR,1,1,1,1,7
1851,PHI,3/4/17,48,0.568,0.08,0.19,0.15,0.621,0.221,0.078,0.25,DET,1,1,3,0,-30
1852,SAC,3/5/17,48,0.566,0.241,0.13,0.125,0.511,0.3,0.135,0.273,UTA,1,4,2,0,-1
1853,BOS,3/5/17,48,0.453,0.471,0.136,0.259,0.468,0.277,0.103,0.2,PHX,0,2,2,0,-3
1854,ORL,3/5/17,48,0.573,0.213,0.151,0.317,0.568,0.309,0.128,0.25,WAS,0,2,2,0,-1
1855,PHX,3/5/17,48,0.468,0.277,0.103,0.2,0.453,0.471,0.136,0.259,BOS,1,2,2,1,3
1856,OKC,3/5/17,48,0.415,0.366,0.154,0.289,0.529,0.186,0.083,0.122,DAL,0,2,2,0,-15
1857,GSW,3/5/17,48,0.528,0.261,0.084,0.239,0.512,0.301,0.155,0.333,NYK,0,3,2,1,7
1858,NYK,3/5/17,48,0.512,0.301,0.155,0.333,0.528,0.261,0.084,0.239,GSW,1,2,3,0,-7
1859,UTA,3/5/17,48,0.511,0.3,0.135,0.273,0.566,0.241,0.13,0.125,SAC,0,2,4,1,1
1860,ATL,3/5/17,48,0.5,0.403,0.158,0.239,0.545,0.269,0.161,0.214,IND,1,2,4,0,-1
1861,DAL,3/5/17,48,0.529,0.186,0.083,0.122,0.415,0.366,0.154,0.289,OKC,1,2,2,1,15
1862,WAS,3/5/17,48,0.568,0.309,0.128,0.25,0.573,0.213,0.151,0.317,ORL,1,2,2,1,1
1863,LAL,3/5/17,48,0.518,0.181,0.241,0.262,0.455,0.393,0.125,0.255,NOP,1,2,2,0,-8
1864,NOP,3/5/17,48,0.455,0.393,0.125,0.255,0.518,0.181,0.241,0.262,LAL,0,2,2,1,8
1865,IND,3/5/17,48,0.545,0.269,0.161,0.214,0.5,0.403,0.158,0.239,ATL,0,4,2,1,1
1866,LAC,3/6/17,48,0.596,0.644,0.132,0.211,0.47,0.349,0.11,0.152,BOS,1,2,1,1,14
1867,IND,3/6/17,48,0.531,0.037,0.173,0.14,0.471,0.244,0.127,0.271,CHA,0,1,2,0,-12
1868,DET,3/6/17,48,0.522,0.217,0.072,0.25,0.458,0.253,0.105,0.156,CHI,1,2,2,1,14
1869,BOS,3/6/17,48,0.47,0.349,0.11,0.152,0.596,0.644,0.132,0.211,LAC,0,1,2,0,-14
1870,MIL,3/6/17,48,0.578,0.241,0.153,0.243,0.483,0.213,0.144,0.304,PHI,0,2,2,1,14
1871,BKN,3/6/17,48,0.63,0.521,0.17,0.194,0.506,0.506,0.157,0.19,MEM,0,2,2,1,13
1872,ORL,3/6/17,48,0.524,0.282,0.133,0.25,0.5,0.326,0.094,0.279,NYK,1,1,1,0,-8
1873,NOP,3/6/17,48,0.417,0.214,0.202,0.277,0.469,0.185,0.201,0.261,UTA,0,1,1,0,-5
1874,CLE,3/6/17,48,0.506,0.372,0.176,0.268,0.516,0.154,0.082,0.163,MIA,1,2,2,0,-8
1875,MEM,3/6/17,48,0.506,0.506,0.157,0.19,0.63,0.521,0.17,0.194,BKN,1,2,2,0,-13
1876,DEN,3/6/17,48,0.588,0.378,0.193,0.194,0.47,0.253,0.165,0.25,SAC,1,2,1,1,12
1877,SAC,3/6/17,48,0.47,0.253,0.165,0.25,0.588,0.378,0.193,0.194,DEN,0,1,2,0,-12
1878,CHA,3/6/17,48,0.471,0.244,0.127,0.271,0.531,0.037,0.173,0.14,IND,1,2,1,1,12
1879,PHI,3/6/17,48,0.483,0.213,0.144,0.304,0.578,0.241,0.153,0.243,MIL,1,2,2,0,-14
1880,CHI,3/6/17,48,0.458,0.253,0.105,0.156,0.522,0.217,0.072,0.25,DET,0,2,2,0,-14
1881,GSW,3/6/17,48,0.586,0.253,0.161,0.283,0.543,0.378,0.189,0.318,ATL,0,1,1,1,8
1882,UTA,3/6/17,48,0.469,0.185,0.201,0.261,0.417,0.214,0.202,0.277,NOP,1,1,1,1,5
1883,SAS,3/6/17,48,0.517,0.261,0.101,0.2,0.545,0.193,0.119,0.167,HOU,1,2,2,1,2
1884,MIA,3/6/17,48,0.516,0.154,0.082,0.163,0.506,0.372,0.176,0.268,CLE,0,2,2,1,8
1885,NYK,3/6/17,48,0.5,0.326,0.094,0.279,0.524,0.282,0.133,0.25,ORL,0,1,1,1,8
1886,ATL,3/6/17,48,0.543,0.378,0.189,0.318,0.586,0.253,0.161,0.283,GSW,1,1,1,0,-8
1887,HOU,3/6/17,48,0.545,0.193,0.119,0.167,0.517,0.261,0.101,0.2,SAS,0,2,2,0,-2
1888,OKC,3/7/17,48,0.576,0.353,0.165,0.333,0.618,0.318,0.124,0.308,POR,1,2,3,0,-5
1889,LAL,3/7/17,48,0.528,0.244,0.11,0.239,0.645,0.229,0.141,0.154,DAL,0,2,2,0,-11
1890,WAS,3/7/17,48,0.494,0.589,0.095,0.184,0.574,0.375,0.169,0.205,PHX,0,2,2,1,4
1891,DAL,3/7/17,48,0.645,0.229,0.141,0.154,0.528,0.244,0.11,0.239,LAL,1,2,2,1,11
1892,PHX,3/7/17,48,0.574,0.375,0.169,0.205,0.494,0.589,0.095,0.184,WAS,1,2,2,0,-4
1893,POR,3/7/17,48,0.618,0.318,0.124,0.308,0.576,0.353,0.165,0.333,OKC,0,3,2,1,5
1894,GSW,3/8/17,48,0.476,0.107,0.192,0.25,0.5,0.226,0.144,0.209,BOS,1,2,2,0,-13
1895,LAC,3/8/17,48,0.476,0.217,0.174,0.217,0.517,0.233,0.148,0.35,MIN,0,2,4,0,-16
1896,MIL,3/8/17,48,0.477,0.326,0.085,0.267,0.506,0.143,0.168,0.227,NYK,1,2,2,1,11
1897,SAC,3/8/17,48,0.529,0.186,0.137,0.119,0.583,0.25,0.121,0.14,SAS,0,2,2,0,-10
1898,CHA,3/8/17,48,0.506,0.263,0.126,0.154,0.535,0.282,0.136,0.283,MIA,0,2,2,0,-7
1899,MIN,3/8/17,48,0.517,0.233,0.148,0.35,0.476,0.217,0.174,0.217,LAC,1,4,2,1,16
1900,HOU,3/8/17,48,0.494,0.506,0.085,0.222,0.618,0.316,0.199,0.323,UTA,1,2,2,0,-7
1901,DET,3/8/17,48,0.478,0.247,0.102,0.229,0.563,0.216,0.054,0.209,IND,0,2,2,0,-17
1902,TOR,3/8/17,48,0.526,0.303,0.133,0.2,0.481,0.163,0.153,0.19,NOP,0,4,2,1,7
1903,WAS,3/8/17,48,0.631,0.216,0.12,0.216,0.603,0.195,0.159,0.222,DEN,0,1,2,1,10
1904,MIA,3/8/17,48,0.535,0.282,0.136,0.283,0.506,0.263,0.126,0.154,CHA,1,2,2,1,7
1905,IND,3/8/17,48,0.563,0.216,0.054,0.209,0.478,0.247,0.102,0.229,DET,1,2,2,1,17
1906,BKN,3/8/17,48,0.531,0.313,0.211,0.122,0.453,0.337,0.14,0.239,ATL,0,2,2,0,-5
1907,NOP,3/8/17,48,0.481,0.163,0.153,0.19,0.526,0.303,0.133,0.2,TOR,1,2,4,0,-7
1908,NYK,3/8/17,48,0.506,0.143,0.168,0.227,0.477,0.326,0.085,0.267,MIL,0,2,2,0,-11
1909,DEN,3/8/17,48,0.603,0.195,0.159,0.222,0.631,0.216,0.12,0.216,WAS,1,2,1,0,-10
1910,ATL,3/8/17,48,0.453,0.337,0.14,0.239,0.531,0.313,0.211,0.122,BKN,1,2,2,1,5
1911,BOS,3/8/17,48,0.5,0.226,0.144,0.209,0.476,0.107,0.192,0.25,GSW,0,2,2,1,13
1912,SAS,3/8/17,48,0.583,0.25,0.121,0.14,0.529,0.186,0.137,0.119,SAC,1,2,2,1,10
1913,UTA,3/8/17,48,0.618,0.316,0.199,0.323,0.494,0.506,0.085,0.222,HOU,0,2,2,1,7
1914,CHI,3/8/17,48,0.519,0.136,0.19,0.214,0.455,0.236,0.107,0.3,ORL,0,2,2,0,-7
1915,ORL,3/8/17,48,0.455,0.236,0.107,0.3,0.519,0.136,0.19,0.214,CHI,1,2,2,1,7
1916,SAS,3/9/17,48,0.452,0.238,0.158,0.283,0.494,0.236,0.117,0.349,OKC,0,1,2,0,-10
1917,POR,3/9/17,48,0.489,0.375,0.18,0.333,0.495,0.213,0.158,0.235,PHI,1,2,3,1,6
1918,LAL,3/9/17,48,0.541,0.245,0.087,0.28,0.495,0.275,0.192,0.391,PHX,0,2,2,1,12
1919,DET,3/9/17,48,0.517,0.216,0.086,0.244,0.53,0.226,0.106,0.19,CLE,1,1,3,1,5
1920,CLE,3/9/17,48,0.53,0.226,0.106,0.19,0.517,0.216,0.086,0.244,DET,0,3,1,0,-5
1921,LAC,3/9/17,48,0.583,0.359,0.144,0.2,0.488,0.265,0.094,0.13,MEM,0,1,3,1,16
1922,MEM,3/9/17,48,0.488,0.265,0.094,0.13,0.583,0.359,0.144,0.2,LAC,1,3,1,0,-16
1923,PHX,3/9/17,48,0.495,0.275,0.192,0.391,0.541,0.245,0.087,0.28,LAL,1,2,2,0,-12
1924,OKC,3/9/17,48,0.494,0.236,0.117,0.349,0.452,0.238,0.158,0.283,SAS,1,2,1,1,10
1925,PHI,3/9/17,48,0.495,0.213,0.158,0.235,0.489,0.375,0.18,0.333,POR,0,3,2,0,-6
1926,HOU,3/10/17,48,0.5,0.36,0.156,0.224,0.434,0.122,0.163,0.204,CHI,0,2,2,1,21
1927,ATL,3/10/17,48,0.573,0.387,0.208,0.211,0.424,0.293,0.12,0.302,TOR,1,2,2,1,6
1928,GSW,3/10/17,48,0.506,0.193,0.126,0.273,0.466,0.307,0.114,0.311,MIN,0,2,2,0,-1
1929,BKN,3/10/17,48,0.494,0.295,0.125,0.091,0.513,0.359,0.161,0.184,DAL,0,2,3,0,-9
1930,DAL,3/10/17,48,0.513,0.359,0.161,0.184,0.494,0.295,0.125,0.091,BKN,1,3,2,1,9
1931,WAS,3/10/17,48,0.543,0.183,0.099,0.273,0.543,0.304,0.102,0.167,SAC,0,2,2,1,8
1932,CHI,3/10/17,48,0.434,0.122,0.163,0.204,0.5,0.36,0.156,0.224,HOU,1,2,2,0,-21
1933,SAC,3/10/17,48,0.543,0.304,0.102,0.167,0.543,0.183,0.099,0.273,WAS,1,2,2,0,-8
1934,BOS,3/10/17,48,0.494,0.284,0.18,0.188,0.6,0.259,0.185,0.306,DEN,0,2,2,0,-20
1935,MIN,3/10/17,48,0.466,0.307,0.114,0.311,0.506,0.193,0.126,0.273,GSW,1,2,2,1,1
1936,IND,3/10/17,48,0.453,0.293,0.207,0.216,0.57,0.469,0.234,0.152,MIL,0,2,2,0,-14
1937,ORL,3/10/17,48,0.441,0.289,0.124,0.178,0.658,0.253,0.079,0.207,CHA,0,2,2,0,-40
1938,TOR,3/10/17,48,0.424,0.293,0.12,0.302,0.573,0.387,0.208,0.211,ATL,0,2,2,0,-6
1939,CHA,3/10/17,48,0.658,0.253,0.079,0.207,0.441,0.289,0.124,0.178,ORL,1,2,2,1,40
1940,MIL,3/10/17,48,0.57,0.469,0.234,0.152,0.453,0.293,0.207,0.216,IND,1,2,2,1,14
1941,DEN,3/10/17,48,0.6,0.259,0.185,0.306,0.494,0.284,0.18,0.188,BOS,1,2,2,1,20
1942,CHA,3/11/17,48,0.515,0.196,0.091,0.224,0.576,0.162,0.093,0.188,NOP,1,1,3,0,-3
1943,POR,3/11/17,48,0.596,0.17,0.138,0.159,0.589,0.311,0.122,0.2,WAS,1,2,1,0,-1
1944,SAS,3/11/17,48,0.597,0.234,0.204,0.194,0.386,0.25,0.154,0.339,GSW,1,2,1,1,22
1945,MIA,3/11/17,48,0.563,0.458,0.126,0.086,0.386,0.284,0.135,0.333,TOR,1,3,1,1,15
1946,MIL,3/11/17,48,0.513,0.288,0.141,0.289,0.488,0.259,0.141,0.275,MIN,1,1,1,1,7
1947,ORL,3/11/17,48,0.417,0.292,0.05,0.246,0.587,0.291,0.093,0.191,CLE,1,1,2,0,-12
1948,MIN,3/11/17,48,0.488,0.259,0.141,0.275,0.513,0.288,0.141,0.289,MIL,0,1,1,0,-7
1949,UTA,3/11/17,48,0.54,0.373,0.139,0.184,0.547,0.279,0.124,0.293,OKC,0,3,2,0,-8
1950,OKC,3/11/17,48,0.547,0.279,0.124,0.293,0.54,0.373,0.139,0.184,UTA,1,2,3,1,8
1951,TOR,3/11/17,48,0.386,0.284,0.135,0.333,0.563,0.458,0.126,0.086,MIA,0,1,3,0,-15
1952,LAC,3/11/17,48,0.543,0.358,0.132,0.19,0.536,0.167,0.161,0.175,PHI,1,2,2,1,12
1953,NYK,3/11/17,48,0.518,0.134,0.186,0.178,0.526,0.198,0.072,0.28,DET,0,3,2,0,-20
1954,WAS,3/11/17,48,0.589,0.311,0.122,0.2,0.596,0.17,0.138,0.159,POR,0,1,2,1,1
1955,PHI,3/11/17,48,0.536,0.167,0.161,0.175,0.543,0.358,0.132,0.19,LAC,0,2,2,0,-12
1956,DEN,3/11/17,48,0.524,0.212,0.097,0.225,0.488,0.244,0.139,0.222,SAC,0,1,1,1,13
1957,NOP,3/11/17,48,0.576,0.162,0.093,0.188,0.515,0.196,0.091,0.224,CHA,0,3,1,1,3
1958,DAL,3/11/17,48,0.439,0.486,0.14,0.222,0.494,0.241,0.112,0.116,PHX,1,1,2,0,-2
1959,SAC,3/11/17,48,0.488,0.244,0.139,0.222,0.524,0.212,0.097,0.225,DEN,1,1,1,0,-13
1960,PHX,3/11/17,48,0.494,0.241,0.112,0.116,0.439,0.486,0.14,0.222,DAL,0,2,1,1,2
1961,CLE,3/11/17,48,0.587,0.291,0.093,0.191,0.417,0.292,0.05,0.246,ORL,0,2,1,1,12
1962,DET,3/11/17,48,0.526,0.198,0.072,0.28,0.518,0.134,0.186,0.178,NYK,1,2,3,1,20
1963,ATL,3/11/17,48,0.604,0.361,0.189,0.176,0.406,0.256,0.13,0.245,MEM,0,1,2,1,17
1964,GSW,3/11/17,48,0.386,0.25,0.154,0.339,0.597,0.234,0.204,0.194,SAS,0,1,2,0,-22
1965,MEM,3/11/17,48,0.406,0.256,0.13,0.245,0.604,0.361,0.189,0.176,ATL,1,2,1,0,-17
1966,IND,3/12/17,48,0.457,0.39,0.096,0.239,0.463,0.17,0.128,0.352,MIA,1,2,1,1,4
1967,HOU,3/12/17,48,0.51,0.292,0.064,0.37,0.631,0.163,0.155,0.111,CLE,1,2,1,1,5
1968,POR,3/12/17,48,0.541,0.291,0.137,0.205,0.468,0.215,0.095,0.13,PHX,0,1,1,1,9
1969,CLE,3/12/17,48,0.631,0.163,0.155,0.111,0.51,0.292,0.064,0.37,HOU,0,1,2,0,-5
1970,CHI,3/12/17,48,0.42,0.103,0.194,0.235,0.558,0.047,0.217,0.3,BOS,0,2,2,0,-20
1971,BOS,3/12/17,48,0.558,0.047,0.217,0.3,0.42,0.103,0.194,0.235,CHI,1,2,2,1,20
1972,BKN,3/12/17,48,0.569,0.333,0.156,0.289,0.457,0.34,0.085,0.208,NYK,1,2,1,1,8
1973,LAL,3/12/17,48,0.523,0.318,0.138,0.189,0.582,0.405,0.152,0.108,PHI,1,3,1,0,-2
1974,PHI,3/12/17,48,0.582,0.405,0.152,0.108,0.523,0.318,0.138,0.189,LAL,0,1,3,1,2
1975,NYK,3/12/17,48,0.457,0.34,0.085,0.208,0.569,0.333,0.156,0.289,BKN,0,1,2,0,-8
1976,PHX,3/12/17,48,0.468,0.215,0.095,0.13,0.541,0.291,0.137,0.205,POR,1,1,1,0,-9
1977,MIA,3/12/17,48,0.463,0.17,0.128,0.352,0.457,0.39,0.096,0.239,IND,0,1,2,0,-4
1978,MEM,3/13/17,48,0.608,0.291,0.133,0.314,0.567,0.299,0.2,0.235,MIL,1,2,2,1,20
1979,LAC,3/13/17,48,0.577,0.295,0.066,0.081,0.615,0.282,0.101,0.242,UTA,0,2,2,0,-6
1980,DAL,3/13/17,48,0.406,0.153,0.077,0.132,0.532,0.231,0.154,0.25,TOR,0,2,2,0,-22
1981,CHA,3/13/17,48,0.5,0.204,0.062,0.224,0.522,0.239,0.1,0.267,CHI,1,2,1,0,-6
1982,UTA,3/13/17,48,0.615,0.282,0.101,0.242,0.577,0.295,0.066,0.081,LAC,1,2,2,1,6
1983,WAS,3/13/17,48,0.47,0.369,0.143,0.174,0.581,0.256,0.146,0.211,MIN,0,2,2,0,-15
1984,TOR,3/13/17,48,0.532,0.231,0.154,0.25,0.406,0.153,0.077,0.132,DAL,1,2,2,1,22
1985,MIN,3/13/17,48,0.581,0.256,0.146,0.211,0.47,0.369,0.143,0.174,WAS,1,2,2,1,15
1986,ORL,3/13/17,48,0.526,0.122,0.113,0.188,0.634,0.256,0.144,0.054,SAC,0,2,2,0,-5
1987,MIL,3/13/17,48,0.567,0.299,0.2,0.235,0.608,0.291,0.133,0.314,MEM,0,2,2,0,-20
1988,CHI,3/13/17,48,0.522,0.239,0.1,0.267,0.5,0.204,0.062,0.224,CHA,0,1,2,1,6
1989,DEN,3/13/17,48,0.637,0.298,0.152,0.167,0.464,0.196,0.152,0.308,LAL,1,2,1,1,28
1990,SAC,3/13/17,48,0.634,0.256,0.144,0.054,0.526,0.122,0.113,0.188,ORL,1,2,2,1,5
1991,ATL,3/13/17,48,0.494,0.37,0.154,0.14,0.58,0.21,0.22,0.189,SAS,0,2,2,0,-8
1992,SAS,3/13/17,48,0.58,0.21,0.22,0.189,0.494,0.37,0.154,0.14,ATL,1,2,2,1,8
1993,LAL,3/13/17,48,0.464,0.196,0.152,0.308,0.637,0.298,0.152,0.167,DEN,0,1,2,0,-28
1994,DET,3/14/17,48,0.394,0.192,0.081,0.296,0.721,0.299,0.097,0.094,CLE,0,3,2,0,-32
1995,CLE,3/14/17,48,0.721,0.299,0.097,0.094,0.394,0.192,0.081,0.296,DET,1,2,3,1,32
1996,POR,3/14/17,48,0.375,0.342,0.168,0.151,0.513,0.375,0.053,0.091,NOP,0,2,3,0,-23
1997,NOP,3/14/17,48,0.513,0.375,0.053,0.091,0.375,0.342,0.168,0.151,POR,1,3,2,1,23
1998,PHI,3/14/17,48,0.483,0.303,0.207,0.302,0.443,0.398,0.166,0.25,GSW,0,2,3,0,-2
1999,GSW,3/14/17,48,0.443,0.398,0.166,0.25,0.483,0.303,0.207,0.302,PHI,1,3,2,1,2
2000,NYK,3/14/17,48,0.476,0.157,0.162,0.22,0.414,0.172,0.167,0.255,IND,1,2,2,1,6
2001,OKC,3/14/17,48,0.551,0.382,0.125,0.317,0.549,0.423,0.2,0.114,BKN,0,3,2,1,18
2002,IND,3/14/17,48,0.414,0.172,0.167,0.255,0.476,0.157,0.162,0.22,NYK,0,2,2,0,-6
2003,BKN,3/14/17,48,0.549,0.423,0.2,0.114,0.551,0.382,0.125,0.317,OKC,1,2,3,0,-18
2004,IND,3/15/17,48,0.616,0.123,0.169,0.1,0.419,0.163,0.108,0.071,CHA,1,1,2,1,21
2005,HOU,3/15/17,48,0.648,0.352,0.186,0.31,0.478,0.198,0.204,0.196,LAL,1,3,2,1,39
2006,MIA,3/15/17,48,0.598,0.218,0.161,0.286,0.528,0.318,0.14,0.195,NOP,1,3,1,1,8
2007,MEM,3/15/17,48,0.488,0.212,0.122,0.311,0.434,0.165,0.067,0.269,CHI,0,2,2,1,7
2008,DET,3/15/17,48,0.436,0.14,0.098,0.178,0.552,0.208,0.179,0.162,UTA,1,1,2,0,-14
2009,POR,3/15/17,48,0.531,0.35,0.115,0.205,0.54,0.17,0.142,0.244,SAS,0,1,2,1,4
2010,LAL,3/15/17,48,0.478,0.198,0.204,0.196,0.648,0.352,0.186,0.31,HOU,0,2,3,0,-39
2011,CHI,3/15/17,48,0.434,0.165,0.067,0.269,0.488,0.212,0.122,0.311,MEM,1,2,2,0,-7
2012,MIN,3/15/17,48,0.484,0.22,0.086,0.319,0.627,0.266,0.107,0.156,BOS,0,2,3,0,-13
2013,WAS,3/15/17,48,0.561,0.256,0.122,0.125,0.595,0.316,0.105,0.119,DAL,1,2,2,0,-5
2014,DAL,3/15/17,48,0.595,0.316,0.105,0.119,0.561,0.256,0.122,0.125,WAS,0,2,2,1,5
2015,BOS,3/15/17,48,0.627,0.266,0.107,0.156,0.484,0.22,0.086,0.319,MIN,1,3,2,1,13
2016,LAC,3/15/17,48,0.5,0.387,0.164,0.158,0.513,0.329,0.117,0.1,MIL,1,2,2,0,-1
2017,MIL,3/15/17,48,0.513,0.329,0.117,0.1,0.5,0.387,0.164,0.158,LAC,0,2,2,1,1
2018,CHA,3/15/17,48,0.419,0.163,0.108,0.071,0.616,0.123,0.169,0.1,IND,0,2,1,0,-21
2019,UTA,3/15/17,48,0.552,0.208,0.179,0.162,0.436,0.14,0.098,0.178,DET,0,2,1,1,14
2020,PHX,3/15/17,48,0.43,0.131,0.118,0.286,0.519,0.43,0.173,0.205,SAC,1,3,2,0,-6
2021,NOP,3/15/17,48,0.528,0.318,0.14,0.195,0.598,0.218,0.161,0.286,MIA,0,1,3,0,-8
2022,SAS,3/15/17,48,0.54,0.17,0.142,0.244,0.531,0.35,0.115,0.205,POR,1,2,1,0,-4
2023,SAC,3/15/17,48,0.519,0.43,0.173,0.205,0.43,0.131,0.118,0.286,PHX,0,2,3,1,6
2024,TOR,3/16/17,48,0.488,0.37,0.137,0.14,0.614,0.216,0.172,0.278,OKC,1,3,2,0,-21
2025,GSW,3/16/17,48,0.632,0.264,0.126,0.175,0.41,0.223,0.194,0.286,ORL,1,2,3,1,30
2026,LAC,3/16/17,48,0.619,0.179,0.094,0.098,0.622,0.302,0.113,0.268,DEN,0,1,3,0,-15
2027,OKC,3/16/17,48,0.614,0.216,0.172,0.278,0.488,0.37,0.137,0.14,TOR,0,2,3,1,21
2028,ORL,3/16/17,48,0.41,0.223,0.194,0.286,0.632,0.264,0.126,0.175,GSW,0,3,2,0,-30
2029,DEN,3/16/17,48,0.622,0.302,0.113,0.268,0.619,0.179,0.094,0.098,LAC,1,3,1,1,15
2030,CLE,3/16/17,48,0.471,0.221,0.126,0.229,0.445,0.171,0.179,0.196,UTA,1,2,1,1,8
2031,NYK,3/16/17,48,0.483,0.295,0.069,0.116,0.535,0.407,0.145,0.31,BKN,1,2,2,0,-11
2032,MEM,3/16/17,48,0.478,0.196,0.125,0.348,0.465,0.479,0.188,0.2,ATL,0,1,3,1,12
2033,BKN,3/16/17,48,0.535,0.407,0.145,0.31,0.483,0.295,0.069,0.116,NYK,0,2,2,1,11
2034,ATL,3/16/17,48,0.465,0.479,0.188,0.2,0.478,0.196,0.125,0.348,MEM,1,3,1,0,-12
2035,UTA,3/16/17,48,0.445,0.171,0.179,0.196,0.471,0.221,0.126,0.229,CLE,0,1,2,0,-8
2036,HOU,3/17/17,48,0.478,0.352,0.12,0.182,0.598,0.261,0.122,0.2,NOP,0,2,2,0,-16
2037,CHI,3/17/17,48,0.54,0.205,0.19,0.357,0.505,0.119,0.097,0.255,WAS,0,2,2,0,-5
2038,DAL,3/17/17,48,0.374,0.195,0.127,0.098,0.6,0.288,0.165,0.237,PHI,0,2,3,0,-42
2039,ORL,3/17/17,48,0.474,0.219,0.118,0.178,0.448,0.345,0.154,0.255,PHX,0,1,2,1,6
2040,TOR,3/17/17,48,0.442,0.256,0.132,0.178,0.367,0.253,0.139,0.211,DET,0,1,2,1,12
2041,BOS,3/17/17,48,0.441,0.341,0.127,0.186,0.428,0.361,0.1,0.122,BKN,0,2,1,1,3
2042,BKN,3/17/17,48,0.428,0.361,0.1,0.122,0.441,0.341,0.127,0.186,BOS,1,1,2,0,-3
2043,MIA,3/17/17,48,0.635,0.224,0.153,0.345,0.512,0.268,0.117,0.231,MIN,1,2,2,1,18
2044,LAL,3/17/17,48,0.518,0.31,0.151,0.25,0.512,0.366,0.15,0.256,MIL,1,2,2,0,-4
2045,PHX,3/17/17,48,0.448,0.345,0.154,0.255,0.474,0.219,0.118,0.178,ORL,1,2,1,0,-6
2046,MIL,3/17/17,48,0.512,0.366,0.15,0.256,0.518,0.31,0.151,0.25,LAL,0,2,2,1,4
2047,DET,3/17/17,48,0.367,0.253,0.139,0.211,0.442,0.256,0.132,0.178,TOR,1,2,1,0,-12
2048,MIN,3/17/17,48,0.512,0.268,0.117,0.231,0.635,0.224,0.153,0.345,MIA,0,2,2,0,-18
2049,NOP,3/17/17,48,0.598,0.261,0.122,0.2,0.478,0.352,0.12,0.182,HOU,1,2,2,1,16
2050,WAS,3/17/17,48,0.505,0.119,0.097,0.255,0.54,0.205,0.19,0.357,CHI,1,2,2,1,5
2051,PHI,3/17/17,48,0.6,0.288,0.165,0.237,0.374,0.195,0.127,0.098,DAL,1,3,2,1,42
2052,OKC,3/18/17,48,0.561,0.305,0.167,0.333,0.441,0.271,0.14,0.2,SAC,1,2,3,1,16
2053,POR,3/18/17,48,0.552,0.218,0.211,0.361,0.403,0.364,0.126,0.226,ATL,0,3,2,1,16
2054,HOU,3/18/17,48,0.488,0.422,0.137,0.238,0.483,0.337,0.136,0.255,DEN,0,1,2,1,4
2055,ATL,3/18/17,48,0.403,0.364,0.126,0.226,0.552,0.218,0.211,0.361,POR,1,2,3,0,-16
2056,CLE,3/18/17,48,0.416,0.157,0.124,0.078,0.564,0.372,0.152,0.163,LAC,0,2,2,0,-30
2057,CHA,3/18/17,48,0.482,0.329,0.083,0.143,0.437,0.392,0.133,0.186,WAS,1,3,1,1,5
2058,SAS,3/18/17,48,0.5,0.293,0.165,0.243,0.507,0.408,0.108,0.175,MEM,0,3,2,0,-8
2059,LAC,3/18/17,48,0.564,0.372,0.152,0.163,0.416,0.157,0.124,0.078,CLE,1,2,2,1,30
2060,DEN,3/18/17,48,0.483,0.337,0.136,0.255,0.488,0.422,0.137,0.238,HOU,1,2,1,0,-4
2061,SAC,3/18/17,48,0.441,0.271,0.14,0.2,0.561,0.305,0.167,0.333,OKC,0,3,2,0,-16
2062,CHI,3/18/17,48,0.519,0.175,0.122,0.179,0.426,0.309,0.167,0.347,UTA,1,1,2,1,9
