,TEAM,GAME DATE,MIN,EFG%,FTA RATE,TOV%,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV%,OPP_OREB%,OPP,Home/Away,REST,OPP_REST,W/L,+/-
574,NYK,12/2/16,48,0.547,0.349,0.145,0.268,0.523,0.273,0.141,0.289,MIN,1,2,2,1,4
575,MIN,12/2/16,48,0.523,0.273,0.141,0.289,0.547,0.349,0.145,0.268,NYK,0,2,2,0,-4
576,LAC,12/2/16,48,0.568,0.182,0.098,0.286,0.488,0.247,0.134,0.222,NOP,0,1,3,1,18
577,NOP,12/2/16,48,0.488,0.247,0.134,0.222,0.568,0.182,0.098,0.286,LAC,1,3,1,0,-18
578,PHI,12/3/16,48,0.559,0.342,0.176,0.205,0.553,0.382,0.117,0.167,BOS,1,1,1,0,-1
579,TOR,12/3/16,48,0.647,0.12,0.15,0.324,0.438,0.159,0.19,0.265,ATL,1,1,1,1,44
580,PHX,12/3/16,48,0.511,0.231,0.148,0.304,0.718,0.436,0.164,0.214,GSW,0,3,2,0,-29
581,DEN,12/3/16,48,0.524,0.169,0.146,0.175,0.506,0.359,0.097,0.189,UTA,0,1,2,0,-7
582,UTA,12/3/16,48,0.506,0.359,0.097,0.189,0.524,0.169,0.146,0.175,DEN,1,2,1,1,7
583,MIN,12/3/16,48,0.5,0.208,0.098,0.275,0.505,0.257,0.131,0.26,CHA,0,1,2,1,5
584,MIA,12/3/16,48,0.477,0.174,0.142,0.186,0.455,0.27,0.093,0.24,POR,0,2,3,0,-7
585,ATL,12/3/16,48,0.438,0.159,0.19,0.265,0.647,0.12,0.15,0.324,TOR,0,1,1,0,-44
586,BKN,12/3/16,48,0.434,0.363,0.128,0.204,0.506,0.424,0.113,0.163,MIL,0,2,2,0,-9
587,DAL,12/3/16,48,0.534,0.207,0.109,0.289,0.472,0.296,0.224,0.275,CHI,1,2,1,1,25
588,BOS,12/3/16,48,0.553,0.382,0.117,0.167,0.559,0.342,0.176,0.205,PHI,0,1,1,1,1
589,CHI,12/3/16,48,0.472,0.296,0.224,0.275,0.534,0.207,0.109,0.289,DAL,0,1,2,0,-25
590,MEM,12/3/16,48,0.523,0.17,0.13,0.318,0.475,0.358,0.184,0.326,LAL,1,2,1,1,3
591,CHA,12/3/16,48,0.505,0.257,0.131,0.26,0.5,0.208,0.098,0.275,MIN,1,2,1,0,-5
592,POR,12/3/16,48,0.455,0.27,0.093,0.24,0.477,0.174,0.142,0.186,MIA,1,3,2,1,7
593,LAL,12/3/16,48,0.475,0.358,0.184,0.326,0.523,0.17,0.13,0.318,MEM,0,1,2,0,-3
594,MIL,12/3/16,48,0.506,0.424,0.113,0.163,0.434,0.363,0.128,0.204,BKN,1,2,2,1,9
595,GSW,12/3/16,48,0.718,0.436,0.164,0.214,0.511,0.231,0.148,0.304,PHX,1,2,3,1,29
596,NOP,12/4/16,48,0.398,0.194,0.104,0.2,0.494,0.292,0.152,0.22,OKC,0,2,4,0,-9
597,DET,12/4/16,48,0.5,0.151,0.137,0.222,0.576,0.177,0.119,0.105,ORL,1,2,2,0,-6
598,NYK,12/4/16,48,0.506,0.273,0.183,0.298,0.366,0.32,0.106,0.29,SAC,1,2,2,1,8
599,OKC,12/4/16,48,0.494,0.292,0.152,0.22,0.398,0.194,0.104,0.2,NOP,1,4,2,1,9
600,SAC,12/4/16,48,0.366,0.32,0.106,0.29,0.506,0.273,0.183,0.298,NYK,0,2,2,0,-8
601,ORL,12/4/16,48,0.576,0.177,0.119,0.105,0.5,0.151,0.137,0.222,DET,0,2,2,1,6
602,LAC,12/4/16,48,0.506,0.346,0.206,0.34,0.525,0.443,0.11,0.125,IND,1,2,4,0,-9
603,IND,12/4/16,48,0.525,0.443,0.11,0.125,0.506,0.346,0.206,0.34,LAC,0,4,2,1,9
604,TOR,12/5/16,48,0.506,0.307,0.072,0.222,0.56,0.321,0.162,0.361,CLE,1,2,3,0,-4
605,LAL,12/5/16,48,0.477,0.264,0.118,0.349,0.556,0.363,0.128,0.282,UTA,1,2,2,0,-6
606,GSW,12/5/16,48,0.587,0.25,0.1,0.34,0.429,0.412,0.133,0.191,IND,1,2,1,1,36
607,MIL,12/5/16,48,0.452,0.466,0.147,0.171,0.473,0.151,0.147,0.25,SAS,1,2,3,0,-1
608,ATL,12/5/16,48,0.487,0.416,0.176,0.167,0.525,0.35,0.184,0.216,OKC,1,2,1,0,-3
609,CHA,12/5/16,48,0.525,0.354,0.127,0.257,0.489,0.202,0.074,0.17,DAL,0,2,2,1,8
610,DAL,12/5/16,48,0.489,0.202,0.074,0.17,0.525,0.354,0.127,0.257,CHA,1,2,2,0,-8
611,IND,12/5/16,48,0.429,0.412,0.133,0.191,0.587,0.25,0.1,0.34,GSW,0,1,2,0,-36
612,HOU,12/5/16,48,0.526,0.408,0.171,0.179,0.48,0.121,0.104,0.204,BOS,1,3,2,1,1
613,BKN,12/5/16,48,0.562,0.37,0.213,0.325,0.565,0.196,0.098,0.178,WAS,1,2,3,0,-5
614,POR,12/5/16,48,0.532,0.194,0.099,0.222,0.464,0.458,0.15,0.349,CHI,0,2,2,1,2
615,MEM,12/5/16,48,0.466,0.202,0.123,0.213,0.444,0.212,0.113,0.111,NOP,0,2,1,1,2
616,NOP,12/5/16,48,0.444,0.212,0.113,0.111,0.466,0.202,0.123,0.213,MEM,1,1,2,0,-2
617,DEN,12/5/16,48,0.526,0.447,0.19,0.238,0.471,0.267,0.184,0.255,PHI,0,2,2,1,8
618,PHI,12/5/16,48,0.471,0.267,0.184,0.255,0.526,0.447,0.19,0.238,DEN,1,2,2,0,-8
619,CHI,12/5/16,48,0.464,0.458,0.15,0.349,0.532,0.194,0.099,0.222,POR,1,2,2,0,-2
620,BOS,12/5/16,48,0.48,0.121,0.104,0.204,0.526,0.408,0.171,0.179,HOU,0,2,3,0,-1
621,CLE,12/5/16,48,0.56,0.321,0.162,0.361,0.506,0.307,0.072,0.222,TOR,0,3,2,1,4
622,SAS,12/5/16,48,0.473,0.151,0.147,0.25,0.452,0.466,0.147,0.171,MIL,0,3,2,1,1
623,OKC,12/5/16,48,0.525,0.35,0.184,0.216,0.487,0.416,0.176,0.167,ATL,0,1,2,1,3
624,UTA,12/5/16,48,0.556,0.363,0.128,0.282,0.477,0.264,0.118,0.349,LAL,0,2,2,1,6
625,WAS,12/5/16,48,0.565,0.196,0.098,0.178,0.562,0.37,0.213,0.325,BKN,0,3,2,1,5
626,NYK,12/6/16,48,0.526,0.163,0.112,0.375,0.489,0.303,0.105,0.314,MIA,0,2,3,1,11
627,UTA,12/6/16,48,0.575,0.438,0.165,0.171,0.5,0.298,0.17,0.293,PHX,1,1,3,1,7
628,PHI,12/6/16,48,0.476,0.317,0.159,0.18,0.395,0.407,0.127,0.25,MEM,0,1,1,0,-5
629,MIA,12/6/16,48,0.489,0.303,0.105,0.314,0.526,0.163,0.112,0.375,NYK,1,3,2,0,-11
630,MEM,12/6/16,48,0.395,0.407,0.127,0.25,0.476,0.317,0.159,0.18,PHI,1,1,1,1,5
631,SAS,12/6/16,48,0.601,0.257,0.122,0.091,0.482,0.22,0.16,0.256,MIN,0,1,3,1,14
632,DET,12/6/16,48,0.5,0.239,0.093,0.2,0.453,0.427,0.149,0.205,CHI,1,2,1,1,11
633,PHX,12/6/16,48,0.5,0.298,0.17,0.293,0.575,0.438,0.165,0.171,UTA,0,3,1,0,-7
634,CHI,12/6/16,48,0.453,0.427,0.149,0.205,0.5,0.239,0.093,0.2,DET,0,1,2,0,-11
635,WAS,12/6/16,48,0.532,0.258,0.114,0.222,0.59,0.434,0.125,0.2,ORL,1,1,2,0,-8
636,MIN,12/6/16,48,0.482,0.22,0.16,0.256,0.601,0.257,0.122,0.091,SAS,1,3,1,0,-14
637,ORL,12/6/16,48,0.59,0.434,0.125,0.2,0.532,0.258,0.114,0.222,WAS,0,2,1,1,8
638,BOS,12/7/16,48,0.554,0.345,0.104,0.275,0.438,0.296,0.144,0.174,ORL,0,2,1,1,30
639,ORL,12/7/16,48,0.438,0.296,0.144,0.174,0.554,0.345,0.104,0.275,BOS,1,1,2,0,-30
640,HOU,12/7/16,48,0.622,0.223,0.185,0.375,0.42,0.31,0.248,0.275,LAL,1,2,2,1,39
641,NYK,12/7/16,48,0.466,0.172,0.166,0.265,0.625,0.388,0.125,0.25,CLE,1,1,2,0,-32
642,DAL,12/7/16,48,0.474,0.256,0.228,0.209,0.619,0.25,0.138,0.162,SAC,1,2,3,0,-31
643,GSW,12/7/16,48,0.511,0.326,0.1,0.286,0.435,0.261,0.132,0.333,LAC,0,2,3,1,17
644,CLE,12/7/16,48,0.625,0.388,0.125,0.25,0.466,0.172,0.166,0.265,NYK,0,2,1,1,32
645,SAC,12/7/16,48,0.619,0.25,0.138,0.162,0.474,0.256,0.228,0.209,DAL,0,3,2,1,31
646,MIL,12/7/16,48,0.584,0.481,0.102,0.128,0.535,0.224,0.161,0.217,POR,1,2,2,1,8
647,LAL,12/7/16,48,0.42,0.31,0.248,0.275,0.622,0.223,0.185,0.375,HOU,0,2,2,0,-39
648,POR,12/7/16,48,0.535,0.224,0.161,0.217,0.584,0.481,0.102,0.128,MIL,0,2,2,0,-8
649,IND,12/7/16,48,0.494,0.526,0.176,0.279,0.453,0.212,0.2,0.196,PHX,0,2,1,1,15
650,PHX,12/7/16,48,0.453,0.212,0.2,0.196,0.494,0.526,0.176,0.279,IND,1,1,2,0,-15
651,CHA,12/7/16,48,0.375,0.33,0.059,0.091,0.404,0.09,0.132,0.132,DET,1,2,1,1,10
652,LAC,12/7/16,48,0.435,0.261,0.132,0.333,0.511,0.326,0.1,0.286,GSW,1,3,2,0,-17
653,DEN,12/7/16,48,0.452,0.2,0.162,0.448,0.535,0.365,0.145,0.238,BKN,0,2,2,0,-5
654,DET,12/7/16,48,0.404,0.09,0.132,0.132,0.375,0.33,0.059,0.091,CHA,0,1,2,0,-10
655,BKN,12/7/16,48,0.535,0.365,0.145,0.238,0.452,0.2,0.162,0.448,DEN,1,2,2,1,5
656,MIA,12/7/16,48,0.494,0.25,0.174,0.195,0.511,0.17,0.148,0.359,ATL,0,1,2,0,-8
657,ATL,12/7/16,48,0.511,0.17,0.148,0.359,0.494,0.25,0.174,0.195,MIA,1,2,1,1,8
658,MEM,12/8/16,48,0.391,0.345,0.132,0.278,0.348,0.488,0.122,0.232,POR,1,2,1,1,2
659,SAS,12/8/16,48,0.448,0.052,0.137,0.216,0.463,0.338,0.198,0.256,CHI,0,2,2,0,-4
660,GSW,12/8/16,48,0.563,0.288,0.173,0.209,0.472,0.236,0.148,0.24,UTA,0,1,2,1,7
661,POR,12/8/16,48,0.348,0.488,0.122,0.232,0.391,0.345,0.132,0.278,MEM,0,1,2,0,-2
662,PHI,12/8/16,48,0.495,0.143,0.104,0.234,0.435,0.262,0.127,0.239,NOP,0,2,3,1,11
663,TOR,12/8/16,48,0.563,0.379,0.095,0.372,0.563,0.17,0.151,0.381,MIN,1,3,2,1,14
664,CHI,12/8/16,48,0.463,0.338,0.198,0.256,0.448,0.052,0.137,0.216,SAS,1,2,2,1,4
665,DEN,12/8/16,48,0.454,0.316,0.286,0.341,0.487,0.218,0.197,0.205,WAS,0,1,2,0,-7
666,UTA,12/8/16,48,0.472,0.236,0.148,0.24,0.563,0.288,0.173,0.209,GSW,1,2,1,0,-7
667,MIN,12/8/16,48,0.563,0.17,0.151,0.381,0.563,0.379,0.095,0.372,TOR,0,2,3,0,-14
668,WAS,12/8/16,48,0.487,0.218,0.197,0.205,0.454,0.316,0.286,0.341,DEN,1,2,1,1,7
669,NOP,12/8/16,48,0.435,0.262,0.127,0.239,0.495,0.143,0.104,0.234,PHI,1,3,2,0,-11
670,PHX,12/9/16,48,0.542,0.221,0.077,0.188,0.511,0.391,0.148,0.222,LAL,0,2,2,1,4
671,MIN,12/9/16,48,0.494,0.256,0.131,0.184,0.583,0.274,0.078,0.268,DET,1,1,2,0,-27
672,ORL,12/9/16,48,0.423,0.154,0.083,0.164,0.535,0.271,0.137,0.295,CHA,0,2,2,0,-21
673,TOR,12/9/16,48,0.47,0.329,0.114,0.174,0.476,0.265,0.142,0.16,BOS,0,1,2,1,7
674,HOU,12/9/16,48,0.451,0.326,0.144,0.302,0.463,0.383,0.174,0.2,OKC,0,2,4,1,3
675,DET,12/9/16,48,0.583,0.274,0.078,0.268,0.494,0.256,0.131,0.184,MIN,0,2,1,1,27
676,CHA,12/9/16,48,0.535,0.271,0.137,0.295,0.423,0.154,0.083,0.164,ORL,1,2,2,1,21
677,LAL,12/9/16,48,0.511,0.391,0.148,0.222,0.542,0.221,0.077,0.188,PHX,1,2,2,0,-4
678,MIA,12/9/16,48,0.378,0.233,0.164,0.39,0.608,0.229,0.12,0.324,CLE,0,2,2,0,-30
679,SAC,12/9/16,48,0.443,0.31,0.07,0.125,0.488,0.298,0.17,0.267,NYK,1,2,2,0,-3
680,IND,12/9/16,48,0.565,0.377,0.145,0.125,0.581,0.3,0.095,0.128,DAL,0,2,2,0,-8
681,MIL,12/9/16,48,0.532,0.149,0.141,0.196,0.548,0.345,0.17,0.209,ATL,1,2,2,0,-4
682,OKC,12/9/16,48,0.463,0.383,0.174,0.2,0.451,0.326,0.144,0.302,HOU,1,4,2,0,-3
683,DAL,12/9/16,48,0.581,0.3,0.095,0.128,0.565,0.377,0.145,0.125,IND,1,2,2,1,8
684,CLE,12/9/16,48,0.608,0.229,0.12,0.324,0.378,0.233,0.164,0.39,MIA,1,2,2,1,30
685,BOS,12/9/16,48,0.476,0.265,0.142,0.16,0.47,0.329,0.114,0.174,TOR,1,2,1,0,-7
686,ATL,12/9/16,48,0.548,0.345,0.17,0.209,0.532,0.149,0.141,0.196,MIL,0,2,2,1,4
687,NYK,12/9/16,48,0.488,0.298,0.17,0.267,0.443,0.31,0.07,0.125,SAC,0,2,2,1,3
688,CHA,12/10/16,48,0.512,0.279,0.142,0.267,0.664,0.384,0.187,0.206,CLE,0,1,1,0,-11
689,SAS,12/10/16,48,0.606,0.191,0.096,0.182,0.454,0.287,0.155,0.212,BKN,1,2,3,1,29
690,POR,12/10/16,48,0.585,0.195,0.192,0.237,0.572,0.337,0.132,0.238,IND,0,2,1,0,-7
691,ORL,12/10/16,48,0.551,0.273,0.051,0.125,0.614,0.301,0.124,0.257,DEN,1,1,2,0,-8
692,DEN,12/10/16,48,0.614,0.301,0.124,0.257,0.551,0.273,0.051,0.125,ORL,0,2,1,1,8
693,DAL,12/10/16,48,0.475,0.177,0.102,0.136,0.628,0.297,0.169,0.278,HOU,0,1,1,0,-22
694,LAC,12/10/16,48,0.665,0.096,0.101,0.257,0.53,0.313,0.156,0.205,NOP,1,3,2,1,28
695,NOP,12/10/16,48,0.53,0.313,0.156,0.205,0.665,0.096,0.101,0.257,LAC,0,2,3,0,-28
696,HOU,12/10/16,48,0.628,0.297,0.169,0.278,0.475,0.177,0.102,0.136,DAL,1,1,1,1,22
697,IND,12/10/16,48,0.572,0.337,0.132,0.238,0.585,0.195,0.192,0.237,POR,1,1,2,1,7
698,WAS,12/10/16,48,0.5,0.318,0.102,0.267,0.589,0.19,0.203,0.2,MIL,1,2,1,1,5
699,BKN,12/10/16,48,0.454,0.287,0.155,0.212,0.606,0.191,0.096,0.182,SAS,0,3,2,0,-29
700,UTA,12/10/16,48,0.565,0.234,0.234,0.371,0.428,0.144,0.107,0.226,SAC,1,2,1,1,20
701,CLE,12/10/16,48,0.664,0.384,0.187,0.206,0.512,0.279,0.142,0.267,CHA,1,1,1,1,11
702,CHI,12/10/16,48,0.458,0.369,0.114,0.293,0.489,0.198,0.124,0.286,MIA,1,2,1,1,5
703,SAC,12/10/16,48,0.428,0.144,0.107,0.226,0.565,0.234,0.234,0.371,UTA,0,1,2,0,-20
704,MIL,12/10/16,48,0.589,0.19,0.203,0.2,0.5,0.318,0.102,0.267,WAS,0,1,2,0,-5
705,MEM,12/10/16,48,0.483,0.333,0.119,0.256,0.5,0.26,0.233,0.217,GSW,1,2,2,1,21
706,MIA,12/10/16,48,0.489,0.198,0.124,0.286,0.458,0.369,0.114,0.293,CHI,0,1,2,0,-5
707,GSW,12/10/16,48,0.5,0.26,0.233,0.217,0.483,0.333,0.119,0.256,MEM,0,2,2,0,-21
708,LAL,12/11/16,48,0.534,0.25,0.145,0.2,0.548,0.369,0.109,0.2,NYK,1,2,2,0,-6
709,OKC,12/11/16,48,0.512,0.325,0.14,0.349,0.506,0.089,0.147,0.261,BOS,1,2,2,1,3
710,BOS,12/11/16,48,0.506,0.089,0.147,0.261,0.512,0.325,0.14,0.349,OKC,0,2,2,0,-3
711,DET,12/11/16,48,0.421,0.171,0.161,0.213,0.61,0.25,0.221,0.172,PHI,1,2,3,0,-18
712,NOP,12/11/16,48,0.474,0.361,0.109,0.246,0.531,0.271,0.146,0.286,PHX,0,1,2,1,1
713,NYK,12/11/16,48,0.548,0.369,0.109,0.2,0.534,0.25,0.145,0.2,LAL,0,2,2,1,6
714,PHX,12/11/16,48,0.531,0.271,0.146,0.286,0.474,0.361,0.109,0.246,NOP,1,2,1,0,-1
715,PHI,12/11/16,48,0.61,0.25,0.221,0.172,0.421,0.171,0.161,0.213,DET,0,3,2,1,18
716,MIN,12/11/16,48,0.5,0.444,0.157,0.34,0.536,0.361,0.091,0.146,GSW,1,2,1,0,-8
717,GSW,12/11/16,48,0.536,0.361,0.091,0.146,0.5,0.444,0.157,0.34,MIN,0,1,2,1,8
718,IND,12/12/16,48,0.585,0.114,0.112,0.119,0.393,0.381,0.127,0.196,CHA,1,2,2,1,16
719,CHA,12/12/16,48,0.393,0.381,0.127,0.196,0.585,0.114,0.112,0.119,IND,0,2,2,0,-16
720,SAC,12/12/16,48,0.619,0.25,0.215,0.371,0.452,0.25,0.208,0.333,LAL,1,2,1,1,24
721,WAS,12/12/16,48,0.494,0.262,0.152,0.217,0.563,0.216,0.149,0.289,MIA,0,2,2,0,-11
722,HOU,12/12/16,48,0.555,0.396,0.127,0.239,0.569,0.45,0.182,0.176,BKN,1,2,2,1,4
723,MIA,12/12/16,48,0.563,0.216,0.149,0.289,0.494,0.262,0.152,0.217,WAS,1,2,2,1,11
724,DAL,12/12/16,48,0.662,0.156,0.129,0.258,0.464,0.217,0.184,0.435,DEN,1,2,2,1,20
725,DEN,12/12/16,48,0.464,0.217,0.184,0.435,0.662,0.156,0.129,0.258,DAL,0,2,2,0,-20
726,POR,12/12/16,48,0.563,0.287,0.158,0.342,0.534,0.315,0.128,0.31,LAC,0,2,2,0,-1
727,MIL,12/12/16,48,0.494,0.191,0.115,0.273,0.605,0.346,0.15,0.359,TOR,0,2,3,0,-22
728,LAL,12/12/16,48,0.452,0.25,0.208,0.333,0.619,0.25,0.215,0.371,SAC,0,1,2,0,-24
729,TOR,12/12/16,48,0.605,0.346,0.15,0.359,0.494,0.191,0.115,0.273,MIL,1,3,2,1,22
730,BKN,12/12/16,48,0.569,0.45,0.182,0.176,0.555,0.396,0.127,0.239,HOU,0,2,2,0,-4
731,LAC,12/12/16,48,0.534,0.315,0.128,0.31,0.563,0.287,0.158,0.342,POR,1,2,2,1,1
732,NYK,12/13/16,48,0.428,0.392,0.12,0.196,0.457,0.355,0.164,0.333,PHX,0,2,2,0,-2
733,MEM,12/13/16,48,0.43,0.174,0.164,0.234,0.531,0.284,0.182,0.238,CLE,0,3,3,0,-17
734,NOP,12/13/16,48,0.561,0.256,0.166,0.143,0.516,0.2,0.113,0.188,GSW,1,2,2,0,-4
735,CHI,12/13/16,48,0.46,0.218,0.108,0.277,0.477,0.256,0.146,0.326,MIN,1,3,2,0,-5
736,ORL,12/13/16,48,0.672,0.23,0.09,0.135,0.567,0.236,0.15,0.361,ATL,0,3,4,1,11
737,POR,12/13/16,48,0.588,0.338,0.143,0.229,0.425,0.322,0.201,0.356,OKC,1,1,2,1,19
738,GSW,12/13/16,48,0.516,0.2,0.113,0.188,0.561,0.256,0.166,0.143,NOP,0,2,2,1,4
739,CLE,12/13/16,48,0.531,0.284,0.182,0.238,0.43,0.174,0.164,0.234,MEM,1,3,3,1,17
740,PHX,12/13/16,48,0.457,0.355,0.164,0.333,0.428,0.392,0.12,0.196,NYK,1,2,2,1,2
741,ATL,12/13/16,48,0.567,0.236,0.15,0.361,0.672,0.23,0.09,0.135,ORL,1,4,3,0,-11
742,MIN,12/13/16,48,0.477,0.256,0.146,0.326,0.46,0.218,0.108,0.277,CHI,0,2,3,1,5
743,OKC,12/13/16,48,0.425,0.322,0.201,0.356,0.588,0.338,0.143,0.229,POR,0,2,1,0,-19
744,CHA,12/14/16,48,0.608,0.284,0.187,0.147,0.546,0.195,0.145,0.3,WAS,0,2,2,0,-3
745,BKN,12/14/16,48,0.448,0.465,0.159,0.38,0.418,0.374,0.102,0.3,LAL,1,2,2,1,10
746,SAC,12/14/16,48,0.484,0.12,0.159,0.235,0.718,0.188,0.16,0.222,HOU,0,2,2,0,-34
747,HOU,12/14/16,48,0.718,0.188,0.16,0.222,0.484,0.12,0.159,0.235,SAC,1,2,2,1,34
748,CLE,12/14/16,48,0.433,0.413,0.119,0.146,0.506,0.198,0.187,0.304,MEM,0,1,1,0,-8
749,SAS,12/14/16,48,0.6,0.175,0.165,0.156,0.5,0.238,0.133,0.195,BOS,1,4,3,1,7
750,LAC,12/14/16,48,0.588,0.5,0.117,0.206,0.551,0.225,0.085,0.255,ORL,0,2,1,1,5
751,LAL,12/14/16,48,0.418,0.374,0.102,0.3,0.448,0.465,0.159,0.38,BKN,0,2,2,0,-10
752,IND,12/14/16,48,0.421,0.191,0.09,0.12,0.494,0.305,0.16,0.304,MIA,0,2,2,0,-6
753,TOR,12/14/16,48,0.529,0.414,0.111,0.341,0.552,0.291,0.144,0.368,PHI,0,2,3,1,9
754,UTA,12/14/16,48,0.674,0.208,0.158,0.138,0.402,0.329,0.11,0.277,OKC,1,4,1,1,20
755,WAS,12/14/16,48,0.546,0.195,0.145,0.3,0.608,0.284,0.187,0.147,CHA,1,2,2,1,3
756,ORL,12/14/16,48,0.551,0.225,0.085,0.255,0.588,0.5,0.117,0.206,LAC,1,1,2,0,-5
757,MIA,12/14/16,48,0.494,0.305,0.16,0.304,0.421,0.191,0.09,0.12,IND,1,2,2,1,6
758,PHI,12/14/16,48,0.552,0.291,0.144,0.368,0.529,0.414,0.111,0.341,TOR,1,3,2,0,-9
759,OKC,12/14/16,48,0.402,0.329,0.11,0.277,0.674,0.208,0.158,0.138,UTA,0,1,4,0,-20
760,DET,12/14/16,48,0.542,0.31,0.212,0.294,0.462,0.205,0.132,0.13,DAL,0,3,2,1,10
761,BOS,12/14/16,48,0.5,0.238,0.133,0.195,0.6,0.175,0.165,0.156,SAS,0,3,4,0,-7
762,MEM,12/14/16,48,0.506,0.198,0.187,0.304,0.433,0.413,0.119,0.146,CLE,1,1,1,1,8
763,DAL,12/14/16,48,0.462,0.205,0.132,0.13,0.542,0.31,0.212,0.294,DET,1,2,3,0,-10
764,CHI,12/15/16,48,0.507,0.392,0.174,0.171,0.532,0.137,0.084,0.271,MIL,0,2,3,0,-11
765,DEN,12/15/16,48,0.601,0.417,0.137,0.161,0.511,0.409,0.136,0.326,POR,1,3,2,1,12
766,NYK,12/15/16,48,0.435,0.204,0.13,0.25,0.516,0.083,0.167,0.3,GSW,0,2,2,0,-13
767,SAS,12/15/16,48,0.561,0.351,0.207,0.273,0.459,0.212,0.146,0.212,PHX,0,1,2,1,15
768,GSW,12/15/16,48,0.516,0.083,0.167,0.3,0.435,0.204,0.13,0.25,NYK,1,2,2,1,13
769,MIL,12/15/16,48,0.532,0.137,0.084,0.271,0.507,0.392,0.174,0.171,CHI,1,3,2,1,11
770,IND,12/15/16,48,0.431,0.276,0.117,0.137,0.482,0.329,0.156,0.22,NOP,0,1,2,0,-7
771,NOP,12/15/16,48,0.482,0.329,0.156,0.22,0.431,0.276,0.117,0.137,IND,1,2,1,1,7
772,PHX,12/15/16,48,0.459,0.212,0.146,0.212,0.561,0.351,0.207,0.273,SAS,1,2,1,0,-15
773,POR,12/15/16,48,0.511,0.409,0.136,0.326,0.601,0.417,0.137,0.161,DEN,0,2,3,0,-12
774,CHA,12/16/16,48,0.371,0.196,0.118,0.281,0.494,0.333,0.133,0.119,BOS,0,2,2,0,-8
775,MIA,12/16/16,48,0.441,0.269,0.06,0.189,0.476,0.349,0.101,0.159,LAC,1,2,2,0,-4
776,HOU,12/16/16,48,0.574,0.202,0.135,0.277,0.454,0.204,0.105,0.228,NOP,1,2,1,1,22
777,SAC,12/16/16,48,0.431,0.463,0.126,0.277,0.409,0.468,0.14,0.289,MEM,0,2,2,1,4
778,UTA,12/16/16,48,0.631,0.415,0.189,0.286,0.532,0.273,0.081,0.175,DAL,1,2,2,1,3
779,TOR,12/16/16,48,0.605,0.302,0.101,0.216,0.599,0.372,0.141,0.429,ATL,1,2,3,0,-4
780,DET,12/16/16,48,0.547,0.244,0.096,0.233,0.649,0.351,0.065,0.091,WAS,0,2,2,0,-14
781,BKN,12/16/16,48,0.536,0.313,0.161,0.143,0.438,0.433,0.064,0.25,ORL,0,2,2,0,-7
782,MIL,12/16/16,48,0.524,0.159,0.135,0.262,0.332,0.163,0.131,0.311,CHI,0,1,1,1,26
783,ATL,12/16/16,48,0.599,0.372,0.141,0.429,0.605,0.302,0.101,0.216,TOR,0,3,2,1,4
784,WAS,12/16/16,48,0.649,0.351,0.065,0.091,0.547,0.244,0.096,0.233,DET,1,2,2,1,14
785,CHI,12/16/16,48,0.332,0.163,0.131,0.311,0.524,0.159,0.135,0.262,MIL,1,1,1,0,-26
786,LAL,12/16/16,48,0.513,0.278,0.199,0.2,0.398,0.273,0.171,0.296,PHI,0,2,2,1,11
787,MEM,12/16/16,48,0.409,0.468,0.14,0.289,0.431,0.463,0.126,0.277,SAC,1,2,2,0,-4
788,PHI,12/16/16,48,0.398,0.273,0.171,0.296,0.513,0.278,0.199,0.2,LAL,1,2,2,0,-11
789,NOP,12/16/16,48,0.454,0.204,0.105,0.228,0.574,0.202,0.135,0.277,HOU,0,1,2,0,-22
790,ORL,12/16/16,48,0.438,0.433,0.064,0.25,0.536,0.313,0.161,0.143,BKN,1,2,2,1,7
791,DAL,12/16/16,48,0.532,0.273,0.081,0.175,0.631,0.415,0.189,0.286,UTA,0,2,2,0,-3
792,LAC,12/16/16,48,0.476,0.349,0.101,0.159,0.441,0.269,0.06,0.189,MIA,0,2,2,1,4
793,BOS,12/16/16,48,0.494,0.333,0.133,0.119,0.371,0.196,0.118,0.281,CHA,1,2,2,1,8
794,LAL,12/17/16,48,0.57,0.151,0.128,0.233,0.601,0.202,0.085,0.262,CLE,0,1,3,0,-11
795,DEN,12/17/16,48,0.611,0.322,0.098,0.297,0.488,0.488,0.129,0.231,NYK,1,2,2,1,13
796,MIN,12/17/16,48,0.484,0.293,0.195,0.26,0.495,0.208,0.152,0.192,HOU,1,4,1,0,-2
797,OKC,12/17/16,48,0.549,0.42,0.14,0.27,0.478,0.222,0.179,0.333,PHX,1,3,2,1,13
798,HOU,12/17/16,48,0.495,0.208,0.152,0.192,0.484,0.293,0.195,0.26,MIN,0,1,4,1,2
799,IND,12/17/16,48,0.518,0.301,0.096,0.231,0.44,0.262,0.097,0.192,DET,0,2,1,1,15
800,PHX,12/17/16,48,0.478,0.222,0.179,0.333,0.549,0.42,0.14,0.27,OKC,0,2,3,0,-13
801,GSW,12/17/16,48,0.667,0.299,0.144,0.273,0.442,0.233,0.111,0.13,POR,1,2,2,1,45
802,CHA,12/17/16,48,0.557,0.148,0.122,0.156,0.523,0.186,0.125,0.2,ATL,0,1,1,1,8
803,DET,12/17/16,48,0.44,0.262,0.097,0.192,0.518,0.301,0.096,0.231,IND,1,1,2,0,-15
