ID,Year,Player,Pos,Age,Tm,G,TS%,FTr,OWS,DWS,WS,FG,FGA,FG%,2P,2PA,2P%,eFG%,FT,FTA,FT%,AST,PF,PTS
24653,2017,David West,C,36,GSW,68,0.571,0.222,0.9,1.7,2.6,135,252,0.536,132,244,0.541,0.542,43,56,0.768,151,105,316
24654,2017,Russell Westbrook,PG,28,OKC,81,0.554,0.433,8.5,4.6,13.1,824,1941,0.425,624,1358,0.459,0.476,710,840,0.845,840,190,2558
24655,2017,Okaro White,PF,24,MIA,35,0.507,0.253,0.1,0.5,0.6,33,87,0.379,21,53,0.396,0.448,20,22,0.909,21,52,98
24656,2017,Isaiah Whitehead,PG,21,BRK,73,0.487,0.222,-1.7,0.9,-0.8,204,508,0.402,160,359,0.446,0.445,91,113,0.805,192,175,543
24657,2017,Hassan Whiteside,C,27,MIA,77,0.579,0.368,4.2,5.3,9.5,542,973,0.557,542,973,0.557,0.557,225,358,0.628,57,226,1309
24658,2017,Andrew Wiggins,SF,21,MIN,82,0.534,0.345,3.3,0.9,4.2,709,1570,0.452,606,1281,0.473,0.484,412,542,0.76,189,183,1933
24659,2017,C.J. Wilcox,SG,26,ORL,22,0.329,0.065,-0.2,0,-0.2,8,31,0.258,5,16,0.313,0.306,2,2,1,12,8,21
24660,2017,Alan Williams,C,24,PHO,47,0.547,0.419,1.1,0.9,2.1,138,267,0.517,138,266,0.519,0.517,70,112,0.625,23,125,346
24661,2017,Deron Williams,PG,32,TOT,64,0.541,0.182,1.5,0.9,2.4,263,600,0.438,178,366,0.486,0.509,90,109,0.826,360,138,701
24662,2017,Deron Williams,PG,32,DAL,40,0.533,0.185,1.1,0.7,1.8,195,453,0.43,132,272,0.485,0.5,69,84,0.821,274,96,522
24663,2017,Deron Williams,PG,32,CLE,24,0.566,0.17,0.4,0.2,0.6,68,147,0.463,46,94,0.489,0.537,21,25,0.84,86,42,179
24664,2017,Derrick Williams,PF,25,TOT,50,0.537,0.365,0.4,0.6,1.1,108,244,0.443,78,147,0.531,0.504,58,89,0.652,28,60,304
24665,2017,Derrick Williams,PF,25,MIA,25,0.465,0.365,-0.1,0.4,0.3,54,137,0.394,45,92,0.489,0.427,31,50,0.62,14,33,148
24666,2017,Derrick Williams,PF,25,CLE,25,0.628,0.364,0.6,0.2,0.8,54,107,0.505,33,55,0.6,0.603,27,39,0.692,14,27,156
24667,2017,Lou Williams,SG,30,TOT,81,0.593,0.458,5.1,1,6.1,428,998,0.429,265,552,0.48,0.511,402,457,0.88,239,92,1421
24668,2017,Lou Williams,SG,30,LAL,58,0.609,0.469,4.3,0.6,4.9,326,734,0.444,204,417,0.489,0.527,304,344,0.884,183,67,1078
24669,2017,Lou Williams,SG,30,HOU,23,0.547,0.428,0.8,0.4,1.2,102,264,0.386,61,135,0.452,0.464,98,113,0.867,56,25,343
24670,2017,Marvin Williams,PF,30,CHO,76,0.551,0.213,2.4,2.6,5,297,704,0.422,173,350,0.494,0.51,131,150,0.873,106,134,849
24671,2017,Reggie Williams,SF,30,NOP,6,0.518,0.304,0.1,0.1,0.2,8,23,0.348,3,12,0.25,0.457,6,7,0.857,4,2,27
24672,2017,Troy Williams,SF,22,TOT,30,0.511,0.192,-0.4,0.7,0.3,73,167,0.437,55,105,0.524,0.491,21,32,0.656,25,60,185
24673,2017,Troy Williams,SF,22,MEM,24,0.474,0.203,-0.6,0.6,0,51,123,0.415,41,82,0.5,0.455,15,25,0.6,19,42,127
24674,2017,Troy Williams,SF,22,HOU,6,0.616,0.159,0.2,0.1,0.3,22,44,0.5,14,23,0.609,0.591,6,7,0.857,6,18,58
24675,2017,Kyle Wiltjer,PF,24,HOU,14,0.437,0.143,-0.1,0.1,0,4,14,0.286,0,1,0,0.429,1,2,0.5,2,4,13
24676,2017,Justise Winslow,SF,20,MIA,18,0.399,0.209,-0.9,0.8,-0.1,80,225,0.356,73,190,0.384,0.371,29,47,0.617,66,52,196
24677,2017,Jeff Withey,C,26,UTA,51,0.588,0.466,1,0.9,1.8,55,103,0.534,55,102,0.539,0.534,36,48,0.75,7,52,146
24678,2017,Christian Wood,PF,21,CHO,13,0.591,0.652,0.1,0.1,0.3,12,23,0.522,12,18,0.667,0.522,11,15,0.733,2,11,35
24679,2017,Metta World,SF,37,LAL,25,0.38,0.235,-0.3,0.1,-0.2,19,68,0.279,10,30,0.333,0.346,10,16,0.625,11,18,57
24680,2017,Brandan Wright,PF,29,MEM,28,0.628,0.259,1.1,0.5,1.6,83,135,0.615,83,134,0.619,0.615,23,35,0.657,15,42,189
24681,2017,Delon Wright,PG,24,TOR,27,0.535,0.474,0.5,0.6,1.1,49,116,0.422,39,86,0.453,0.466,42,55,0.764,57,31,150
24682,2017,James Young,SG,21,BOS,29,0.549,0.155,0.1,0.2,0.3,25,58,0.431,13,23,0.565,0.534,6,9,0.667,4,15,68
24683,2017,Joe Young,PG,24,IND,33,0.433,0.208,-0.2,0.1,-0.1,26,72,0.361,21,49,0.429,0.396,11,15,0.733,15,5,68
24684,2017,Nick Young,SG,31,LAL,60,0.588,0.142,3,0.2,3.2,272,633,0.43,102,212,0.481,0.564,77,90,0.856,58,137,791
24685,2017,Thaddeus Young,PF,28,IND,74,0.562,0.125,1.9,2.7,4.6,362,687,0.527,317,569,0.557,0.56,45,86,0.523,122,135,814
24686,2017,Cody Zeller,PF,24,CHO,62,0.604,0.442,3.4,2.2,5.6,253,443,0.571,253,442,0.572,0.571,133,196,0.679,99,189,639
24687,2017,Tyler Zeller,C,27,BOS,51,0.508,0.247,0.5,0.6,1,78,158,0.494,78,157,0.497,0.494,22,39,0.564,42,61,178
24688,2017,Stephen Zimmerman,C,20,ORL,19,0.346,0.161,-0.1,0.1,0,10,31,0.323,10,31,0.323,0.323,3,5,0.6,4,17,23
24689,2017,Paul Zipser,SF,22,CHI,44,0.503,0.181,-0.3,0.8,0.5,88,221,0.398,55,122,0.451,0.473,31,40,0.775,36,78,240
24690,2017,Ivica Zubac,C,19,LAL,38,0.547,0.206,0.6,0.5,1.1,126,238,0.529,126,235,0.536,0.529,32,49,0.653,30,66,284
