MIL	MIL @ CLE	11/07/2017		L	48	119	47	83	56.6	13	30	43.3	12	16	75.0	8	28	36	29	16	6	8	31	-5	
CHI	CHI @ TOR	11/07/2017		L	48	114	40	80	50.0	11	29	37.9	23	28	82.1	8	29	37	26	15	10	2	23	-5	
CHA	CHA @ NYK	11/07/2017		L	48	113	42	91	46.2	15	37	40.5	14	17	82.4	17	23	40	24	13	8	2	22	-5	
TOR	TOR vs. CHI	11/07/2017		W	48	119	44	81	54.3	13	25	52.0	18	24	75.0	7	30	37	22	16	5	0	22	5	
SAS	SAS vs. LAC	11/07/2017		W	48	120	45	84	53.6	15	28	53.6	15	19	78.9	11	28	39	33	13	13	3	21	13	
IND	IND vs. NOP	11/07/2017		L	48	112	44	93	47.3	9	24	37.5	15	18	83.3	11	30	41	19	11	4	4	21	-5	
UTA	UTA vs. PHI	11/07/2017		L	48	97	30	99	30.3	9	39	23.1	28	35	80.0	14	31	45	15	12	14	6	23	-7	
CLE	CLE vs. MIL	11/07/2017		W	48	124	41	82	50.0	9	18	50.0	33	38	86.8	12	27	39	18	13	7	4	16	5	
POR	POR vs. MEM	11/07/2017		L	48	97	36	81	44.4	6	19	31.6	19	20	95.0	10	32	42	11	16	9	1	18	-1	
DEN	DEN vs. BKN	11/07/2017		W	48	112	44	93	47.3	9	34	26.5	15	20	75.0	9	38	47	26	19	16	9	21	8	
DAL	DAL @ WAS	11/07/2017		W	48	113	43	91	47.3	11	30	36.7	16	20	80.0	11	42	53	26	12	6	8	23	14	
BKN	BKN @ DEN	11/07/2017		L	48	104	38	89	42.7	11	35	31.4	17	22	77.3	8	39	47	22	25	12	6	16	-8	
PHI	PHI @ UTA	11/07/2017		W	48	104	34	81	42.0	12	27	44.4	24	30	80.0	8	48	56	23	22	5	6	34	7	
SAC	SAC vs. OKC	11/07/2017		W	48	94	37	79	46.8	9	24	37.5	11	12	91.7	5	42	47	21	23	6	5	24	8	
OKC	OKC @ SAC	11/07/2017		L	48	86	29	86	33.7	10	37	27.0	18	23	78.3	9	35	44	15	17	16	2	17	-8	
WAS	WAS vs. DAL	11/07/2017		L	48	99	32	75	42.7	10	25	40.0	25	32	78.1	3	36	39	21	15	5	5	19	-14	
NYK	NYK vs. CHA	11/07/2017		W	48	118	45	75	60.0	12	25	48.0	16	21	76.2	6	29	35	29	16	5	5	19	5	
LAC	LAC @ SAS	11/07/2017		L	48	107	42	82	51.2	11	30	36.7	12	17	70.6	10	29	39	20	18	6	4	19	-13	
MEM	MEM @ POR	11/07/2017		W	48	98	35	73	47.9	7	19	36.8	21	25	84.0	5	29	34	18	15	8	10	21	1	
GSW	GSW vs. MIA	11/06/2017		W	48	97	32	87	36.8	11	32	34.4	22	24	91.7	13	38	51	20	15	12	10	21	17	
BKN	BKN @ PHX	11/06/2017		W	48	98	35	87	40.2	8	32	25.0	20	29	69.0	11	37	48	20	16	10	4	30	6	
ATL	ATL vs. BOS	11/06/2017		L	48	107	39	81	48.1	13	26	50.0	16	20	80.0	5	31	36	24	14	8	4	22	-3	
BOS	BOS @ ATL	11/06/2017		W	48	110	39	81	48.1	14	36	38.9	18	22	81.8	7	35	42	28	14	3	3	21	3	
PHX	PHX vs. BKN	11/06/2017		L	48	92	30	86	34.9	6	25	24.0	26	35	74.3	14	38	52	13	17	8	7	29	-6	
MIA	MIA @ GSW	11/06/2017		L	48	80	30	83	36.1	8	26	30.8	12	17	70.6	7	37	44	19	23	10	6	20	-17	
IND	IND @ NYK	11/05/2017		L	48	101	37	79	46.8	12	25	48.0	15	17	88.2	4	30	34	24	12	6	2	17	-7	
TOR	TOR vs. WAS	11/05/2017		L	48	96	37	80	46.3	5	24	20.8	17	27	63.0	9	27	36	17	13	7	8	24	-11	
UTA	UTA @ HOU	11/05/2017		L	48	110	38	88	43.2	13	34	38.2	21	24	87.5	8	25	33	22	14	7	3	18	-27	
LAL	LAL vs. MEM	11/05/2017		W	48	107	40	85	47.1	9	27	33.3	18	23	78.3	8	38	46	25	19	5	4	16	5	
ATL	ATL @ CLE	11/05/2017		W	48	117	41	86	47.7	11	25	44.0	24	34	70.6	11	33	44	24	17	4	6	20	2	
LAC	LAC vs. MIA	11/05/2017		L	48	101	34	87	39.1	9	31	29.0	24	30	80.0	18	32	50	16	16	11	4	22	-3	
PHX	PHX @ SAS	11/05/2017		L	48	95	37	81	45.7	8	23	34.8	13	22	59.1	11	34	45	23	18	5	4	16	-17	
ORL	ORL vs. BOS	11/05/2017		L	48	88	33	91	36.3	6	29	20.7	16	18	88.9	10	35	45	18	13	4	4	19	-16	
SAS	SAS vs. PHX	11/05/2017		W	48	112	44	88	50.0	11	22	50.0	13	18	72.2	8	35	43	21	10	9	4	19	17	
NYK	NYK vs. IND	11/05/2017		W	48	108	44	88	50.0	6	23	26.1	14	19	73.7	12	34	46	24	12	8	7	21	7	
CLE	CLE vs. ATL	11/05/2017		L	48	115	42	96	43.8	10	36	27.8	21	23	91.3	15	32	47	27	13	6	6	29	-2	
MIA	MIA @ LAC	11/05/2017		W	48	104	37	84	44.0	14	36	38.9	16	19	84.2	10	27	37	23	16	12	6	26	3	
WAS	WAS @ TOR	11/05/2017		W	48	107	40	85	47.1	11	23	47.8	16	23	69.6	11	35	46	19	17	9	3	26	11	
OKC	OKC @ POR	11/05/2017		L	48	99	40	89	44.9	11	33	33.3	8	15	53.3	6	26	32	17	13	11	2	27	-4	
CHA	CHA @ MIN	11/05/2017		L	48	94	37	89	41.6	9	28	32.1	11	21	52.4	10	30	40	24	11	8	3	24	-18	
MIN	MIN vs. CHA	11/05/2017		W	48	112	38	83	45.8	10	24	41.7	26	30	86.7	12	42	54	20	16	4	4	19	18	
POR	POR vs. OKC	11/05/2017		W	48	103	37	74	50.0	7	20	35.0	22	28	78.6	7	37	44	20	23	6	7	20	4	
BOS	BOS @ ORL	11/05/2017		W	48	104	39	89	43.8	11	33	33.3	15	20	75.0	9	45	54	26	14	10	1	21	16	
HOU	HOU vs. UTA	11/05/2017		W	48	137	48	81	59.3	23	39	59.0	18	21	85.7	5	37	42	26	21	9	7	24	27	
MEM	MEM @ LAL	11/05/2017		L	48	102	40	87	46.0	11	37	29.7	11	14	78.6	6	33	39	23	12	6	7	22	-5	
NOP	NOP @ CHI	11/04/2017		W	53	96	35	87	40.2	9	31	29.0	17	22	77.3	5	47	52	23	15	9	4	9	6	
LAC	LAC vs. MEM	11/04/2017		L	48	104	38	83	45.8	4	26	15.4	24	31	77.4	15	28	43	18	13	7	7	22	-9	
SAC	SAC @ DET	11/04/2017		L	48	99	40	76	52.6	10	21	47.6	9	13	69.2	3	29	32	24	18	6	1	23	-9	
DEN	DEN vs. GSW	11/04/2017		L	48	108	40	87	46.0	6	24	25.0	22	27	81.5	9	37	46	26	18	9	6	18	-19	
MIN	MIN vs. DAL	11/04/2017		W	48	112	43	79	54.4	10	24	41.7	16	20	80.0	10	38	48	33	19	7	9	20	13	
DAL	DAL @ MIN	11/04/2017		L	48	99	40	87	46.0	10	27	37.0	9	12	75.0	7	24	31	18	15	7	2	19	-13	
MEM	MEM @ LAC	11/04/2017		W	48	113	40	84	47.6	13	31	41.9	20	24	83.3	9	30	39	21	12	8	7	28	9	
CHI	CHI vs. NOP	11/04/2017		L	53	90	35	99	35.4	11	42	26.2	9	12	75.0	16	42	58	23	19	10	5	19	-6	
GSW	GSW @ DEN	11/04/2017		W	48	127	50	91	54.9	18	40	45.0	9	17	52.9	7	34	41	38	15	13	4	23	19	
DET	DET vs. SAC	11/04/2017		W	48	108	40	79	50.6	13	24	54.2	15	22	68.2	8	27	35	28	15	10	3	19	9	
DAL	DAL vs. NOP	11/03/2017		L	48	94	34	88	38.6	9	34	26.5	17	22	77.3	9	38	47	19	15	4	7	24	-5	
WAS	WAS vs. CLE	11/03/2017		L	48	122	45	84	53.6	11	28	39.3	21	31	67.7	9	28	37	25	16	5	2	24	-8	
PHX	PHX @ NYK	11/03/2017		L	48	107	34	97	35.1	9	32	28.1	30	37	81.1	20	27	47	17	10	7	3	25	-13	
MIA	MIA @ DEN	11/03/2017		L	48	94	36	77	46.8	15	37	40.5	7	11	63.6	8	33	41	23	23	9	6	24	-1	
BOS	BOS @ OKC	11/03/2017		W	48	101	36	84	42.9	13	28	46.4	16	24	66.7	11	38	49	23	11	6	2	14	7	
TOR	TOR @ UTA	11/03/2017		W	48	109	38	71	53.5	11	30	36.7	22	28	78.6	5	34	39	20	17	9	4	27	9	
IND	IND @ PHI	11/03/2017		L	48	110	45	97	46.4	8	28	28.6	12	19	63.2	8	32	40	25	12	6	6	18	-11	
ATL	ATL vs. HOU	11/03/2017		L	48	104	39	81	48.1	11	33	33.3	15	18	83.3	5	36	41	16	18	8	8	16	-15	
SAS	SAS vs. CHA	11/03/2017		W	48	108	39	83	47.0	9	27	33.3	21	26	80.8	7	38	45	31	16	7	6	26	7	
CLE	CLE @ WAS	11/03/2017		W	48	130	46	82	56.1	12	27	44.4	26	28	92.9	8	26	34	20	15	11	4	27	8	
PHI	PHI vs. IND	11/03/2017		W	48	121	46	92	50.0	18	36	50.0	11	14	78.6	12	38	50	34	20	7	9	20	11	
UTA	UTA vs. TOR	11/03/2017		L	48	100	35	80	43.8	8	23	34.8	22	24	91.7	10	23	33	11	14	9	5	24	-9	
CHI	CHI @ ORL	11/03/2017		W	48	105	40	85	47.1	14	29	48.3	11	12	91.7	9	39	48	23	17	6	2	13	22	
ORL	ORL vs. CHI	11/03/2017		L	48	83	35	86	40.7	10	35	28.6	3	5	60.0	7	31	38	23	16	6	2	11	-22	
HOU	HOU @ ATL	11/03/2017		W	48	119	42	89	47.2	16	47	34.0	19	23	82.6	9	35	44	28	14	14	4	16	15	
OKC	OKC vs. BOS	11/03/2017		L	48	94	35	87	40.2	13	35	37.1	11	14	78.6	11	37	48	20	12	4	7	18	-7	
BKN	BKN @ LAL	11/03/2017		L	48	112	37	91	40.7	9	38	23.7	29	38	76.3	8	35	43	23	16	8	5	22	-12	
DET	DET vs. MIL	11/03/2017		W	48	105	37	78	47.4	8	26	30.8	23	28	82.1	7	32	39	21	14	10	4	11	9	
CHA	CHA @ SAS	11/03/2017		L	48	101	33	80	41.3	8	24	33.3	27	42	64.3	11	35	46	16	12	11	1	20	-7	
NOP	NOP @ DAL	11/03/2017		W	48	99	36	89	40.4	7	29	24.1	20	26	76.9	9	44	53	23	14	9	4	22	5	
MIL	MIL @ DET	11/03/2017		L	48	96	39	83	47.0	10	25	40.0	8	9	88.9	7	29	36	27	14	6	6	24	-9	
DEN	DEN vs. MIA	11/03/2017		W	48	95	36	80	45.0	9	23	39.1	14	25	56.0	13	28	41	17	17	9	6	16	1	
NYK	NYK vs. PHX	11/03/2017		W	48	120	45	87	51.7	8	26	30.8	22	25	88.0	9	40	49	24	13	5	7	24	13	
LAL	LAL vs. BKN	11/03/2017		W	48	124	48	94	51.1	9	21	42.9	19	27	70.4	7	50	57	26	16	10	7	29	12	
SAS	SAS vs. GSW	11/02/2017		L	48	92	34	87	39.1	7	24	29.2	17	23	73.9	14	32	46	19	19	6	8	10	-20	
GSW	GSW @ SAS	11/02/2017		W	48	112	43	83	51.8	14	28	50.0	12	16	75.0	5	36	41	30	14	11	12	20	20	
POR	POR vs. LAL	11/02/2017		W	48	113	40	86	46.5	9	22	40.9	24	27	88.9	10	31	41	22	12	7	4	21	3	
LAL	LAL @ POR	11/02/2017		L	48	110	43	79	54.4	4	18	22.2	20	27	74.1	2	30	32	16	11	8	8	20	-3	
IND	IND @ CLE	11/01/2017		W	48	124	49	90	54.4	16	26	61.5	10	13	76.9	8	35	43	35	14	9	1	23	17	
PHI	PHI vs. ATL	11/01/2017		W	48	119	46	99	46.5	13	35	37.1	14	25	56.0	15	38	53	36	17	10	4	26	10	
MEM	MEM vs. ORL	11/01/2017		L	48	99	39	82	47.6	10	30	33.3	11	16	68.8	5	26	31	21	15	12	3	16	-2	
ORL	ORL @ MEM	11/01/2017		W	48	101	38	75	50.7	13	29	44.8	12	14	85.7	6	32	38	25	24	6	8	22	2	
CLE	CLE vs. IND	11/01/2017		L	48	107	43	86	50.0	7	31	22.6	14	20	70.0	8	33	41	25	16	6	3	19	-17	
MIN	MIN @ NOP	11/01/2017		W	48	104	41	83	49.4	6	22	27.3	16	24	66.7	11	36	47	20	22	13	3	21	6	
POR	POR @ UTA	11/01/2017		L	53	103	37	93	39.8	9	34	26.5	20	27	74.1	11	42	53	17	17	8	8	25	-9	
BOS	BOS vs. SAC	11/01/2017		W	48	113	40	82	48.8	17	41	41.5	16	19	84.2	16	36	52	30	19	10	3	19	27	
ATL	ATL @ PHI	11/01/2017		L	48	109	41	94	43.6	8	23	34.8	19	27	70.4	12	37	49	22	19	11	4	28	-10	
DAL	DAL @ LAC	11/01/2017		L	48	98	35	89	39.3	12	36	33.3	16	20	80.0	9	29	38	20	14	8	5	22	-21	
HOU	HOU @ NYK	11/01/2017		W	48	119	42	88	47.7	19	52	36.5	16	21	76.2	9	37	46	21	15	6	4	20	22	
TOR	TOR @ DEN	11/01/2017		L	48	111	42	85	49.4	11	31	35.5	16	25	64.0	9	29	38	20	14	7	4	25	-18	
NYK	NYK vs. HOU	11/01/2017		L	48	97	39	90	43.3	8	26	30.8	11	13	84.6	6	36	42	23	19	8	1	18	-22	
MIA	MIA vs. CHI	11/01/2017		W	48	97	34	83	41.0	12	31	38.7	17	19	89.5	3	45	48	21	11	8	0	19	6	
UTA	UTA vs. POR	11/01/2017		W	53	112	34	90	37.8	13	29	44.8	31	36	86.1	10	45	55	16	14	9	8	21	9	
LAC	LAC vs. DAL	11/01/2017		W	48	119	41	78	52.6	13	28	46.4	24	29	82.8	7	42	49	27	16	9	5	20	21	
MIL	MIL @ CHA	11/01/2017		L	48	121	45	91	49.5	19	36	52.8	12	15	80.0	9	31	40	29	14	3	3	25	-5	
CHA	CHA vs. MIL	11/01/2017		W	48	126	45	84	53.6	14	25	56.0	22	29	75.9	7	34	41	21	11	5	3	18	5	
PHX	PHX @ WAS	11/01/2017		W	48	122	41	83	49.4	9	24	37.5	31	38	81.6	11	34	45	23	10	5	5	24	6	
WAS	WAS vs. PHX	11/01/2017		L	48	116	41	92	44.6	10	30	33.3	24	30	80.0	15	30	45	20	12	5	4	28	-6	
NOP	NOP vs. MIN	11/01/2017		L	48	98	36	84	42.9	8	31	25.8	18	21	85.7	9	29	38	27	19	13	4	24	-6	
DEN	DEN vs. TOR	11/01/2017		W	48	129	47	88	53.4	16	32	50.0	19	29	65.5	9	34	43	35	12	9	4	20	18	
CHI	CHI @ MIA	11/01/2017		L	48	91	36	89	40.4	7	28	25.0	12	19	63.2	7	47	54	20	12	7	6	19	-6	
SAC	SAC @ BOS	11/01/2017		L	48	86	35	81	43.2	6	20	30.0	10	12	83.3	7	19	26	24	15	10	5	18	-27	
MIL	MIL vs. OKC	10/31/2017		L	48	91	32	77	41.6	9	31	29.0	18	22	81.8	4	27	31	24	15	8	4	22	-19	
SAC	SAC @ IND	10/31/2017		L	48	83	37	88	42.0	2	14	14.3	7	14	50.0	10	36	46	15	15	8	5	18	-18	
BKN	BKN vs. PHX	10/31/2017		L	48	114	42	102	41.2	9	31	29.0	21	30	70.0	7	37	44	15	7	9	4	22	-8	
DET	DET @ LAL	10/31/2017		L	48	93	41	94	43.6	10	33	30.3	1	3	33.3	10	34	44	21	13	7	3	11	-20	
LAL	LAL vs. DET	10/31/2017		W	48	113	45	91	49.5	12	26	46.2	11	14	78.6	11	42	53	30	14	9	5	14	20	
OKC	OKC @ MIL	10/31/2017		W	48	110	40	81	49.4	12	28	42.9	18	21	85.7	9	37	46	24	16	6	3	20	19	
PHX	PHX @ BKN	10/31/2017		W	48	122	45	96	46.9	10	22	45.5	22	24	91.7	10	56	66	18	20	5	5	26	8	
IND	IND vs. SAC	10/31/2017		W	48	101	36	85	42.4	12	29	41.4	17	22	77.3	14	39	53	25	15	8	7	17	18	
NOP	NOP vs. ORL	10/30/2017		L	48	99	39	85	45.9	7	28	25.0	14	18	77.8	9	34	43	30	20	9	5	22	-16	
GSW	GSW @ LAC	10/30/2017		W	48	141	52	89	58.4	14	29	48.3	23	30	76.7	14	32	46	37	12	8	8	23	28	
DAL	DAL @ UTA	10/30/2017		L	48	89	34	76	44.7	12	24	50.0	9	11	81.8	9	33	42	17	24	4	3	16	-15	
POR	POR vs. TOR	10/30/2017		L	48	85	31	80	38.8	8	26	30.8	15	19	78.9	6	32	38	13	13	5	7	15	-14	
SAS	SAS @ BOS	10/30/2017		L	48	94	36	87	41.4	12	26	46.2	10	20	50.0	12	28	40	24	11	8	4	14	-14	
LAC	LAC vs. GSW	10/30/2017		L	48	113	39	86	45.3	10	25	40.0	25	30	83.3	9	26	35	21	15	4	3	20	-28	
HOU	HOU vs. PHI	10/30/2017		L	48	107	33	83	39.8	13	47	27.7	28	38	73.7	10	25	35	17	15	12	3	23	-8	
BOS	BOS vs. SAS	10/30/2017		W	48	108	42	88	47.7	11	31	35.5	13	16	81.3	15	39	54	24	15	10	6	22	14	
ORL	ORL @ NOP	10/30/2017		W	48	115	43	85	50.6	16	34	47.1	13	18	72.2	6	37	43	27	17	10	1	19	16	
TOR	TOR @ POR	10/30/2017		W	48	99	39	87	44.8	8	24	33.3	13	17	76.5	8	39	47	17	10	10	9	14	14	
DEN	DEN @ NYK	10/30/2017		L	48	110	35	85	41.2	18	41	43.9	22	31	71.0	13	23	36	20	13	13	5	22	-6	
MIN	MIN @ MIA	10/30/2017		W	53	125	41	91	45.1	11	23	47.8	32	35	91.4	10	30	40	20	16	16	4	25	3	
PHI	PHI @ HOU	10/30/2017		W	48	115	44	80	55.0	10	24	41.7	17	24	70.8	7	41	48	27	21	10	4	31	8	
CHA	CHA @ MEM	10/30/2017		W	48	104	37	89	41.6	7	17	41.2	23	29	79.3	10	46	56	15	12	3	7	22	5	
MIA	MIA vs. MIN	10/30/2017		L	53	122	49	93	52.7	7	27	25.9	17	25	68.0	15	35	50	17	24	8	5	28	-3	
UTA	UTA vs. DAL	10/30/2017		W	48	104	38	81	46.9	16	35	45.7	12	15	80.0	6	29	35	25	14	16	8	17	15	
MEM	MEM vs. CHA	10/30/2017		L	48	99	32	93	34.4	8	35	22.9	27	33	81.8	11	37	48	17	7	7	8	22	-5	
NYK	NYK vs. DEN	10/30/2017		W	48	116	41	82	50.0	13	32	40.6	21	23	91.3	11	38	49	27	23	8	10	27	6	
ATL	ATL vs. MIL	10/29/2017		L	48	106	36	77	46.8	13	29	44.8	21	26	80.8	3	28	31	27	16	9	2	21	-11	
WAS	WAS @ SAC	10/29/2017		W	48	110	40	85	47.1	17	34	50.0	13	20	65.0	13	36	49	28	17	9	3	18	27	
CLE	CLE vs. NYK	10/29/2017		L	48	95	31	81	38.3	10	33	30.3	23	27	85.2	7	34	41	20	15	5	5	23	-19	
DET	DET @ GSW	10/29/2017		W	48	115	43	93	46.2	12	27	44.4	17	17	100	17	20	37	22	14	16	0	9	8	
IND	IND vs. SAS	10/29/2017		W	48	97	36	77	46.8	10	22	45.5	15	20	75.0	6	38	44	21	19	9	3	20	3	
ORL	ORL @ CHA	10/29/2017		L	48	113	41	97	42.3	11	33	33.3	20	26	76.9	9	30	39	28	11	11	4	20	-7	
CHA	CHA vs. ORL	10/29/2017		W	48	120	53	97	54.6	6	18	33.3	8	17	47.1	12	47	59	31	17	6	7	24	7	
MIL	MIL @ ATL	10/29/2017		W	48	117	44	81	54.3	13	26	50.0	16	21	76.2	5	38	43	30	14	9	3	27	11	
BKN	BKN vs. DEN	10/29/2017		L	48	111	39	96	40.6	12	31	38.7	21	31	67.7	17	39	56	24	15	5	4	18	-13	
SAS	SAS @ IND	10/29/2017		L	48	94	36	90	40.0	9	28	32.1	13	18	72.2	12	32	44	19	17	12	8	11	-3	
SAC	SAC vs. WAS	10/29/2017		L	48	83	32	82	39.0	6	22	27.3	13	16	81.3	11	32	43	13	20	8	2	20	-27	
DEN	DEN @ BKN	10/29/2017		W	48	124	47	94	50.0	11	20	55.0	19	22	86.4	4	42	46	23	6	7	7	22	13	
NYK	NYK @ CLE	10/29/2017		W	48	114	42	89	47.2	13	28	46.4	17	21	81.0	11	40	51	27	14	9	6	26	19	
GSW	GSW vs. DET	10/29/2017		L	48	107	44	77	57.1	10	27	37.0	9	12	75.0	10	30	40	29	26	3	11	14	-8	
MEM	MEM vs. HOU	10/28/2017		W	48	103	40	85	47.1	14	33	42.4	9	12	75.0	6	36	42	26	9	10	6	20	14	
DAL	DAL vs. PHI	10/28/2017		L	48	110	38	74	51.4	19	40	47.5	15	19	78.9	3	30	33	22	18	7	2	15	-2	
POR	POR vs. PHX	10/28/2017		W	48	114	40	91	44.0	11	26	42.3	23	28	82.1	12	41	53	27	15	8	7	26	7	
MIA	MIA vs. BOS	10/28/2017		L	48	90	34	79	43.0	7	31	22.6	15	16	93.8	6	34	40	17	19	6	9	23	-6	
HOU	HOU @ MEM	10/28/2017		L	48	89	29	77	37.7	14	38	36.8	17	21	81.0	8	35	43	18	19	4	3	23	-14	
NOP	NOP vs. CLE	10/28/2017		W	48	123	49	95	51.6	13	33	39.4	12	16	75.0	10	37	47	33	11	10	4	20	22	
UTA	UTA vs. LAL	10/28/2017		W	48	96	37	79	46.8	13	31	41.9	9	13	69.2	14	35	49	18	23	9	5	20	15	
PHI	PHI @ DAL	10/28/2017		W	48	112	43	87	49.4	16	35	45.7	10	14	71.4	11	31	42	25	14	10	1	21	2	
PHX	PHX @ POR	10/28/2017		L	48	107	37	87	42.5	9	26	34.6	24	30	80.0	12	34	46	21	17	12	7	23	-7	
LAL	LAL @ UTA	10/28/2017		L	48	81	31	81	38.3	5	22	22.7	14	20	70.0	14	25	39	17	16	12	4	20	-15	
BOS	BOS @ MIA	10/28/2017		W	48	96	34	81	42.0	6	23	26.1	22	26	84.6	11	30	41	15	12	11	5	14	6	
OKC	OKC @ CHI	10/28/2017		W	48	101	39	88	44.3	13	34	38.2	10	14	71.4	11	41	52	28	12	16	8	17	32	
LAC	LAC vs. DET	10/28/2017		L	48	87	28	84	33.3	15	38	39.5	16	22	72.7	15	36	51	19	19	6	6	18	-8	
CHI	CHI vs. OKC	10/28/2017		L	48	69	22	78	28.2	10	37	27.0	15	20	75.0	12	35	47	16	20	9	5	16	-32	
DET	DET @ LAC	10/28/2017		W	48	95	36	88	40.9	9	28	32.1	14	21	66.7	12	38	50	16	13	11	6	20	8	
CLE	CLE @ NOP	10/28/2017		L	48	101	36	78	46.2	12	32	37.5	17	23	73.9	5	32	37	19	18	8	2	19	-22	
ATL	ATL vs. DEN	10/27/2017		L	48	100	37	89	41.6	14	33	42.4	12	12	100	11	32	43	23	12	7	4	21	-5	
NYK	NYK vs. BKN	10/27/2017		W	48	107	44	98	44.9	9	27	33.3	10	17	58.8	19	36	55	19	12	7	6	19	21	
DEN	DEN @ ATL	10/27/2017		W	48	105	42	91	46.2	4	20	20.0	17	23	73.9	11	35	46	25	12	8	4	12	5	
SAS	SAS @ ORL	10/27/2017		L	48	87	30	89	33.7	4	24	16.7	23	27	85.2	17	32	49	19	18	8	8	15	-27	
WAS	WAS @ GSW	10/27/2017		L	48	117	43	97	44.3	15	33	45.5	16	22	72.7	12	29	41	30	15	7	6	21	-3	
CHA	CHA vs. HOU	10/27/2017		L	48	93	33	88	37.5	11	29	37.9	16	28	57.1	11	33	44	16	9	6	5	14	-16	
OKC	OKC @ MIN	10/27/2017		L	48	116	43	86	50.0	8	28	28.6	22	25	88.0	11	24	35	19	14	8	9	29	-3	
MIN	MIN vs. OKC	10/27/2017		W	48	119	42	86	48.8	8	22	36.4	27	35	77.1	17	27	44	23	16	5	7	21	3	
GSW	GSW vs. WAS	10/27/2017		W	48	120	46	95	48.4	10	38	26.3	18	20	90.0	15	38	53	33	18	7	13	20	3	
LAL	LAL vs. TOR	10/27/2017		L	48	92	36	79	45.6	3	23	13.0	17	24	70.8	9	40	49	20	21	7	6	22	-9	
ORL	ORL vs. SAS	10/27/2017		W	48	114	48	84	57.1	11	23	47.8	7	14	50.0	6	39	45	22	19	9	7	24	27	
BKN	BKN @ NYK	10/27/2017		L	48	86	30	75	40.0	11	30	36.7	15	21	71.4	5	30	35	18	16	5	1	20	-21	
HOU	HOU @ CHA	10/27/2017		W	48	109	38	85	44.7	22	57	38.6	11	13	84.6	7	44	51	21	16	5	6	26	16	
TOR	TOR @ LAL	10/27/2017		W	48	101	40	93	43.0	7	29	24.1	14	20	70.0	9	31	40	27	14	12	4	24	9	
MEM	MEM vs. DAL	10/26/2017		W	48	96	30	73	41.1	10	34	29.4	26	30	86.7	9	37	46	18	18	7	6	23	5	
ATL	ATL @ CHI	10/26/2017		L	48	86	32	81	39.5	11	28	39.3	11	13	84.6	7	33	40	22	10	10	5	23	-5	
DAL	DAL @ MEM	10/26/2017		L	48	91	32	94	34.0	10	34	29.4	17	20	85.0	18	35	53	20	14	10	3	22	-5	
BOS	BOS @ MIL	10/26/2017		W	48	96	33	78	42.3	11	30	36.7	19	22	86.4	6	39	45	21	16	7	4	14	7	
CHI	CHI vs. ATL	10/26/2017		W	48	91	31	86	36.0	7	32	21.9	22	29	75.9	18	44	62	20	16	5	4	15	5	
NOP	NOP @ SAC	10/26/2017		W	48	114	42	86	48.8	13	32	40.6	17	23	73.9	10	37	47	22	15	5	3	24	8	
SAC	SAC vs. NOP	10/26/2017		L	48	106	38	81	46.9	7	20	35.0	23	25	92.0	5	29	34	25	13	7	5	17	-8	
MIL	MIL vs. BOS	10/26/2017		L	48	89	35	77	45.5	11	25	44.0	8	14	57.1	2	35	37	22	18	6	3	20	-7	
POR	POR vs. LAC	10/26/2017		L	48	103	35	89	39.3	14	31	45.2	19	22	86.4	16	28	44	19	10	5	4	26	-1	
LAC	LAC @ POR	10/26/2017		W	48	104	36	77	46.8	9	28	32.1	23	36	63.9	14	32	46	11	12	4	5	19	1	
MIN	MIN @ DET	10/25/2017		L	48	101	37	85	43.5	9	25	36.0	18	21	85.7	7	30	37	19	14	5	4	19	-21	
LAL	LAL vs. WAS	10/25/2017		W	53	102	41	92	44.6	7	30	23.3	13	16	81.3	6	47	53	27	22	9	5	26	3	
WAS	WAS @ LAL	10/25/2017		L	53	99	39	95	41.1	6	26	23.1	15	23	65.2	7	38	45	20	15	11	5	19	-3	
HOU	HOU @ PHI	10/25/2017		W	48	105	36	75	48.0	12	39	30.8	21	24	87.5	7	33	40	22	19	11	13	13	1	
DAL	DAL vs. MEM	10/25/2017		W	48	103	36	74	48.6	11	26	42.3	20	29	69.0	4	31	35	20	11	6	4	20	9	
IND	IND @ OKC	10/25/2017		L	48	96	28	83	33.7	10	29	34.5	30	35	85.7	14	27	41	13	19	13	2	23	-18	
GSW	GSW vs. TOR	10/25/2017		W	48	117	43	77	55.8	12	26	46.2	19	22	86.4	6	31	37	32	17	10	7	15	5	
PHI	PHI vs. HOU	10/25/2017		L	48	104	43	97	44.3	12	36	33.3	6	10	60.0	12	31	43	29	16	14	7	19	-1	
BKN	BKN vs. CLE	10/25/2017		W	48	112	40	93	43.0	17	46	37.0	15	21	71.4	10	28	38	22	13	11	3	22	5	
PHX	PHX vs. UTA	10/25/2017		W	48	97	42	96	43.8	6	19	31.6	7	9	77.8	16	39	55	18	16	8	5	25	9	
MIA	MIA vs. SAS	10/25/2017		L	48	100	37	80	46.3	9	26	34.6	17	18	94.4	4	28	32	19	9	6	2	25	-17	
DEN	DEN @ CHA	10/25/2017		L	48	93	38	100	38.0	8	31	25.8	9	15	60.0	18	33	51	18	14	6	1	23	-17	
OKC	OKC vs. IND	10/25/2017		W	48	114	43	89	48.3	10	27	37.0	18	26	69.2	16	33	49	26	20	8	8	27	18	
