,TEAM,MATCH UP,GAME DATE,MIN,EFG%,FTA RATE,TOV%,TOV,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV%,OPP_TOV,OPP_OREB%,OPP,Home/Away,REST,PTS,OPP_PTS,+/-,WIN,OPP_REST
1502,DEN,DEN vs. MIL,2/3/17,48,0.5,0.494,0.142,14.2,0.36,0.596,0.277,0.171,17.1,0.167,MIL,1,2,121,117,4,1,2
1503,MEM,MEM @ OKC,2/3/17,48,0.5,0.265,0.124,12.4,0.205,0.556,0.413,0.203,20.3,0.432,OKC,0,2,102,114,-12,0,2
1504,DET,DET vs. MIN,2/3/17,48,0.505,0.224,0.109,10.9,0.383,0.522,0.213,0.131,13.1,0.262,MIN,1,2,116,108,8,1,2
1505,TOR,TOR @ ORL,2/3/17,48,0.448,0.241,0.135,13.5,0.271,0.494,0.4,0.117,11.7,0.262,ORL,0,2,94,102,-8,0,2
1506,PHX,PHX @ SAC,2/3/17,48,0.494,0.455,0.122,12.2,0.14,0.506,0.259,0.128,12.8,0.154,SAC,0,2,105,103,2,1,3
1507,BKN,BKN vs. IND,2/3/17,48,0.436,0.267,0.179,17.9,0.196,0.477,0.36,0.162,16.2,0.255,IND,1,2,97,106,-9,0,2
1508,SAC,SAC vs. GSW,2/4/17,53,0.528,0.216,0.177,17.7,0.195,0.5,0.276,0.166,16.6,0.156,GSW,1,1,109,106,3,1,2
1509,NOP,NOP @ WAS,2/4/17,48,0.47,0.262,0.15,15,0.188,0.518,0.265,0.132,13.2,0.175,WAS,0,3,91,105,-14,0,2
1510,MIN,MIN vs. MEM,2/4/17,48,0.476,0.286,0.142,14.2,0.356,0.481,0.506,0.11,11,0.31,MEM,1,1,99,107,-8,0,1
1511,WAS,WAS vs. NOP,2/4/17,48,0.518,0.265,0.132,13.2,0.175,0.47,0.262,0.15,15,0.188,NOP,1,2,105,91,14,1,3
1512,ATL,ATL vs. ORL,2/4/17,48,0.59,0.346,0.175,17.5,0.278,0.391,0.359,0.144,14.4,0.156,ORL,1,2,113,86,27,1,1
1513,GSW,GSW @ SAC,2/4/17,53,0.5,0.276,0.166,16.6,0.156,0.528,0.216,0.177,17.7,0.195,SAC,0,2,106,109,-3,0,1
1514,CLE,CLE @ NYK,2/4/17,48,0.583,0.214,0.175,17.5,0.293,0.523,0.326,0.114,11.4,0.26,NYK,0,3,111,104,7,1,3
1515,UTA,UTA vs. CHA,2/4/17,48,0.549,0.296,0.148,14.8,0.239,0.506,0.22,0.103,10.3,0.07,CHA,1,3,105,98,7,1,3
1516,SAS,SAS vs. DEN,2/4/17,48,0.633,0.329,0.144,14.4,0.212,0.5,0.109,0.215,21.5,0.34,DEN,1,2,121,97,24,1,1
1517,CHA,CHA @ UTA,2/4/17,48,0.506,0.22,0.103,10.3,0.07,0.549,0.296,0.148,14.8,0.239,UTA,0,3,98,105,-7,0,3
1518,IND,IND vs. DET,2/4/17,48,0.522,0.165,0.062,6.2,0.167,0.453,0.267,0.217,21.7,0.19,DET,1,1,105,84,21,1,1
1519,NYK,NYK vs. CLE,2/4/17,48,0.523,0.326,0.114,11.4,0.26,0.583,0.214,0.175,17.5,0.293,CLE,1,3,104,111,-7,0,3
1520,MIL,MIL @ PHX,2/4/17,48,0.677,0.427,0.153,15.3,0.257,0.478,0.33,0.159,15.9,0.286,PHX,0,1,137,112,25,1,1
1521,PHI,PHI @ MIA,2/4/17,48,0.452,0.369,0.141,14.1,0.133,0.659,0.28,0.204,20.4,0.27,MIA,0,2,102,125,-23,0,3
1522,DET,DET @ IND,2/4/17,48,0.453,0.267,0.217,21.7,0.19,0.522,0.165,0.062,6.2,0.167,IND,0,1,84,105,-21,0,1
1523,ORL,ORL @ ATL,2/4/17,48,0.391,0.359,0.144,14.4,0.156,0.59,0.346,0.175,17.5,0.278,ATL,0,1,86,113,-27,0,2
1524,PHX,PHX vs. MIL,2/4/17,48,0.478,0.33,0.159,15.9,0.286,0.677,0.427,0.153,15.3,0.257,MIL,1,1,112,137,-25,0,1
1525,DEN,DEN @ SAS,2/4/17,48,0.5,0.109,0.215,21.5,0.34,0.633,0.329,0.144,14.4,0.212,SAS,0,1,97,121,-24,0,2
1526,MEM,MEM @ MIN,2/4/17,48,0.481,0.506,0.11,11,0.31,0.476,0.286,0.142,14.2,0.356,MIN,0,1,107,99,8,1,1
1527,MIA,MIA vs. PHI,2/4/17,48,0.659,0.28,0.204,20.4,0.27,0.452,0.369,0.141,14.1,0.133,PHI,1,3,125,102,23,1,2
1528,OKC,OKC vs. POR,2/5/17,48,0.429,0.286,0.114,11.4,0.34,0.46,0.241,0.132,13.2,0.22,POR,1,2,105,99,6,1,2
1529,BOS,BOS vs. LAC,2/5/17,48,0.511,0.227,0.111,11.1,0.191,0.476,0.333,0.128,12.8,0.182,LAC,1,2,107,102,5,1,3
1530,POR,POR @ OKC,2/5/17,48,0.46,0.241,0.132,13.2,0.22,0.429,0.286,0.114,11.4,0.34,OKC,0,2,99,105,-6,0,2
1531,BKN,BKN vs. TOR,2/5/17,48,0.507,0.276,0.219,21.9,0.159,0.489,0.23,0.12,12,0.186,TOR,1,2,95,103,-8,0,2
1532,TOR,TOR @ BKN,2/5/17,48,0.489,0.23,0.12,12,0.186,0.507,0.276,0.219,21.9,0.159,BKN,0,2,103,95,8,1,2
1533,LAC,LAC @ BOS,2/5/17,48,0.476,0.333,0.128,12.8,0.182,0.511,0.227,0.111,11.1,0.191,BOS,0,3,102,107,-5,0,2
1534,DEN,DEN vs. DAL,2/6/17,48,0.565,0.19,0.156,15.6,0.278,0.481,0.215,0.116,11.6,0.071,DAL,1,2,110,87,23,1,3
1535,NYK,NYK vs. LAL,2/6/17,48,0.494,0.402,0.15,15,0.146,0.471,0.304,0.077,7.7,0.37,LAL,1,2,107,121,-14,0,3
1536,MIN,MIN vs. MIA,2/6/17,48,0.569,0.35,0.115,11.5,0.242,0.61,0.163,0.177,17.7,0.333,MIA,1,2,113,115,-2,0,2
1537,DAL,DAL @ DEN,2/6/17,48,0.481,0.215,0.116,11.6,0.071,0.565,0.19,0.156,15.6,0.278,DEN,0,3,87,110,-23,0,2
1538,PHI,PHI @ DET,2/6/17,48,0.453,0.329,0.131,13.1,0.212,0.49,0.172,0.129,12.9,0.388,DET,0,2,96,113,-17,0,2
1539,UTA,UTA @ ATL,2/6/17,48,0.675,0.225,0.132,13.2,0.281,0.486,0.432,0.129,12.9,0.167,ATL,0,2,120,95,25,1,2
1540,OKC,OKC @ IND,2/6/17,48,0.426,0.239,0.172,17.2,0.455,0.425,0.333,0.103,10.3,0.241,IND,0,1,90,93,-3,0,2
1541,TOR,TOR vs. LAC,2/6/17,48,0.548,0.345,0.114,11.4,0.268,0.539,0.2,0.092,9.2,0.2,LAC,1,1,118,109,9,1,1
1542,DET,DET vs. PHI,2/6/17,48,0.49,0.172,0.129,12.9,0.388,0.453,0.329,0.131,13.1,0.212,PHI,1,2,113,96,17,1,2
1543,IND,IND vs. OKC,2/6/17,48,0.425,0.333,0.103,10.3,0.241,0.426,0.239,0.172,17.2,0.455,OKC,1,2,93,90,3,1,1
1544,PHX,PHX @ NOP,2/6/17,48,0.457,0.269,0.144,14.4,0.188,0.505,0.239,0.123,12.3,0.184,NOP,0,2,106,111,-5,0,2
1545,SAS,SAS @ MEM,2/6/17,48,0.39,0.22,0.177,17.7,0.239,0.42,0.309,0.144,14.4,0.313,MEM,0,2,74,89,-15,0,2
1546,MEM,MEM vs. SAS,2/6/17,48,0.42,0.309,0.144,14.4,0.313,0.39,0.22,0.177,17.7,0.239,SAS,1,2,89,74,15,1,2
1547,ATL,ATL vs. UTA,2/6/17,48,0.486,0.432,0.129,12.9,0.167,0.675,0.225,0.132,13.2,0.281,UTA,1,2,95,120,-25,0,2
1548,SAC,SAC vs. CHI,2/6/17,48,0.589,0.203,0.181,18.1,0.25,0.568,0.383,0.085,8.5,0.205,CHI,1,2,107,112,-5,0,3
1549,NOP,NOP vs. PHX,2/6/17,48,0.505,0.239,0.123,12.3,0.184,0.457,0.269,0.144,14.4,0.188,PHX,1,2,111,106,5,1,2
1550,CHI,CHI @ SAC,2/6/17,48,0.568,0.383,0.085,8.5,0.205,0.589,0.203,0.181,18.1,0.25,SAC,0,3,112,107,5,1,2
1551,LAC,LAC @ TOR,2/6/17,48,0.539,0.2,0.092,9.2,0.2,0.548,0.345,0.114,11.4,0.268,TOR,0,1,109,118,-9,0,1
1552,LAL,LAL @ NYK,2/6/17,48,0.471,0.304,0.077,7.7,0.37,0.494,0.402,0.15,15,0.146,NYK,0,3,121,107,14,1,2
1553,WAS,WAS vs. CLE,2/6/17,53,0.566,0.263,0.108,10.8,0.244,0.636,0.304,0.178,17.8,0.273,CLE,1,2,135,140,-5,0,2
1554,MIA,MIA @ MIN,2/6/17,48,0.61,0.163,0.177,17.7,0.333,0.569,0.35,0.115,11.5,0.242,MIN,0,2,115,113,2,1,2
1555,CLE,CLE @ WAS,2/6/17,53,0.636,0.304,0.178,17.8,0.273,0.566,0.263,0.108,10.8,0.244,WAS,0,2,140,135,5,1,2
1556,POR,POR @ DAL,2/7/17,48,0.552,0.279,0.16,16,0.391,0.573,0.427,0.074,7.4,0.051,DAL,0,2,114,113,1,1,1
1557,CHA,CHA vs. BKN,2/7/17,48,0.426,0.284,0.064,6.4,0.226,0.523,0.244,0.165,16.5,0.093,BKN,1,3,111,107,4,1,2
1558,HOU,HOU vs. ORL,2/7/17,48,0.584,0.404,0.104,10.4,0.213,0.511,0.227,0.156,15.6,0.238,ORL,1,4,128,104,24,1,3
1559,ORL,ORL @ HOU,2/7/17,48,0.511,0.227,0.156,15.6,0.238,0.584,0.404,0.104,10.4,0.213,HOU,0,3,104,128,-24,0,4
1560,BKN,BKN @ CHA,2/7/17,48,0.523,0.244,0.165,16.5,0.093,0.426,0.284,0.064,6.4,0.226,CHA,0,2,107,111,-4,0,3
1561,DAL,DAL vs. POR,2/7/17,48,0.573,0.427,0.074,7.4,0.051,0.552,0.279,0.16,16,0.391,POR,1,1,113,114,-1,0,2
1562,DEN,DEN @ ATL,2/8/17,48,0.465,0.21,0.102,10.2,0.368,0.548,0.194,0.11,11,0.3,ATL,0,2,106,117,-11,0,2
1563,GSW,GSW vs. CHI,2/8/17,48,0.653,0.153,0.132,13.2,0.147,0.424,0.207,0.149,14.9,0.273,CHI,1,4,123,92,31,1,2
1564,PHX,PHX @ MEM,2/8/17,48,0.362,0.391,0.16,16,0.375,0.583,0.472,0.225,22.5,0.282,MEM,0,2,91,110,-19,0,2
1565,ATL,ATL vs. DEN,2/8/17,48,0.548,0.194,0.11,11,0.3,0.465,0.21,0.102,10.2,0.368,DEN,1,2,117,106,11,1,2
1566,DET,DET vs. LAL,2/8/17,48,0.546,0.247,0.138,13.8,0.292,0.465,0.302,0.188,18.8,0.156,LAL,1,2,121,102,19,1,2
1567,UTA,UTA @ NOP,2/8/17,48,0.625,0.239,0.086,8.6,0.286,0.487,0.325,0.138,13.8,0.163,NOP,0,2,127,94,33,1,2
1568,SAC,SAC vs. BOS,2/8/17,48,0.56,0.179,0.139,13.9,0.111,0.466,0.37,0.188,18.8,0.163,BOS,1,2,108,92,16,1,3
1569,NYK,NYK vs. LAC,2/8/17,48,0.543,0.196,0.12,12,0.267,0.543,0.304,0.109,10.9,0.326,LAC,1,2,115,119,-4,0,2
1570,CLE,CLE @ IND,2/8/17,48,0.643,0.31,0.1,10,0.139,0.579,0.317,0.122,12.2,0.171,IND,0,2,132,117,15,1,2
1571,MIN,MIN vs. TOR,2/8/17,48,0.531,0.375,0.089,8.9,0.297,0.601,0.253,0.143,14.3,0.286,TOR,1,2,112,109,3,1,2
1572,LAL,LAL @ DET,2/8/17,48,0.465,0.302,0.188,18.8,0.156,0.546,0.247,0.138,13.8,0.292,DET,0,2,102,121,-19,0,2
1573,NOP,NOP vs. UTA,2/8/17,48,0.487,0.325,0.138,13.8,0.163,0.625,0.239,0.086,8.6,0.286,UTA,1,2,94,127,-33,0,2
1574,SAS,SAS @ PHI,2/8/17,48,0.601,0.338,0.16,16,0.176,0.482,0.345,0.072,7.2,0.143,PHI,0,2,111,103,8,1,2
1575,WAS,WAS @ BKN,2/8/17,53,0.459,0.34,0.121,12.1,0.298,0.467,0.396,0.156,15.6,0.288,BKN,0,2,114,110,4,1,1
1576,LAC,LAC @ NYK,2/8/17,48,0.543,0.304,0.109,10.9,0.326,0.543,0.196,0.12,12,0.267,NYK,0,2,119,115,4,1,2
1577,MIL,MIL vs. MIA,2/8/17,48,0.507,0.394,0.142,14.2,0.128,0.541,0.209,0.167,16.7,0.333,MIA,1,4,88,106,-18,0,2
1578,TOR,TOR @ MIN,2/8/17,48,0.601,0.253,0.143,14.3,0.286,0.531,0.375,0.089,8.9,0.297,MIN,0,2,109,112,-3,0,2
1579,PHI,PHI vs. SAS,2/8/17,48,0.482,0.345,0.072,7.2,0.143,0.601,0.338,0.16,16,0.176,SAS,1,2,103,111,-8,0,2
1580,IND,IND vs. CLE,2/8/17,48,0.579,0.317,0.122,12.2,0.171,0.643,0.31,0.1,10,0.139,CLE,1,2,117,132,-15,0,2
1581,MIA,MIA @ MIL,2/8/17,48,0.541,0.209,0.167,16.7,0.333,0.507,0.394,0.142,14.2,0.128,MIL,0,2,106,88,18,1,4
1582,CHI,CHI @ GSW,2/8/17,48,0.424,0.207,0.149,14.9,0.273,0.653,0.153,0.132,13.2,0.147,GSW,0,2,92,123,-31,0,4
1583,BOS,BOS @ SAC,2/8/17,48,0.466,0.37,0.188,18.8,0.163,0.56,0.179,0.139,13.9,0.111,SAC,0,3,92,108,-16,0,2
1584,BKN,BKN vs. WAS,2/8/17,53,0.467,0.396,0.156,15.6,0.288,0.459,0.34,0.121,12.1,0.298,WAS,1,1,110,114,-4,0,2
1585,MEM,MEM vs. PHX,2/8/17,48,0.583,0.472,0.225,22.5,0.282,0.362,0.391,0.16,16,0.375,PHX,1,2,110,91,19,1,2
1586,PHI,PHI @ ORL,2/9/17,48,0.479,0.284,0.138,13.8,0.245,0.548,0.286,0.193,19.3,0.179,ORL,0,1,112,111,1,1,2
1587,DAL,DAL vs. UTA,2/9/17,53,0.534,0.287,0.115,11.5,0.158,0.535,0.2,0.205,20.5,0.262,UTA,1,2,112,105,7,1,1
1588,UTA,UTA @ DAL,2/9/17,53,0.535,0.2,0.205,20.5,0.262,0.534,0.287,0.115,11.5,0.158,DAL,0,1,105,112,-7,0,2
1589,POR,POR vs. BOS,2/9/17,48,0.565,0.403,0.166,16.6,0.256,0.538,0.297,0.083,8.3,0.311,BOS,1,2,111,120,-9,0,1
1590,BOS,BOS @ POR,2/9/17,48,0.538,0.297,0.083,8.3,0.311,0.565,0.403,0.166,16.6,0.256,POR,0,1,120,111,9,1,2
1591,HOU,HOU @ CHA,2/9/17,48,0.523,0.23,0.164,16.4,0.196,0.482,0.165,0.213,21.3,0.233,CHA,0,2,107,95,12,1,2
1592,CHA,CHA vs. HOU,2/9/17,48,0.482,0.165,0.213,21.3,0.233,0.523,0.23,0.164,16.4,0.196,HOU,1,2,95,107,-12,0,2
1593,OKC,OKC vs. CLE,2/9/17,48,0.509,0.123,0.129,12.9,0.362,0.544,0.38,0.155,15.5,0.128,CLE,1,3,118,109,9,1,1
1594,ORL,ORL vs. PHI,2/9/17,48,0.548,0.286,0.193,19.3,0.179,0.479,0.284,0.138,13.8,0.245,PHI,1,2,111,112,-1,0,1
1595,CLE,CLE @ OKC,2/9/17,48,0.544,0.38,0.155,15.5,0.128,0.509,0.123,0.129,12.9,0.362,OKC,0,1,109,118,-9,0,3
1596,PHX,PHX vs. CHI,2/10/17,48,0.547,0.137,0.093,9.3,0.31,0.459,0.256,0.116,11.6,0.286,CHI,1,2,115,97,18,1,2
1597,MIA,MIA @ BKN,2/10/17,48,0.484,0.228,0.137,13.7,0.283,0.481,0.346,0.219,21.9,0.313,BKN,0,2,108,99,9,1,2
1598,NOP,NOP @ MIN,2/10/17,48,0.68,0.36,0.21,21,0.267,0.5,0.39,0.134,13.4,0.255,MIN,0,2,122,106,16,1,2
1599,MIN,MIN vs. NOP,2/10/17,48,0.5,0.39,0.134,13.4,0.255,0.68,0.36,0.21,21,0.267,NOP,1,2,106,122,-16,0,2
1600,ATL,ATL @ SAC,2/10/17,48,0.585,0.437,0.172,17.2,0.088,0.588,0.263,0.181,18.1,0.19,SAC,0,2,107,108,-1,0,2
1601,WAS,WAS vs. IND,2/10/17,48,0.523,0.341,0.112,11.2,0.304,0.511,0.163,0.11,11,0.238,IND,1,2,112,107,5,1,2
1602,SAS,SAS @ DET,2/10/17,48,0.555,0.183,0.205,20.5,0.282,0.451,0.141,0.099,9.9,0.146,DET,0,2,103,92,11,1,2
1603,SAC,SAC vs. ATL,2/10/17,48,0.588,0.263,0.181,18.1,0.19,0.585,0.437,0.172,17.2,0.088,ATL,1,2,108,107,1,1,2
1604,CHI,CHI @ PHX,2/10/17,48,0.459,0.256,0.116,11.6,0.286,0.547,0.137,0.093,9.3,0.31,PHX,0,2,97,115,-18,0,2
1605,GSW,GSW @ MEM,2/10/17,48,0.604,0.494,0.119,11.9,0.147,0.443,0.425,0.182,18.2,0.383,MEM,0,2,122,107,15,1,2
1606,NYK,NYK vs. DEN,2/10/17,48,0.645,0.054,0.114,11.4,0.263,0.653,0.105,0.152,15.2,0.41,DEN,1,2,123,131,-8,0,2
1607,MEM,MEM vs. GSW,2/10/17,48,0.443,0.425,0.182,18.2,0.383,0.604,0.494,0.119,11.9,0.147,GSW,1,2,107,122,-15,0,2
1608,MIL,MIL vs. LAL,2/10/17,48,0.579,0.408,0.189,18.9,0.129,0.62,0.467,0.184,18.4,0.167,LAL,1,2,114,122,-8,0,2
1609,DET,DET vs. SAS,2/10/17,48,0.451,0.141,0.099,9.9,0.146,0.555,0.183,0.205,20.5,0.282,SAS,1,2,92,103,-11,0,2
1610,IND,IND @ WAS,2/10/17,48,0.511,0.163,0.11,11,0.238,0.523,0.341,0.112,11.2,0.304,WAS,0,2,107,112,-5,0,2
1611,LAL,LAL @ MIL,2/10/17,48,0.62,0.467,0.184,18.4,0.167,0.579,0.408,0.189,18.9,0.129,MIL,0,2,122,114,8,1,2
1612,DEN,DEN @ NYK,2/10/17,48,0.653,0.105,0.152,15.2,0.41,0.645,0.054,0.114,11.4,0.263,NYK,0,2,131,123,8,1,2
1613,BKN,BKN vs. MIA,2/10/17,48,0.481,0.346,0.219,21.9,0.313,0.484,0.228,0.137,13.7,0.283,MIA,1,2,99,108,-9,0,2
1614,DAL,DAL vs. ORL,2/11/17,48,0.588,0.066,0.146,14.6,0.293,0.409,0.22,0.16,16,0.22,ORL,1,2,112,80,32,1,2
1615,PHI,PHI vs. MIA,2/11/17,48,0.506,0.442,0.098,9.8,0.224,0.5,0.329,0.188,18.8,0.289,MIA,1,2,117,109,8,1,1
1616,HOU,HOU vs. PHX,2/11/17,48,0.6,0.459,0.196,19.6,0.348,0.436,0.277,0.169,16.9,0.235,PHX,1,2,133,102,31,1,1
1617,OKC,OKC vs. GSW,2/11/17,48,0.518,0.434,0.18,18,0.286,0.603,0.402,0.115,11.5,0.244,GSW,1,2,114,130,-16,0,1
1618,UTA,UTA vs. BOS,2/11/17,48,0.453,0.349,0.113,11.3,0.277,0.683,0.324,0.17,17,0.103,BOS,1,2,104,112,-8,0,2
1619,IND,IND vs. MIL,2/11/17,48,0.548,0.329,0.156,15.6,0.216,0.596,0.507,0.079,7.9,0.222,MIL,1,1,100,116,-16,0,1
1620,MIL,MIL @ IND,2/11/17,48,0.596,0.507,0.079,7.9,0.222,0.548,0.329,0.156,15.6,0.216,IND,0,1,116,100,16,1,1
1621,CHA,CHA vs. LAC,2/11/17,48,0.512,0.235,0.085,8.5,0.167,0.553,0.235,0.143,14.3,0.238,LAC,1,2,102,107,-5,0,3
1622,PHX,PHX @ HOU,2/11/17,48,0.436,0.277,0.169,16.9,0.235,0.6,0.459,0.196,19.6,0.348,HOU,0,1,102,133,-31,0,2
1623,CLE,CLE vs. DEN,2/11/17,48,0.637,0.262,0.157,15.7,0.222,0.464,0.227,0.118,11.8,0.315,DEN,1,2,125,109,16,1,1
1624,ORL,ORL @ DAL,2/11/17,48,0.409,0.22,0.16,16,0.22,0.588,0.066,0.146,14.6,0.293,DAL,0,2,80,112,-32,0,2
1625,GSW,GSW @ OKC,2/11/17,48,0.603,0.402,0.115,11.5,0.244,0.518,0.434,0.18,18,0.286,OKC,0,1,130,114,16,1,2
1626,BOS,BOS @ UTA,2/11/17,48,0.683,0.324,0.17,17,0.103,0.453,0.349,0.113,11.3,0.277,UTA,0,2,112,104,8,1,2
1627,DEN,DEN @ CLE,2/11/17,48,0.464,0.227,0.118,11.8,0.315,0.637,0.262,0.157,15.7,0.222,CLE,0,1,109,125,-16,0,2
1628,LAC,LAC @ CHA,2/11/17,48,0.553,0.235,0.143,14.3,0.238,0.512,0.235,0.085,8.5,0.167,CHA,0,3,107,102,5,1,2
1629,MIA,MIA @ PHI,2/11/17,48,0.5,0.329,0.188,18.8,0.289,0.506,0.442,0.098,9.8,0.224,PHI,0,1,109,117,-8,0,2
1630,DET,DET @ TOR,2/12/17,48,0.476,0.345,0.075,7.5,0.256,0.56,0.333,0.121,12.1,0.167,TOR,0,2,102,101,1,1,4
1631,CHI,CHI @ MIN,2/12/17,48,0.476,0.155,0.182,18.2,0.2,0.58,0.321,0.154,15.4,0.278,MIN,0,2,89,117,-28,0,2
1632,TOR,TOR vs. DET,2/12/17,48,0.56,0.333,0.121,12.1,0.167,0.476,0.345,0.075,7.5,0.256,DET,1,4,101,102,-1,0,2
1633,NYK,NYK vs. SAS,2/12/17,48,0.566,0.309,0.217,21.7,0.167,0.396,0.242,0.121,12.1,0.35,SAS,1,2,94,90,4,1,2
1634,SAS,SAS @ NYK,2/12/17,48,0.396,0.242,0.121,12.1,0.35,0.566,0.309,0.217,21.7,0.167,NYK,0,2,90,94,-4,0,2
1635,MIN,MIN vs. CHI,2/12/17,48,0.58,0.321,0.154,15.4,0.278,0.476,0.155,0.182,18.2,0.2,CHI,1,2,117,89,28,1,2
1636,NOP,NOP @ SAC,2/12/17,48,0.494,0.256,0.174,17.4,0.136,0.519,0.346,0.196,19.6,0.211,SAC,0,2,99,105,-6,0,2
1637,SAC,SAC vs. NOP,2/12/17,48,0.519,0.346,0.196,19.6,0.211,0.494,0.256,0.174,17.4,0.136,NOP,1,2,105,99,6,1,2
1638,CHA,CHA vs. PHI,2/13/17,48,0.506,0.333,0.148,14.8,0.067,0.547,0.198,0.184,18.4,0.231,PHI,1,2,99,105,-6,0,2
1639,DEN,DEN vs. GSW,2/13/17,48,0.682,0.182,0.214,21.4,0.378,0.533,0.141,0.088,8.8,0.095,GSW,1,2,132,110,22,1,2
1640,MIL,MIL vs. DET,2/13/17,48,0.544,0.203,0.12,12,0.135,0.481,0.244,0.186,18.6,0.3,DET,1,2,102,89,13,1,1
1641,UTA,UTA vs. LAC,2/13/17,48,0.345,0.207,0.117,11.7,0.218,0.5,0.136,0.14,14,0.14,LAC,1,2,72,88,-16,0,2
1642,ORL,ORL @ MIA,2/13/17,48,0.533,0.322,0.138,13.8,0.326,0.506,0.325,0.144,14.4,0.14,MIA,0,2,116,107,9,1,2
1643,BKN,BKN vs. MEM,2/13/17,48,0.537,0.22,0.125,12.5,0.143,0.565,0.351,0.125,12.5,0.161,MEM,1,3,103,112,-9,0,3
1644,SAS,SAS @ IND,2/13/17,48,0.5,0.31,0.112,11.2,0.279,0.545,0.385,0.114,11.4,0.14,IND,0,1,110,106,4,1,2
1645,IND,IND vs. SAS,2/13/17,48,0.545,0.385,0.114,11.4,0.14,0.5,0.31,0.112,11.2,0.279,SAS,1,2,106,110,-4,0,1
1646,OKC,OKC @ WAS,2/13/17,48,0.391,0.313,0.144,14.4,0.37,0.664,0.384,0.225,22.5,0.182,WAS,0,2,98,120,-22,0,3
1647,GSW,GSW @ DEN,2/13/17,48,0.533,0.141,0.088,8.8,0.095,0.682,0.182,0.214,21.4,0.378,DEN,0,2,110,132,-22,0,2
1648,PHX,PHX vs. NOP,2/13/17,48,0.473,0.258,0.173,17.3,0.289,0.526,0.449,0.153,15.3,0.143,NOP,1,2,108,110,-2,0,1
1649,MEM,MEM @ BKN,2/13/17,48,0.565,0.351,0.125,12.5,0.161,0.537,0.22,0.125,12.5,0.143,BKN,0,3,112,103,9,1,3
1650,POR,POR vs. ATL,2/13/17,53,0.437,0.243,0.156,15.6,0.328,0.434,0.578,0.085,8.5,0.137,ATL,1,4,104,109,-5,0,3
1651,LAC,LAC @ UTA,2/13/17,48,0.5,0.136,0.14,14,0.14,0.345,0.207,0.117,11.7,0.218,UTA,0,2,88,72,16,1,2
1652,MIA,MIA vs. ORL,2/13/17,48,0.506,0.325,0.144,14.4,0.14,0.533,0.322,0.138,13.8,0.326,ORL,1,2,107,116,-9,0,2
1653,DAL,DAL vs. BOS,2/13/17,48,0.513,0.325,0.125,12.5,0.105,0.593,0.222,0.128,12.8,0.175,BOS,1,2,98,111,-13,0,2
1654,BOS,BOS @ DAL,2/13/17,48,0.593,0.222,0.128,12.8,0.175,0.513,0.325,0.125,12.5,0.105,DAL,0,2,111,98,13,1,2
1655,NOP,NOP @ PHX,2/13/17,48,0.526,0.449,0.153,15.3,0.143,0.473,0.258,0.173,17.3,0.289,PHX,0,1,110,108,2,1,2
1656,ATL,ATL @ POR,2/13/17,53,0.434,0.578,0.085,8.5,0.137,0.437,0.243,0.156,15.6,0.328,POR,0,3,109,104,5,1,4
1657,PHI,PHI @ CHA,2/13/17,48,0.547,0.198,0.184,18.4,0.231,0.506,0.333,0.148,14.8,0.067,CHA,0,2,105,99,6,1,2
1658,WAS,WAS vs. OKC,2/13/17,48,0.664,0.384,0.225,22.5,0.182,0.391,0.313,0.144,14.4,0.37,OKC,1,3,120,98,22,1,2
1659,DET,DET @ MIL,2/13/17,48,0.481,0.244,0.186,18.6,0.3,0.544,0.203,0.12,12,0.135,MIL,0,1,89,102,-13,0,2
1660,LAL,LAL vs. SAC,2/14/17,48,0.53,0.181,0.182,18.2,0.295,0.541,0.342,0.181,18.1,0.189,SAC,1,4,96,97,-1,0,2
1661,SAC,SAC @ LAL,2/14/17,48,0.541,0.342,0.181,18.1,0.189,0.53,0.181,0.182,18.2,0.295,LAL,0,2,97,96,1,1,4
1662,TOR,TOR @ CHI,2/14/17,48,0.487,0.312,0.185,18.5,0.211,0.527,0.479,0.173,17.3,0.212,CHI,0,2,94,105,-11,0,2
1663,MIN,MIN vs. CLE,2/14/17,48,0.541,0.221,0.113,11.3,0.19,0.587,0.256,0.103,10.3,0.214,CLE,1,2,108,116,-8,0,3
1664,CLE,CLE @ MIN,2/14/17,48,0.587,0.256,0.103,10.3,0.214,0.541,0.221,0.113,11.3,0.19,MIN,0,3,116,108,8,1,2
1665,CHI,CHI vs. TOR,2/14/17,48,0.527,0.479,0.173,17.3,0.212,0.487,0.312,0.185,18.5,0.211,TOR,1,2,105,94,11,1,2
1666,CHA,CHA @ TOR,2/15/17,48,0.507,0.118,0.194,19.4,0.116,0.452,0.226,0.159,15.9,0.17,TOR,0,2,85,90,-5,0,1
1667,MIL,MIL @ BKN,2/15/17,48,0.608,0.364,0.095,9.5,0.175,0.602,0.261,0.16,16,0.22,BKN,0,2,129,125,4,1,2
1668,POR,POR @ UTA,2/15/17,48,0.462,0.253,0.177,17.7,0.196,0.586,0.284,0.146,14.6,0.22,UTA,0,2,88,111,-23,0,2
1669,BOS,BOS vs. PHI,2/15/17,48,0.556,0.45,0.211,21.1,0.146,0.516,0.194,0.198,19.8,0.267,PHI,1,2,116,108,8,1,2
