TEAM,MATCH UP,GAME DATE,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,OPP_TEAM,OPP_PTS,OPP_FGM,OPP_FGA,OPP_FG%,OPP_3PM,OPP_3PA,OPP_3P%,OPP_FTM,OPP_FTA,OPP_FT%,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_PF,Home/Away,Rest,temp,diff,WIN
DEN,DEN @ NOP,04/04/2017,48,134,53,99,53.5,13,30,43.3,15,21,71.4,15,35,50,31,11,3,2,20,3,NOP,131,51,100,51.0,14,32,43.8,15,17,88.2,10,25,35,30,7,5,8,16,0,2,2017-04-04,2.0,1
DEN,DEN @ HOU,04/05/2017,48,104,41,104,39.4,7,38,18.4,15,18,83.3,12,39,51,26,12,10,5,24,-6,HOU,110,37,87,42.5,10,34,29.4,26,38,68.4,11,45,56,19,16,7,3,20,0,1,2017-04-05,1.0,0
DEN,DEN vs. NOP,04/07/2017,48,122,43,78,55.1,13,32,40.6,23,32,71.9,11,39,50,31,21,9,4,15,16,NOP,106,47,99,47.5,3,23,13.0,9,13,69.2,10,23,33,19,11,11,3,19,1,2,2017-04-07,2.0,1
DEN,DEN vs. OKC,04/09/2017,48,105,40,84,47.6,11,34,32.4,14,15,93.3,4,38,42,22,12,6,4,16,-1,OKC,106,40,96,41.7,6,25,24.0,20,22,90.9,18,36,54,19,12,7,3,19,1,2,2017-04-09,2.0,0
DEN,DEN @ DAL,04/11/2017,48,109,41,84,48.8,18,42,42.9,9,14,64.3,10,43,53,31,17,7,1,14,18,DAL,91,35,88,39.8,12,40,30.0,9,11,81.8,8,34,42,24,13,8,4,11,0,2,2017-04-11,2.0,1
DEN,DEN @ OKC,04/12/2017,48,111,39,85,45.9,7,25,28.0,26,32,81.3,5,38,43,22,17,6,8,17,6,OKC,105,43,101,42.6,8,25,32.0,11,17,64.7,14,37,51,20,12,10,8,24,0,1,2017-04-12,1.0,1
DET,DET @ TOR,10/26/2016,48,91,35,84,41.7,4,22,18.2,17,22,77.3,8,32,40,17,14,8,0,24,-18,TOR,109,41,86,47.7,3,18,16.7,24,29,82.8,14,37,51,17,12,8,0,22,0,0,2016-10-26,-168.0,0
DET,DET vs. ORL,10/28/2016,48,108,48,95,50.5,7,19,36.8,5,6,83.3,9,44,53,27,12,8,4,11,26,ORL,82,33,95,34.7,8,26,30.8,8,12,66.7,14,30,44,20,9,8,3,13,1,2,2016-10-28,2.0,1
DET,DET vs. MIL,10/30/2016,48,98,39,88,44.3,5,20,25.0,15,20,75.0,16,42,58,23,16,8,4,14,15,MIL,83,34,87,39.1,4,17,23.5,11,14,78.6,10,30,40,22,12,10,4,16,1,2,2016-10-30,2.0,1
DET,DET vs. NYK,11/01/2016,48,102,41,89,46.1,8,13,61.5,12,21,57.1,10,38,48,19,11,7,5,16,13,NYK,89,35,86,40.7,7,22,31.8,12,15,80.0,8,35,43,18,12,6,9,20,1,2,2016-11-01,2.0,1
DET,DET @ BKN,11/02/2016,48,101,37,88,42.0,9,25,36.0,18,21,85.7,10,28,38,21,13,11,6,18,-8,BKN,109,41,76,53.9,13,27,48.1,14,17,82.4,5,40,45,27,19,10,3,23,0,1,2016-11-02,1.0,0
DET,DET vs. DEN,11/05/2016,48,103,40,84,47.6,7,20,35.0,16,22,72.7,9,38,47,22,14,9,9,16,17,DEN,86,31,94,33.0,7,25,28.0,17,20,85.0,16,32,48,15,16,8,2,15,1,3,2016-11-05,3.0,1
DET,DET @ LAC,11/07/2016,48,82,30,82,36.6,4,12,33.3,18,26,69.2,11,28,39,14,11,5,2,19,-32,LAC,114,41,76,53.9,13,25,52.0,19,22,86.4,2,44,46,28,12,8,7,20,0,2,2016-11-07,2.0,0
DET,DET @ PHX,11/09/2016,48,100,32,89,36.0,9,22,40.9,27,32,84.4,9,32,41,20,12,11,5,24,-7,PHX,107,38,84,45.2,8,22,36.4,23,30,76.7,10,39,49,20,18,7,6,20,0,2,2016-11-09,2.0,0
DET,DET @ SAS,11/11/2016,48,86,32,76,42.1,5,25,20.0,17,21,81.0,9,33,42,14,13,2,4,14,-10,SAS,96,36,81,44.4,9,20,45.0,15,19,78.9,10,35,45,24,8,8,2,13,0,2,2016-11-11,2.0,0
DET,DET @ DEN,11/12/2016,48,106,46,90,51.1,4,18,22.2,10,14,71.4,11,26,37,23,9,11,1,16,11,DEN,95,36,84,42.9,9,25,36.0,14,19,73.7,14,28,42,15,16,6,4,14,0,1,2016-11-12,1.0,1
DET,DET vs. OKC,11/14/2016,48,104,43,92,46.7,5,16,31.3,13,16,81.3,4,43,47,25,10,4,9,14,16,OKC,88,33,88,37.5,5,27,18.5,17,22,77.3,13,38,51,16,15,3,6,21,1,2,2016-11-14,2.0,1
DET,DET @ NYK,11/16/2016,48,102,42,85,49.4,8,23,34.8,10,12,83.3,8,32,40,19,11,6,1,14,-3,NYK,105,42,93,45.2,9,25,36.0,12,19,63.2,19,33,52,24,9,8,9,11,0,2,2016-11-16,2.0,0
DET,DET @ CLE,11/18/2016,48,81,29,93,31.2,6,19,31.6,17,20,85.0,11,33,44,23,7,5,4,15,-23,CLE,104,40,83,48.2,11,25,44.0,13,14,92.9,5,47,52,26,13,4,8,14,0,2,2016-11-18,2.0,0
DET,DET vs. BOS,11/19/2016,48,92,37,86,43.0,7,20,35.0,11,16,68.8,11,39,50,22,7,5,4,13,-2,BOS,94,33,82,40.2,12,31,38.7,16,17,94.1,9,37,46,22,8,3,7,13,1,1,2016-11-19,1.0,0
DET,DET vs. HOU,11/21/2016,48,96,36,87,41.4,7,17,41.2,17,24,70.8,12,27,39,19,14,7,3,20,-3,HOU,99,35,78,44.9,10,31,32.3,19,27,70.4,12,34,46,22,18,4,6,20,1,2,2016-11-21,2.0,0
DET,DET vs. MIA,11/23/2016,48,107,40,81,49.4,6,19,31.6,21,25,84.0,10,39,49,22,14,8,7,19,23,MIA,84,27,75,36.0,7,26,26.9,23,30,76.7,7,30,37,19,14,5,4,22,1,2,2016-11-23,2.0,1
DET,DET vs. LAC,11/25/2016,48,108,47,90,52.2,9,19,47.4,5,7,71.4,9,33,42,26,10,7,0,22,11,LAC,97,35,73,47.9,7,21,33.3,20,26,76.9,6,27,33,26,14,4,5,16,1,2,2016-11-25,2.0,1
DET,DET @ OKC,11/26/2016,48,88,37,82,45.1,1,19,5.3,13,17,76.5,6,26,32,11,9,7,1,20,-18,OKC,106,42,83,50.6,8,23,34.8,14,26,53.8,10,33,43,23,11,4,3,16,0,1,2016-11-26,1.0,0
DET,DET @ CHA,11/29/2016,48,112,45,92,48.9,12,28,42.9,10,11,90.9,9,35,44,21,12,7,4,19,23,CHA,89,31,78,39.7,9,27,33.3,18,21,85.7,5,35,40,21,13,7,5,16,0,3,2016-11-29,3.0,1
DET,DET @ BOS,11/30/2016,48,121,48,87,55.2,9,20,45.0,16,21,76.2,13,39,52,28,11,4,8,19,7,BOS,114,40,91,44.0,15,42,35.7,19,20,95.0,9,24,33,26,6,6,3,17,0,1,2016-11-30,1.0,1
DET,DET @ ATL,12/02/2016,48,121,48,89,53.9,17,29,58.6,8,12,66.7,11,43,54,28,15,4,3,15,36,ATL,85,32,88,36.4,6,24,25.0,15,20,75.0,6,26,32,22,7,6,2,12,0,2,2016-12-02,2.0,1
DET,DET vs. ORL,12/04/2016,48,92,38,86,44.2,10,27,37.0,6,13,46.2,10,34,44,16,13,8,3,12,-6,ORL,98,42,79,53.2,7,23,30.4,7,14,50.0,4,35,39,23,11,8,7,11,1,2,2016-12-04,2.0,0
DET,DET vs. CHI,12/06/2016,48,102,40,88,45.5,8,21,38.1,14,21,66.7,9,35,44,24,9,10,5,23,11,CHI,91,33,75,44.0,2,15,13.3,23,32,71.9,9,36,45,15,14,6,7,20,1,2,2016-12-06,2.0,1
DET,DET @ CHA,12/07/2016,48,77,34,89,38.2,4,27,14.8,5,8,62.5,7,50,57,21,13,3,8,18,-10,CHA,87,30,88,34.1,6,21,28.6,21,29,72.4,5,46,51,13,6,7,2,11,0,1,2016-12-07,1.0,0
DET,DET @ MIN,12/09/2016,48,117,42,84,50.0,14,29,48.3,19,23,82.6,11,31,42,23,7,6,1,23,27,MIN,90,37,78,47.4,3,16,18.8,13,20,65.0,7,30,37,19,12,4,2,16,0,2,2016-12-09,2.0,1
DET,DET vs. PHI,12/11/2016,48,79,32,82,39.0,5,19,26.3,10,14,71.4,10,24,34,15,15,15,2,18,-18,PHI,97,38,68,55.9,7,17,41.2,14,17,82.4,5,37,42,24,20,11,4,13,1,2,2016-12-11,2.0,0
DET,DET @ DAL,12/14/2016,48,95,36,71,50.7,5,17,29.4,18,22,81.8,10,40,50,18,19,4,2,19,10,DAL,85,32,78,41.0,8,25,32.0,13,16,81.3,6,24,30,19,12,13,3,22,0,3,2016-12-14,3.0,1
DET,DET @ WAS,12/16/2016,48,108,42,86,48.8,10,28,35.7,14,21,66.7,10,30,40,22,9,3,1,19,-14,WAS,122,44,77,57.1,12,25,48.0,22,27,81.5,3,33,36,30,6,6,1,23,0,2,2016-12-16,2.0,0
DET,DET vs. IND,12/17/2016,48,90,32,84,38.1,10,30,33.3,16,22,72.7,10,30,40,22,9,6,1,18,-15,IND,105,40,83,48.2,6,19,31.6,19,25,76.0,9,42,51,20,9,6,3,16,1,1,2016-12-17,1.0,0
DET,DET @ CHI,12/19/2016,48,82,34,83,41.0,3,23,13.0,11,13,84.6,10,22,32,19,11,8,3,8,-31,CHI,113,49,82,59.8,8,16,50.0,7,7,100.0,9,37,46,34,13,9,5,13,0,2,2016-12-19,2.0,0
DET,DET vs. MEM,12/21/2016,48,86,26,72,36.1,6,23,26.1,28,37,75.7,10,36,46,17,17,2,3,18,-12,MEM,98,35,82,42.7,12,30,40.0,16,19,84.2,7,31,38,25,9,9,4,26,1,2,2016-12-21,2.0,0
DET,DET vs. GSW,12/23/2016,48,113,43,85,50.6,10,29,34.5,17,28,60.7,5,31,36,22,14,12,3,22,-6,GSW,119,43,77,55.8,11,27,40.7,22,24,91.7,4,37,41,35,23,9,2,21,1,2,2016-12-23,2.0,0
DET,DET vs. CLE,12/26/2016,48,106,41,92,44.6,16,28,57.1,8,15,53.3,10,35,45,25,12,12,4,19,16,CLE,90,30,79,38.0,11,28,39.3,19,23,82.6,10,37,47,19,22,8,3,23,1,3,2016-12-26,3.0,1
DET,DET vs. MIL,12/28/2016,48,94,39,88,44.3,6,24,25.0,10,16,62.5,11,33,44,28,11,4,1,12,-25,MIL,119,48,84,57.1,11,22,50.0,12,16,75.0,3,35,38,36,7,8,5,14,1,2,2016-12-28,2.0,0
DET,DET @ ATL,12/30/2016,48,98,35,84,41.7,9,31,29.0,19,21,90.5,14,29,43,22,18,9,7,24,-7,ATL,105,39,88,44.3,8,26,30.8,19,25,76.0,12,32,44,29,15,10,2,21,0,2,2016-12-30,2.0,0
DET,DET @ MIA,01/01/2017,48,107,42,86,48.8,9,22,40.9,14,22,63.6,10,38,48,16,13,7,5,18,9,MIA,98,35,77,45.5,14,26,53.8,14,18,77.8,3,31,34,25,12,6,4,22,0,2,2017-01-01,2.0,1
DET,DET vs. IND,01/03/2017,48,116,48,97,49.5,10,29,34.5,10,12,83.3,16,26,42,31,10,5,5,19,-5,IND,121,43,74,58.1,9,16,56.3,26,30,86.7,6,28,34,26,11,7,7,8,1,2,2017-01-03,2.0,0
DET,DET vs. CHA,01/05/2017,48,115,39,97,40.2,10,28,35.7,27,32,84.4,16,40,56,24,7,2,6,23,1,CHA,114,37,91,40.7,10,26,38.5,30,34,88.2,8,41,49,20,5,4,5,23,1,2,2017-01-05,2.0,1
DET,DET @ POR,01/08/2017,58,125,54,105,51.4,8,25,32.0,9,12,75.0,6,35,41,19,10,14,3,16,1,POR,124,51,98,52.0,15,35,42.9,7,12,58.3,7,35,42,36,19,5,5,11,0,3,2017-01-08,3.0,1
DET,DET @ SAC,01/10/2017,48,94,36,82,43.9,12,27,44.4,10,16,62.5,8,27,35,14,12,12,9,24,-6,SAC,100,32,73,43.8,13,23,56.5,23,29,79.3,12,33,45,21,17,6,3,17,0,2,2017-01-10,2.0,0
DET,DET @ GSW,01/12/2017,48,107,43,88,48.9,6,28,21.4,15,20,75.0,9,31,40,20,20,10,4,19,-20,GSW,127,50,89,56.2,15,29,51.7,12,18,66.7,6,31,37,39,18,14,4,14,0,2,2017-01-12,2.0,0
DET,DET @ UTA,01/13/2017,48,77,30,76,39.5,6,17,35.3,11,16,68.8,3,32,35,15,13,5,4,16,-33,UTA,110,43,80,53.8,16,31,51.6,8,13,61.5,7,40,47,22,13,10,6,14,0,1,2017-01-13,1.0,0
DET,DET @ LAL,01/15/2017,48,102,41,95,43.2,9,25,36.0,11,16,68.8,10,36,46,24,7,6,6,22,5,LAL,97,36,83,43.4,6,26,23.1,19,24,79.2,9,41,50,19,15,2,4,18,0,2,2017-01-15,2.0,1
DET,DET vs. ATL,01/18/2017,48,118,45,91,49.5,10,25,40.0,18,28,64.3,18,42,60,27,13,6,0,29,23,ATL,95,30,78,38.5,6,25,24.0,29,37,78.4,8,24,32,22,13,1,4,21,1,3,2017-01-18,3.0,1
DET,DET vs. WAS,01/21/2017,48,113,43,87,49.4,11,28,39.3,16,22,72.7,13,36,49,25,20,9,4,27,1,WAS,112,39,91,42.9,8,26,30.8,26,33,78.8,13,34,47,23,11,12,3,22,1,3,2017-01-21,3.0,1
DET,DET vs. SAC,01/23/2017,48,104,41,82,50.0,10,28,35.7,12,17,70.6,6,32,38,27,16,8,1,21,-5,SAC,109,40,82,48.8,9,21,42.9,20,26,76.9,10,33,43,25,14,10,3,15,1,2,2017-01-23,2.0,0
DET,DET @ MIA,01/28/2017,48,103,46,89,51.7,4,12,33.3,7,12,58.3,13,29,42,11,12,6,3,16,-13,MIA,116,42,80,52.5,14,28,50.0,18,23,78.3,9,29,38,18,11,6,6,19,0,5,2017-01-28,5.0,0
DET,DET @ BOS,01/30/2017,48,109,43,97,44.3,3,27,11.1,20,29,69.0,12,39,51,18,7,6,7,23,-4,BOS,113,36,82,43.9,13,32,40.6,28,33,84.8,6,38,44,23,10,6,5,18,0,2,2017-01-30,2.0,0
DET,DET vs. NOP,02/01/2017,48,118,48,88,54.5,10,26,38.5,12,17,70.6,5,37,42,28,10,9,0,13,20,NOP,98,41,82,50.0,5,21,23.8,11,14,78.6,3,32,35,21,15,6,5,15,1,2,2017-02-01,2.0,1
DET,DET vs. MIN,02/03/2017,48,116,44,98,44.9,11,26,42.3,17,22,77.3,18,31,49,24,11,7,4,14,8,MIN,108,44,89,49.4,5,17,29.4,15,19,78.9,11,29,40,25,13,5,6,19,1,2,2017-02-03,2.0,1
DET,DET @ IND,02/04/2017,48,84,31,75,41.3,6,17,35.3,16,20,80.0,8,35,43,18,21,2,6,13,-21,IND,105,44,91,48.4,7,24,29.2,10,15,66.7,7,34,41,22,6,11,4,17,0,1,2017-02-04,1.0,0
DET,DET vs. PHI,02/06/2017,48,113,46,99,46.5,5,22,22.7,16,17,94.1,19,41,60,22,13,8,4,19,17,PHI,96,36,85,42.4,5,28,17.9,19,28,67.9,11,30,41,19,13,8,0,17,1,2,2017-02-06,2.0,1
DET,DET vs. LAL,02/08/2017,48,121,51,97,52.6,4,16,25.0,15,24,62.5,14,38,52,32,15,11,6,14,19,LAL,102,37,86,43.0,6,23,26.1,22,26,84.6,7,34,41,21,21,7,3,21,1,2,2017-02-08,2.0,1
DET,DET vs. SAS,02/10/2017,48,92,39,92,42.4,5,17,29.4,9,13,69.2,7,28,35,22,10,8,3,15,-11,SAS,103,41,82,50.0,9,19,47.4,12,15,80.0,11,41,52,27,20,4,5,18,1,2,2017-02-10,2.0,0
DET,DET @ TOR,02/12/2017,48,102,36,84,42.9,8,31,25.8,22,29,75.9,11,30,41,12,7,8,5,18,1,TOR,101,38,75,50.7,8,16,50.0,17,25,68.0,6,32,38,18,11,4,5,18,0,2,2017-02-12,2.0,1
DET,DET @ MIL,02/13/2017,48,89,34,78,43.6,7,21,33.3,14,19,73.7,12,32,44,17,17,4,1,18,-13,MIL,102,40,79,50.6,6,21,28.6,16,16,100.0,5,28,33,26,11,9,2,17,0,1,2017-02-13,1.0,0
DET,DET vs. DAL,02/15/2017,48,98,36,82,43.9,6,19,31.6,20,22,90.9,9,46,55,15,15,2,4,16,7,DAL,91,35,92,38.0,10,37,27.0,11,11,100.0,5,34,39,22,6,10,2,21,1,2,2017-02-15,2.0,1
DET,DET vs. CHA,02/23/2017,53,114,44,107,41.1,15,37,40.5,11,12,91.7,10,47,57,29,9,5,2,17,6,CHA,108,38,92,41.3,7,30,23.3,25,26,96.2,5,45,50,19,8,5,7,15,1,8,2017-02-23,8.0,1
DET,DET vs. BOS,02/26/2017,48,98,35,81,43.2,12,33,36.4,16,35,45.7,11,34,45,22,17,8,4,24,-6,BOS,104,34,85,40.0,12,35,34.3,24,30,80.0,9,43,52,22,16,9,1,26,1,3,2017-02-26,3.0,0
DET,DET vs. POR,02/28/2017,53,120,45,104,43.3,7,25,28.0,23,31,74.2,16,32,48,23,8,13,2,19,7,POR,113,44,84,52.4,10,25,40.0,15,22,68.2,8,42,50,25,24,5,5,25,1,2,2017-02-28,2.0,1
DET,DET @ NOP,03/01/2017,48,86,40,103,38.8,3,23,13.0,3,17,17.6,23,27,50,13,7,11,3,17,-23,NOP,109,39,78,50.0,9,25,36.0,22,23,95.7,8,45,53,18,14,6,4,15,0,1,2017-03-01,1.0,0
DET,DET @ PHI,03/04/2017,48,136,54,95,56.8,10,23,43.5,18,21,85.7,10,34,44,26,8,11,10,9,30,PHI,106,43,88,48.9,14,34,41.2,6,7,85.7,6,30,36,30,20,5,2,18,0,3,2017-03-04,3.0,1
DET,DET vs. CHI,03/06/2017,48,109,45,92,48.9,6,21,28.6,13,20,65.0,10,38,48,26,7,7,3,19,14,CHI,95,34,83,41.0,8,28,28.6,19,21,90.5,7,30,37,21,10,3,5,20,1,2,2017-03-06,2.0,1
DET,DET @ IND,03/08/2017,48,98,39,89,43.8,7,26,26.9,13,22,59.1,11,34,45,20,10,4,4,18,-17,IND,115,44,88,50.0,11,23,47.8,16,19,84.2,9,37,46,27,5,3,2,18,0,2,2017-03-08,2.0,0
DET,DET vs. CLE,03/09/2017,48,106,41,88,46.6,9,26,34.6,15,19,78.9,11,34,45,22,8,6,1,15,5,CLE,101,39,84,46.4,11,39,28.2,12,19,63.2,8,34,42,24,10,4,1,17,1,1,2017-03-09,1.0,1
DET,DET vs. NYK,03/11/2017,48,112,46,96,47.9,9,27,33.3,11,19,57.9,14,37,51,27,7,14,6,15,20,NYK,92,36,82,43.9,13,30,43.3,7,11,63.6,8,36,44,26,18,4,7,18,1,2,2017-03-11,2.0,1
DET,DET @ CLE,03/14/2017,48,96,37,99,37.4,4,19,21.1,18,19,94.7,16,29,45,20,8,6,1,19,-32,CLE,128,46,77,59.7,19,30,63.3,17,23,73.9,3,38,41,29,9,4,3,18,0,3,2017-03-14,3.0,0
DET,DET vs. UTA,03/15/2017,48,83,36,86,41.9,3,13,23.1,8,12,66.7,8,31,39,14,9,6,4,18,-14,UTA,97,36,77,46.8,13,28,46.4,12,16,75.0,6,37,43,28,17,6,5,15,1,1,2017-03-15,1.0,0
DET,DET vs. TOR,03/17/2017,48,75,29,83,34.9,3,20,15.0,14,21,66.7,12,37,49,14,13,5,5,17,-12,TOR,87,30,78,38.5,9,27,33.3,18,20,90.0,8,45,53,19,12,5,2,21,1,2,2017-03-17,2.0,0
DET,DET vs. PHX,03/19/2017,48,112,40,92,43.5,12,25,48.0,20,30,66.7,12,51,63,26,12,2,4,21,17,PHX,95,35,99,35.4,6,22,27.3,19,30,63.3,11,36,47,16,4,10,4,21,1,2,2017-03-19,2.0,1
DET,DET @ BKN,03/21/2017,48,96,40,92,43.5,5,23,21.7,11,16,68.8,10,41,51,17,7,8,8,17,-2,BKN,98,38,88,43.2,10,29,34.5,12,19,63.2,11,35,46,22,11,1,6,13,0,2,2017-03-21,2.0,0
DET,DET @ CHI,03/22/2017,48,95,39,88,44.3,7,20,35.0,10,17,58.8,16,28,44,18,16,6,1,17,-22,CHI,117,47,80,58.8,11,23,47.8,12,19,63.2,7,29,36,36,11,12,2,20,0,1,2017-03-22,1.0,0
DET,DET @ ORL,03/24/2017,48,87,34,96,35.4,2,22,9.1,17,20,85.0,12,38,50,21,9,3,3,17,-28,ORL,115,47,91,51.6,12,26,46.2,9,13,69.2,6,41,47,36,11,4,6,17,0,2,2017-03-24,2.0,0
DET,DET @ NYK,03/27/2017,48,95,36,84,42.9,9,23,39.1,14,21,66.7,12,30,42,18,20,4,3,16,-14,NYK,109,45,84,53.6,7,21,33.3,12,13,92.3,4,33,37,26,13,13,5,16,0,3,2017-03-27,3.0,0
DET,DET vs. MIA,03/28/2017,48,96,36,85,42.4,8,27,29.6,16,21,76.2,16,35,51,20,13,7,5,23,-1,MIA,97,36,79,45.6,5,21,23.8,20,28,71.4,11,33,44,18,13,5,4,18,1,1,2017-03-28,1.0,0
DET,DET vs. BKN,03/30/2017,48,90,36,86,41.9,7,18,38.9,11,17,64.7,11,42,53,20,16,6,7,11,1,BKN,89,35,92,38.0,10,31,32.3,9,12,75.0,8,38,46,17,13,4,4,16,1,2,2017-03-30,2.0,1
DET,DET @ MIL,03/31/2017,53,105,44,97,45.4,7,30,23.3,10,16,62.5,13,41,54,25,12,8,4,27,-3,MIL,108,35,84,41.7,14,36,38.9,24,34,70.6,9,39,48,25,12,6,3,18,0,1,2017-03-31,1.0,0
DET,DET vs. TOR,04/05/2017,48,102,42,81,51.9,7,21,33.3,11,18,61.1,12,33,45,22,14,5,4,21,-3,TOR,105,41,87,47.1,10,30,33.3,13,15,86.7,7,29,36,29,12,7,2,14,1,5,2017-04-05,5.0,0
DET,DET @ HOU,04/07/2017,48,114,46,108,42.6,9,26,34.6,13,16,81.3,18,37,55,27,6,5,1,17,5,HOU,109,36,87,41.4,16,51,31.4,21,28,75.0,9,40,49,25,14,3,6,15,0,2,2017-04-07,2.0,1
DET,DET @ MEM,04/09/2017,48,103,39,82,47.6,14,28,50.0,11,16,68.8,15,31,46,21,18,8,2,12,13,MEM,90,36,75,48.0,9,21,42.9,9,13,69.2,6,24,30,23,15,12,3,16,0,2,2017-04-09,2.0,1
DET,DET vs. WAS,04/10/2017,48,101,43,94,45.7,10,26,38.5,5,5,100.0,6,30,36,22,10,9,2,18,-4,WAS,105,42,83,50.6,7,19,36.8,14,16,87.5,9,39,48,27,17,8,5,13,1,1,2017-04-10,1.0,0
DET,DET @ ORL,04/12/2017,48,109,41,106,38.7,11,36,30.6,16,28,57.1,17,36,53,20,8,6,3,15,-4,ORL,113,42,87,48.3,13,25,52.0,16,17,94.1,6,45,51,27,11,7,6,22,0,2,2017-04-12,2.0,0
GSW,GSW vs. SAS,10/25/2016,48,100,40,85,47.1,7,33,21.2,13,18,72.2,8,27,35,24,16,11,6,19,-29,SAS,129,47,98,48.0,12,24,50.0,23,26,88.5,21,34,55,25,14,13,3,19,1,0,2016-10-25,-169.0,0
GSW,GSW @ NOP,10/28/2016,48,122,44,91,48.4,9,28,32.1,25,28,89.3,9,40,49,32,14,8,2,22,8,NOP,114,47,100,47.0,5,22,22.7,15,23,65.2,12,37,49,29,15,8,5,24,0,3,2016-10-28,3.0,1
GSW,GSW @ PHX,10/30/2016,48,106,35,83,42.2,8,29,27.6,28,33,84.8,7,36,43,27,16,6,5,23,6,PHX,100,37,90,41.1,8,23,34.8,18,25,72.0,11,39,50,19,12,10,6,26,0,2,2016-10-30,2.0,1
GSW,GSW @ POR,11/01/2016,48,127,50,89,56.2,10,26,38.5,17,23,73.9,7,38,45,36,16,14,4,19,23,POR,104,37,86,43.0,14,39,35.9,16,21,76.2,6,26,32,23,18,12,4,17,0,2,2016-11-01,2.0,1
GSW,GSW vs. OKC,11/03/2016,48,122,46,89,51.7,14,30,46.7,16,20,80.0,15,31,46,27,16,9,14,18,26,OKC,96,35,87,40.2,10,27,37.0,16,28,57.1,13,28,41,20,16,8,6,20,1,2,2016-11-03,2.0,1
GSW,GSW @ LAL,11/04/2016,48,97,39,86,45.3,5,32,15.6,14,20,70.0,9,31,40,26,20,13,3,13,-20,LAL,117,45,95,47.4,8,30,26.7,19,21,90.5,16,35,51,26,16,9,5,19,0,1,2016-11-04,1.0,0
GSW,GSW vs. NOP,11/07/2016,48,116,45,90,50.0,16,35,45.7,10,12,83.3,10,28,38,35,15,14,4,17,10,NOP,106,39,80,48.8,7,21,33.3,21,27,77.8,11,32,43,26,20,8,1,16,1,3,2016-11-07,3.0,1
GSW,GSW vs. DAL,11/09/2016,48,116,43,74,58.1,17,33,51.5,13,22,59.1,5,34,39,33,15,3,5,22,21,DAL,95,34,86,39.5,6,28,21.4,21,28,75.0,13,29,42,20,7,10,2,20,1,2,2016-11-09,2.0,1
GSW,GSW @ DEN,11/10/2016,48,125,46,85,54.1,14,30,46.7,19,20,95.0,9,35,44,33,15,15,6,18,24,DEN,101,38,94,40.4,13,36,36.1,12,17,70.6,17,27,44,26,19,7,3,18,0,1,2016-11-10,1.0,1
GSW,GSW vs. PHX,11/13/2016,48,133,45,87,51.7,16,33,48.5,27,31,87.1,8,35,43,32,16,8,7,20,13,PHX,120,46,90,51.1,8,24,33.3,20,26,76.9,8,30,38,27,13,10,3,29,1,3,2016-11-13,3.0,1
GSW,GSW @ TOR,11/16/2016,48,127,44,87,50.6,13,36,36.1,26,28,92.9,7,28,35,33,12,9,7,25,6,TOR,121,37,82,45.1,10,25,40.0,37,41,90.2,13,33,46,16,15,8,1,22,0,3,2016-11-16,3.0,1
GSW,GSW @ BOS,11/18/2016,48,104,44,90,48.9,9,28,32.1,7,12,58.3,9,41,50,33,11,10,7,20,16,BOS,88,31,83,37.3,11,32,34.4,15,19,78.9,7,36,43,19,13,6,3,12,0,2,2016-11-18,2.0,1
GSW,GSW @ MIL,11/19/2016,48,124,42,95,44.2,14,38,36.8,26,32,81.3,18,27,45,30,12,8,5,25,3,MIL,121,46,89,51.7,10,20,50.0,19,25,76.0,10,31,41,27,13,7,1,23,0,1,2016-11-19,1.0,1
GSW,GSW @ IND,11/21/2016,48,120,40,90,44.4,13,36,36.1,27,32,84.4,12,48,60,31,12,9,10,17,37,IND,83,33,103,32.0,6,23,26.1,11,12,91.7,15,34,49,13,13,5,4,23,0,2,2016-11-21,2.0,1
GSW,GSW vs. LAL,11/23/2016,48,149,53,86,61.6,19,36,52.8,24,35,68.6,6,42,48,47,10,7,5,20,43,LAL,106,40,93,43.0,8,20,40.0,18,22,81.8,7,30,37,22,12,5,1,25,1,2,2016-11-23,2.0,1
GSW,GSW @ LAL,11/25/2016,48,109,43,83,51.8,11,28,39.3,12,17,70.6,4,40,44,31,18,10,10,21,24,LAL,85,32,90,35.6,5,22,22.7,16,23,69.6,14,31,45,20,18,12,3,16,0,2,2016-11-25,2.0,1
GSW,GSW vs. MIN,11/26/2016,48,115,45,81,55.6,11,22,50.0,14,17,82.4,12,33,45,25,18,9,8,14,13,MIN,102,41,89,46.1,10,35,28.6,10,12,83.3,8,24,32,22,14,8,3,15,1,1,2016-11-26,1.0,1
GSW,GSW vs. ATL,11/28/2016,48,105,37,85,43.5,12,35,34.3,19,24,79.2,7,34,41,25,15,6,10,20,5,ATL,100,36,85,42.4,7,29,24.1,21,30,70.0,13,37,50,20,19,11,4,22,1,2,2016-11-28,2.0,1
GSW,GSW vs. HOU,12/01/2016,58,127,43,104,41.3,12,44,27.3,29,37,78.4,13,41,54,31,17,12,7,27,-5,HOU,132,48,108,44.4,14,44,31.8,22,30,73.3,15,41,56,26,21,11,4,28,1,3,2016-12-01,3.0,0
