TEAM,MATCH UP,GAME DATE,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,OPP_TEAM,OPP_PTS,OPP_FGM,OPP_FGA,OPP_FG%,OPP_3PM,OPP_3PA,OPP_3P%,OPP_FTM,OPP_FTA,OPP_FT%,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_PF,Home/Away,Rest,temp,diff,WIN
MIA,MIA vs. HOU,01/17/2017,48,109,42,90,46.7,9,29,31.0,16,24,66.7,11,41,52,21,16,11,1,24,6,HOU,103,36,90,40.0,9,39,23.1,22,28,78.6,11,38,49,21,18,8,3,16,1,4,2017-01-17,4.0,1
MIA,MIA vs. DAL,01/19/2017,48,99,35,73,47.9,9,20,45.0,20,29,69.0,6,34,40,16,13,4,1,15,4,DAL,95,37,82,45.1,14,36,38.9,7,11,63.6,5,28,33,17,10,4,3,20,1,2,2017-01-19,2.0,1
MIA,MIA vs. MIL,01/21/2017,48,109,41,77,53.2,13,30,43.3,14,22,63.6,5,34,39,18,12,8,3,24,12,MIL,97,33,79,41.8,6,18,33.3,25,32,78.1,12,29,41,17,11,6,2,18,1,2,2017-01-21,2.0,1
MIA,MIA vs. GSW,01/23/2017,48,105,38,86,44.2,13,30,43.3,16,27,59.3,11,34,45,20,15,9,4,19,3,GSW,102,41,88,46.6,8,30,26.7,12,20,60.0,7,36,43,27,14,9,4,20,1,2,2017-01-23,2.0,1
MIA,MIA @ BKN,01/25/2017,48,109,40,83,48.2,11,23,47.8,18,25,72.0,6,34,40,23,13,7,6,25,3,BKN,106,35,80,43.8,13,35,37.1,23,26,88.5,4,29,33,20,15,3,4,25,0,2,2017-01-25,2.0,1
MIA,MIA @ CHI,01/27/2017,48,100,41,89,46.1,9,24,37.5,9,11,81.8,7,33,40,25,12,14,2,17,12,CHI,88,33,78,42.3,3,13,23.1,19,25,76.0,9,34,43,19,21,7,9,12,0,2,2017-01-27,2.0,1
MIA,MIA vs. DET,01/28/2017,48,116,42,80,52.5,14,28,50.0,18,23,78.3,9,29,38,18,11,6,6,19,13,DET,103,46,89,51.7,4,12,33.3,7,12,58.3,13,29,42,11,12,6,3,16,1,1,2017-01-28,1.0,1
MIA,MIA vs. BKN,01/30/2017,48,104,39,82,47.6,11,26,42.3,15,23,65.2,5,29,34,22,11,9,8,18,8,BKN,96,37,87,42.5,4,26,15.4,18,22,81.8,15,38,53,16,16,7,4,23,1,2,2017-01-30,2.0,1
MIA,MIA vs. ATL,02/01/2017,48,116,45,93,48.4,12,32,37.5,14,19,73.7,10,37,47,23,13,10,11,18,23,ATL,93,34,86,39.5,7,26,26.9,18,21,85.7,9,34,43,13,16,10,6,14,1,2,2017-02-01,2.0,1
MIA,MIA vs. PHI,02/04/2017,48,125,48,82,58.5,12,22,54.5,17,23,73.9,10,39,49,28,21,6,5,24,23,PHI,102,35,84,41.7,6,23,26.1,26,31,83.9,6,27,33,20,15,10,1,21,1,3,2017-02-04,3.0,1
MIA,MIA @ MIN,02/06/2017,48,115,45,86,52.3,15,28,53.6,10,14,71.4,13,25,38,27,17,5,5,21,2,MIN,113,43,80,53.8,5,11,45.5,22,28,78.6,8,26,34,25,11,13,1,15,0,2,2017-02-06,2.0,1
MIA,MIA @ MIL,02/08/2017,48,106,41,86,47.7,11,33,33.3,13,18,72.2,14,34,48,23,16,5,5,21,18,MIL,88,33,71,46.5,6,15,40.0,16,28,57.1,5,28,33,18,13,10,4,18,0,2,2017-02-08,2.0,1
MIA,MIA @ BKN,02/10/2017,48,108,41,92,44.6,7,23,30.4,19,21,90.5,13,33,46,16,14,11,7,21,9,BKN,99,35,81,43.2,8,20,40.0,21,28,75.0,15,33,48,19,22,4,6,18,0,2,2017-02-10,2.0,1
MIA,MIA @ PHI,02/11/2017,48,109,39,85,45.9,7,24,29.2,24,28,85.7,11,38,49,15,20,4,4,27,-8,PHI,117,39,86,45.3,9,25,36.0,30,38,78.9,11,27,38,27,10,15,8,21,0,1,2017-02-11,1.0,0
MIA,MIA vs. ORL,02/13/2017,48,107,39,83,47.0,6,22,27.3,23,27,85.2,6,31,37,14,15,7,7,25,-9,ORL,116,44,90,48.9,8,14,57.1,20,29,69.0,15,37,52,18,14,9,3,22,1,2,2017-02-13,2.0,0
MIA,MIA @ HOU,02/15/2017,48,117,44,84,52.4,13,35,37.1,16,24,66.7,12,34,46,27,12,3,7,20,8,HOU,109,36,87,41.4,13,40,32.5,24,31,77.4,15,26,41,22,8,6,1,23,0,2,2017-02-15,2.0,1
MIA,MIA @ ATL,02/24/2017,48,108,40,99,40.4,17,37,45.9,11,13,84.6,15,39,54,30,13,7,5,27,18,ATL,90,30,79,38.0,6,20,30.0,24,36,66.7,8,37,45,14,10,7,6,12,0,9,2017-02-24,9.0,1
MIA,MIA vs. IND,02/25/2017,48,113,38,78,48.7,13,31,41.9,24,31,77.4,11,32,43,23,17,9,5,19,18,IND,95,34,85,40.0,4,12,33.3,23,26,88.5,13,30,43,21,15,8,4,24,1,1,2017-02-25,1.0,1
MIA,MIA @ DAL,02/27/2017,48,89,37,83,44.6,9,26,34.6,6,13,46.2,13,32,45,21,14,11,4,18,-7,DAL,96,33,76,43.4,9,18,50.0,21,23,91.3,11,31,42,18,13,5,2,13,0,2,2017-02-27,2.0,0
MIA,MIA vs. PHI,03/01/2017,48,125,49,90,54.4,13,30,43.3,14,21,66.7,8,34,42,24,13,9,12,18,27,PHI,98,37,85,43.5,6,17,35.3,18,22,81.8,10,30,40,16,19,7,4,22,1,2,2017-03-01,2.0,1
MIA,MIA @ ORL,03/03/2017,48,99,35,91,38.5,8,28,28.6,21,25,84.0,13,33,46,20,9,7,5,16,-11,ORL,110,45,90,50.0,5,17,29.4,15,19,78.9,8,39,47,27,9,7,6,13,0,2,2017-03-03,2.0,0
MIA,MIA vs. CLE,03/04/2017,48,120,46,88,52.3,18,34,52.9,10,12,83.3,15,33,48,20,11,6,4,19,28,CLE,92,35,73,47.9,11,27,40.7,11,18,61.1,8,25,33,20,16,4,1,16,1,1,2017-03-04,1.0,1
MIA,MIA @ CLE,03/06/2017,48,106,39,91,42.9,16,35,45.7,12,14,85.7,8,30,38,23,8,7,6,19,8,CLE,98,35,78,44.9,9,27,33.3,19,29,65.5,11,41,52,15,17,3,6,15,0,2,2017-03-06,2.0,1
MIA,MIA vs. CHA,03/08/2017,48,108,37,85,43.5,17,41,41.5,17,24,70.8,13,33,46,22,13,8,7,18,7,CHA,101,37,80,46.3,7,21,33.3,20,21,95.2,6,33,39,14,12,7,8,17,1,2,2017-03-08,2.0,1
MIA,MIA vs. TOR,03/11/2017,48,104,35,72,48.6,11,28,39.3,23,33,69.7,3,32,35,21,12,8,10,19,15,TOR,89,33,88,37.5,2,15,13.3,21,25,84.0,16,32,48,7,13,6,5,20,1,3,2017-03-11,3.0,1
MIA,MIA @ IND,03/12/2017,48,98,39,94,41.5,9,32,28.1,11,16,68.8,19,35,54,18,12,4,4,22,-4,IND,102,35,82,42.7,5,15,33.3,27,32,84.4,11,35,46,12,9,2,4,15,0,1,2017-03-12,1.0,0
MIA,MIA vs. NOP,03/15/2017,48,120,44,87,50.6,16,35,45.7,16,19,84.2,12,33,45,23,16,9,3,22,8,NOP,112,42,88,47.7,9,22,40.9,19,28,67.9,8,30,38,21,15,9,5,13,1,3,2017-03-15,3.0,1
MIA,MIA vs. MIN,03/17/2017,48,123,50,85,58.8,8,26,30.8,15,19,78.9,10,30,40,29,15,6,9,16,18,MIN,105,41,82,50.0,2,12,16.7,21,22,95.5,9,19,28,14,11,6,6,21,1,2,2017-03-17,2.0,1
MIA,MIA vs. POR,03/19/2017,48,104,41,88,46.6,9,30,30.0,13,20,65.0,13,26,39,18,9,8,8,22,-11,POR,115,42,83,50.6,13,26,50.0,18,24,75.0,13,30,43,13,12,4,6,20,1,2,2017-03-19,2.0,0
MIA,MIA vs. PHX,03/21/2017,48,112,42,96,43.8,11,27,40.7,17,23,73.9,17,32,49,17,15,13,5,25,15,PHX,97,36,82,43.9,4,16,25.0,21,29,72.4,10,31,41,14,24,5,5,23,1,2,2017-03-21,2.0,1
MIA,MIA vs. TOR,03/23/2017,48,84,32,82,39.0,6,23,26.1,14,23,60.9,10,26,36,20,17,8,11,23,-17,TOR,101,35,79,44.3,6,23,26.1,25,32,78.1,11,40,51,10,18,9,3,21,1,2,2017-03-23,2.0,0
MIA,MIA @ BOS,03/26/2017,48,108,41,91,45.1,7,29,24.1,19,24,79.2,16,24,40,19,16,9,5,22,-4,BOS,112,41,77,53.2,8,24,33.3,22,25,88.0,8,27,35,32,19,8,3,19,0,3,2017-03-26,3.0,0
MIA,MIA @ DET,03/28/2017,48,97,36,79,45.6,5,21,23.8,20,28,71.4,11,33,44,18,13,5,4,18,1,DET,96,36,85,42.4,8,27,29.6,16,21,76.2,16,35,51,20,13,7,5,23,0,2,2017-03-28,2.0,1
MIA,MIA @ NYK,03/29/2017,48,105,40,84,47.6,12,25,48.0,13,17,76.5,8,32,40,18,11,11,7,23,17,NYK,88,33,89,37.1,5,25,20.0,17,21,81.0,17,35,52,19,16,2,6,16,0,1,2017-03-29,1.0,1
MIA,MIA vs. NYK,03/31/2017,48,94,34,83,41.0,8,33,24.2,18,25,72.0,11,30,41,17,14,5,4,17,-4,NYK,98,38,80,47.5,6,16,37.5,16,17,94.1,8,31,39,25,14,9,5,18,1,2,2017-03-31,2.0,0
MIA,MIA vs. DEN,04/02/2017,48,113,42,87,48.3,13,27,48.1,16,21,76.2,7,34,41,26,11,3,9,22,-3,DEN,116,44,87,50.6,5,20,25.0,23,27,85.2,6,34,40,25,8,9,6,14,1,2,2017-04-02,2.0,0
MIA,MIA @ CHA,04/05/2017,48,112,40,84,47.6,21,40,52.5,11,12,91.7,7,33,40,23,8,5,7,16,13,CHA,99,35,78,44.9,8,25,32.0,21,24,87.5,4,32,36,19,6,2,7,15,0,3,2017-04-05,3.0,1
MIA,MIA @ TOR,04/07/2017,48,94,33,83,39.8,8,23,34.8,20,29,69.0,14,30,44,16,19,10,5,21,-2,TOR,96,35,85,41.2,9,20,45.0,17,24,70.8,12,32,44,14,18,10,4,24,0,2,2017-04-07,2.0,0
MIA,MIA @ WAS,04/08/2017,48,106,37,80,46.3,7,18,38.9,25,36,69.4,8,28,36,23,13,13,7,19,3,WAS,103,39,81,48.1,8,22,36.4,17,22,77.3,12,32,44,21,20,7,6,24,0,1,2017-04-08,1.0,1
MIA,MIA vs. CLE,04/10/2017,53,124,44,95,46.3,12,33,36.4,24,34,70.6,9,37,46,28,13,9,3,26,3,CLE,121,44,89,49.4,14,35,40.0,19,22,86.4,7,40,47,19,21,7,4,25,1,2,2017-04-10,2.0,1
MIA,MIA vs. WAS,04/12/2017,48,110,46,88,52.3,8,24,33.3,10,12,83.3,14,37,51,19,18,2,4,13,8,WAS,102,42,87,48.3,7,26,26.9,11,14,78.6,8,26,34,18,11,9,0,13,1,2,2017-04-12,2.0,1
MIL,MIL vs. CHA,10/26/2016,48,96,39,92,42.4,3,16,18.8,15,20,75.0,10,36,46,23,8,4,5,22,-11,CHA,107,40,89,44.9,7,23,30.4,20,24,83.3,11,40,51,27,10,5,10,22,1,0,2016-10-26,-168.0,0
MIL,MIL vs. BKN,10/29/2016,48,110,41,88,46.6,8,22,36.4,20,24,83.3,8,36,44,25,14,14,5,23,2,BKN,108,37,84,44.0,11,34,32.4,23,28,82.1,11,34,45,23,18,12,6,22,1,3,2016-10-29,3.0,1
MIL,MIL @ DET,10/30/2016,48,83,34,87,39.1,4,17,23.5,11,14,78.6,10,30,40,22,12,10,4,16,-15,DET,98,39,88,44.3,5,20,25.0,15,20,75.0,16,42,58,23,16,8,4,14,0,1,2016-10-30,1.0,0
MIL,MIL @ NOP,11/01/2016,48,117,44,91,48.4,10,32,31.3,19,21,90.5,11,38,49,30,16,9,5,25,4,NOP,113,36,82,43.9,9,26,34.6,32,41,78.0,9,33,42,23,13,13,5,17,0,2,2016-11-01,2.0,1
MIL,MIL vs. IND,11/03/2016,48,125,47,82,57.3,12,27,44.4,19,24,79.2,12,29,41,32,21,10,6,23,18,IND,107,38,81,46.9,10,23,43.5,21,27,77.8,10,22,32,29,21,14,4,23,1,2,2016-11-03,2.0,1
MIL,MIL vs. SAC,11/05/2016,48,117,41,82,50.0,14,33,42.4,21,25,84.0,17,36,53,28,17,12,10,22,26,SAC,91,33,84,39.3,10,28,35.7,15,19,78.9,13,23,36,27,15,8,3,19,1,2,2016-11-05,2.0,1
MIL,MIL @ DAL,11/06/2016,53,75,30,82,36.6,6,29,20.7,9,12,75.0,9,42,51,14,27,11,2,26,-11,DAL,86,33,88,37.5,9,38,23.7,11,12,91.7,10,36,46,14,16,12,2,20,0,1,2016-11-06,1.0,0
MIL,MIL vs. NOP,11/10/2016,48,106,40,91,44.0,6,18,33.3,20,25,80.0,11,37,48,23,11,4,5,20,-6,NOP,112,39,89,43.8,9,25,36.0,25,27,92.6,11,36,47,22,10,9,7,19,1,4,2016-11-10,4.0,0
MIL,MIL vs. MEM,11/12/2016,48,106,36,68,52.9,7,18,38.9,27,36,75.0,5,30,35,20,14,9,5,20,10,MEM,96,35,78,44.9,6,30,20.0,20,21,95.2,3,29,32,20,13,8,4,26,1,2,2016-11-12,2.0,1
MIL,MIL @ ATL,11/16/2016,48,100,39,98,39.8,8,32,25.0,14,18,77.8,15,32,47,25,15,9,2,25,-7,ATL,107,35,72,48.6,10,32,31.3,27,31,87.1,3,36,39,29,16,6,8,17,0,4,2016-11-16,4.0,0
MIL,MIL @ MIA,11/17/2016,48,73,28,85,32.9,7,23,30.4,10,13,76.9,12,36,48,20,15,4,8,20,-23,MIA,96,39,97,40.2,7,30,23.3,11,21,52.4,17,42,59,19,8,5,8,18,0,1,2016-11-17,1.0,0
MIL,MIL vs. GSW,11/19/2016,48,121,46,89,51.7,10,20,50.0,19,25,76.0,10,31,41,27,13,7,1,23,-3,GSW,124,42,95,44.2,14,38,36.8,26,32,81.3,18,27,45,30,12,8,5,25,1,2,2016-11-19,2.0,0
MIL,MIL vs. ORL,11/21/2016,48,93,35,86,40.7,8,29,27.6,15,21,71.4,7,30,37,25,14,16,9,22,4,ORL,89,32,77,41.6,7,25,28.0,18,24,75.0,10,44,54,21,25,8,5,18,1,2,2016-11-21,2.0,1
MIL,MIL vs. TOR,11/25/2016,48,99,40,79,50.6,12,29,41.4,7,12,58.3,7,31,38,26,11,4,2,19,-6,TOR,105,38,82,46.3,14,32,43.8,15,19,78.9,11,27,38,18,10,3,5,17,1,4,2016-11-25,4.0,0
MIL,MIL @ ORL,11/27/2016,48,104,41,86,47.7,8,24,33.3,14,20,70.0,10,43,53,24,11,6,6,16,8,ORL,96,38,92,41.3,7,28,25.0,13,17,76.5,10,36,46,24,8,6,5,17,0,2,2016-11-27,2.0,1
MIL,MIL vs. CLE,11/29/2016,48,118,46,86,53.5,7,19,36.8,19,23,82.6,10,33,43,27,17,15,6,22,17,CLE,101,32,75,42.7,14,39,35.9,23,31,74.2,7,28,35,17,20,7,6,19,1,2,2016-11-29,2.0,1
MIL,MIL @ BKN,12/01/2016,48,111,36,80,45.0,15,34,44.1,24,29,82.8,14,34,48,23,19,8,10,18,18,BKN,93,34,89,38.2,12,40,30.0,13,16,81.3,12,28,40,20,18,9,9,22,0,2,2016-12-01,2.0,1
MIL,MIL vs. BKN,12/03/2016,48,112,40,85,47.1,6,24,25.0,26,36,72.2,7,39,46,25,12,9,10,24,9,BKN,103,34,91,37.4,11,41,26.8,24,33,72.7,10,36,46,21,14,6,5,26,1,2,2016-12-03,2.0,1
MIL,MIL vs. SAS,12/05/2016,48,96,30,73,41.1,6,24,25.0,30,34,88.2,7,36,43,16,14,4,7,16,-1,SAS,97,40,93,43.0,8,28,28.6,9,14,64.3,12,34,46,26,15,6,5,22,1,2,2016-12-05,2.0,0
MIL,MIL vs. POR,12/07/2016,48,115,40,77,51.9,10,24,41.7,25,37,67.6,5,36,41,19,10,8,7,13,8,POR,107,37,85,43.5,17,40,42.5,16,19,84.2,10,34,44,25,16,7,4,22,1,2,2016-12-07,2.0,1
MIL,MIL vs. ATL,12/09/2016,48,110,44,94,46.8,12,28,42.9,10,14,71.4,9,34,43,26,15,11,5,25,-4,ATL,114,40,84,47.6,12,34,35.3,22,29,75.9,9,37,46,32,18,7,8,11,1,2,2016-12-09,2.0,0
MIL,MIL @ WAS,12/10/2016,48,105,40,79,50.6,13,25,52.0,12,15,80.0,7,33,40,22,20,1,3,21,-5,WAS,110,40,88,45.5,8,21,38.1,22,28,78.6,12,28,40,29,10,10,3,17,0,1,2016-12-10,1.0,0
MIL,MIL @ TOR,12/12/2016,48,100,42,89,47.2,4,24,16.7,12,17,70.6,12,25,37,27,11,8,3,20,-22,TOR,122,42,81,51.9,14,25,56.0,24,28,85.7,14,32,46,26,14,7,2,18,0,2,2016-12-12,2.0,0
MIL,MIL vs. CHI,12/15/2016,48,108,45,95,47.4,11,20,55.0,7,13,53.8,13,29,42,32,8,8,5,20,11,CHI,97,35,74,47.3,5,20,25.0,22,29,75.9,6,35,41,23,17,5,3,16,1,3,2016-12-15,3.0,1
MIL,MIL @ CHI,12/16/2016,48,95,38,82,46.3,10,25,40.0,9,13,69.2,11,42,53,26,12,7,4,14,26,CHI,69,28,92,30.4,5,21,23.8,8,15,53.3,19,31,50,17,12,7,2,14,0,1,2016-12-16,1.0,1
MIL,MIL vs. CLE,12/20/2016,53,108,40,87,46.0,7,27,25.9,21,29,72.4,11,40,51,22,15,6,6,21,-6,CLE,114,37,91,40.7,17,40,42.5,23,27,85.2,9,34,43,19,10,5,2,21,1,4,2016-12-20,4.0,0
MIL,MIL @ CLE,12/21/2016,48,102,36,77,46.8,9,22,40.9,21,29,72.4,6,33,39,24,9,7,8,21,-11,CLE,113,43,87,49.4,15,27,55.6,12,19,63.2,9,33,42,30,12,3,7,20,0,1,2016-12-21,1.0,0
MIL,MIL vs. WAS,12/23/2016,48,123,45,80,56.3,9,25,36.0,24,27,88.9,8,33,41,29,12,8,6,16,27,WAS,96,37,79,46.8,7,24,29.2,15,18,83.3,5,25,30,24,15,2,2,21,1,2,2016-12-23,2.0,1
MIL,MIL @ WAS,12/26/2016,48,102,40,87,46.0,6,20,30.0,16,23,69.6,12,30,42,27,14,8,2,19,-5,WAS,107,40,79,50.6,12,29,41.4,15,20,75.0,7,33,40,29,17,7,6,16,0,3,2016-12-26,3.0,0
MIL,MIL @ DET,12/28/2016,48,119,48,84,57.1,11,22,50.0,12,16,75.0,3,35,38,36,7,8,5,14,25,DET,94,39,88,44.3,6,24,25.0,10,16,62.5,11,33,44,28,11,4,1,12,0,2,2016-12-28,2.0,1
MIL,MIL @ MIN,12/30/2016,48,99,40,74,54.1,8,18,44.4,11,17,64.7,7,22,29,22,14,4,4,19,-17,MIN,116,43,77,55.8,13,25,52.0,17,21,81.0,8,26,34,30,11,8,5,17,0,2,2016-12-30,2.0,0
MIL,MIL @ CHI,12/31/2016,48,116,43,76,56.6,9,15,60.0,21,27,77.8,8,34,42,29,12,7,8,19,20,CHI,96,33,83,39.8,10,27,37.0,20,28,71.4,14,23,37,23,11,9,5,21,0,1,2016-12-31,1.0,1
MIL,MIL vs. OKC,01/02/2017,48,98,38,79,48.1,7,19,36.8,15,24,62.5,7,32,39,21,12,4,4,17,4,OKC,94,36,78,46.2,9,27,33.3,13,19,68.4,8,32,40,20,11,7,5,20,1,2,2017-01-02,2.0,1
MIL,MIL @ NYK,01/04/2017,48,105,37,78,47.4,9,28,32.1,22,31,71.0,7,35,42,20,13,7,5,15,1,NYK,104,42,94,44.7,13,28,46.4,7,12,58.3,15,31,46,26,13,9,3,19,0,2,2017-01-04,2.0,1
MIL,MIL vs. NYK,01/06/2017,48,111,39,78,50.0,12,22,54.5,21,28,75.0,6,29,35,24,15,9,11,19,-5,NYK,116,41,83,49.4,13,23,56.5,21,27,77.8,11,29,40,29,16,5,6,21,1,2,2017-01-06,2.0,0
MIL,MIL vs. WAS,01/08/2017,48,101,37,80,46.3,9,23,39.1,18,20,90.0,5,27,32,25,16,14,3,20,-6,WAS,107,41,84,48.8,10,32,31.3,15,18,83.3,13,36,49,23,21,10,4,22,1,2,2017-01-08,2.0,0
MIL,MIL @ SAS,01/10/2017,48,109,44,84,52.4,10,19,52.6,11,13,84.6,11,27,38,32,12,8,6,18,2,SAS,107,42,88,47.7,12,30,40.0,11,14,78.6,13,28,41,22,15,5,7,10,0,2,2017-01-10,2.0,1
MIL,MIL vs. MIA,01/13/2017,48,116,40,80,50.0,9,15,60.0,27,31,87.1,13,33,46,28,13,8,6,18,8,MIA,108,41,83,49.4,12,32,37.5,14,18,77.8,4,23,27,33,8,6,8,21,1,3,2017-01-13,3.0,1
MIL,MIL @ ATL,01/15/2017,48,98,39,79,49.4,6,19,31.6,14,18,77.8,13,23,36,25,17,11,4,25,-13,ATL,111,42,80,52.5,13,26,50.0,14,18,77.8,14,23,37,29,19,9,4,20,0,2,2017-01-15,2.0,0
MIL,MIL vs. PHI,01/16/2017,48,104,42,89,47.2,5,14,35.7,15,22,68.2,10,28,38,23,13,8,5,23,-9,PHI,113,35,78,44.9,14,37,37.8,29,36,80.6,13,38,51,25,19,8,9,23,1,1,2017-01-16,1.0,0
MIL,MIL @ HOU,01/18/2017,48,92,37,93,39.8,7,28,25.0,11,14,78.6,15,35,50,26,18,8,8,14,-19,HOU,111,43,95,45.3,14,44,31.8,11,15,73.3,13,33,46,25,10,9,12,17,0,2,2017-01-18,2.0,0
MIL,MIL @ ORL,01/20/2017,48,96,34,83,41.0,10,25,40.0,18,26,69.2,10,30,40,21,12,6,3,25,-16,ORL,112,40,87,46.0,8,28,28.6,24,31,77.4,14,39,53,25,10,9,6,24,0,2,2017-01-20,2.0,0
MIL,MIL @ MIA,01/21/2017,48,97,33,79,41.8,6,18,33.3,25,32,78.1,12,29,41,17,11,6,2,18,-12,MIA,109,41,77,53.2,13,30,43.3,14,22,63.6,5,34,39,18,12,8,3,24,0,1,2017-01-21,1.0,0
MIL,MIL vs. HOU,01/23/2017,48,127,47,80,58.8,11,23,47.8,22,27,81.5,7,30,37,31,19,17,6,20,13,HOU,114,39,77,50.6,14,35,40.0,22,28,78.6,5,23,28,26,22,11,4,22,1,2,2017-01-23,2.0,1
MIL,MIL vs. PHI,01/25/2017,48,109,42,91,46.2,7,28,25.0,18,23,78.3,15,22,37,26,19,11,4,22,-5,PHI,114,40,75,53.3,12,26,46.2,22,25,88.0,9,34,43,32,24,9,4,21,1,2,2017-01-25,2.0,0
MIL,MIL @ TOR,01/27/2017,48,86,31,80,38.8,7,23,30.4,17,24,70.8,12,31,43,19,19,6,7,22,-16,TOR,102,37,84,44.0,10,25,40.0,18,23,78.3,12,35,47,20,16,9,10,19,0,2,2017-01-27,2.0,0
MIL,MIL vs. BOS,01/28/2017,53,108,37,87,42.5,9,21,42.9,25,32,78.1,9,38,47,23,16,6,6,25,-4,BOS,112,37,89,41.6,14,41,34.1,24,30,80.0,9,35,44,26,13,6,7,23,1,1,2017-01-28,1.0,0
MIL,MIL @ UTA,02/01/2017,48,88,32,73,43.8,9,23,39.1,15,25,60.0,9,30,39,19,17,10,7,21,-16,UTA,104,36,78,46.2,11,29,37.9,21,27,77.8,11,35,46,22,16,11,2,23,0,4,2017-02-01,4.0,0
MIL,MIL @ DEN,02/03/2017,48,117,45,83,54.2,9,24,37.5,18,23,78.3,6,32,38,26,18,9,13,26,-4,DEN,121,40,89,44.9,9,28,32.1,32,44,72.7,18,30,48,31,15,8,5,13,0,2,2017-02-03,2.0,0
MIL,MIL @ PHX,02/04/2017,48,137,52,82,63.4,7,17,41.2,26,35,74.3,9,35,44,29,16,9,11,25,25,PHX,112,38,91,41.8,11,28,39.3,25,30,83.3,14,26,40,22,17,9,3,28,0,1,2017-02-04,1.0,1
MIL,MIL vs. MIA,02/08/2017,48,88,33,71,46.5,6,15,40.0,16,28,57.1,5,28,33,18,13,10,4,18,-18,MIA,106,41,86,47.7,11,33,33.3,13,18,72.2,14,34,48,23,16,5,5,21,1,4,2017-02-08,4.0,0
MIL,MIL vs. LAL,02/10/2017,48,114,40,76,52.6,8,28,28.6,26,31,83.9,4,30,34,27,20,11,5,29,-8,LAL,122,39,75,52.0,15,31,48.4,29,35,82.9,6,27,33,25,19,9,3,24,1,2,2017-02-10,2.0,0
MIL,MIL @ IND,02/11/2017,48,116,35,73,47.9,17,31,54.8,29,37,78.4,8,29,37,28,7,7,6,18,16,IND,100,35,73,47.9,10,22,45.5,20,24,83.3,8,28,36,19,14,2,6,25,0,1,2017-02-11,1.0,1
MIL,MIL vs. DET,02/13/2017,48,102,40,79,50.6,6,21,28.6,16,16,100.0,5,28,33,26,11,9,2,17,13,DET,89,34,78,43.6,7,21,33.3,14,19,73.7,12,32,44,17,17,4,1,18,1,2,2017-02-13,2.0,1
MIL,MIL @ BKN,02/15/2017,48,129,50,88,56.8,7,15,46.7,22,32,68.8,7,32,39,27,10,16,3,19,4,BKN,125,46,88,52.3,14,36,38.9,19,23,82.6,9,33,42,30,17,7,8,21,0,2,2017-02-15,2.0,1
MIL,MIL vs. UTA,02/24/2017,48,95,32,74,43.2,7,18,38.9,24,29,82.8,10,25,35,15,15,5,1,27,-14,UTA,109,37,74,50.0,8,23,34.8,27,30,90.0,9,32,41,23,16,8,5,26,1,9,2017-02-24,9.0,0
MIL,MIL vs. PHX,02/26/2017,48,100,39,76,51.3,6,20,30.0,16,18,88.9,6,27,33,26,20,10,6,21,4,PHX,96,40,83,48.2,5,14,35.7,11,16,68.8,12,30,42,26,21,12,5,22,1,2,2017-02-26,2.0,1
MIL,MIL @ CLE,02/27/2017,48,95,37,83,44.6,11,30,36.7,10,16,62.5,5,28,33,27,8,3,5,23,-7,CLE,102,35,70,50.0,10,28,35.7,22,26,84.6,4,41,45,20,16,4,2,11,0,1,2017-02-27,1.0,0
MIL,MIL vs. DEN,03/01/2017,48,98,38,83,45.8,9,18,50.0,13,15,86.7,10,24,34,26,14,8,5,19,-12,DEN,110,41,84,48.8,10,33,30.3,18,20,90.0,14,31,45,21,14,8,2,15,1,2,2017-03-01,2.0,0
MIL,MIL vs. LAC,03/03/2017,48,112,44,80,55.0,10,25,40.0,14,15,93.3,3,22,25,35,12,11,4,27,11,LAC,101,36,64,56.3,8,19,42.1,21,36,58.3,7,31,38,23,23,4,1,18,1,2,2017-03-03,2.0,1
MIL,MIL vs. TOR,03/04/2017,48,101,38,87,43.7,6,27,22.2,19,23,82.6,9,33,42,16,6,3,4,18,7,TOR,94,35,75,46.7,7,21,33.3,17,20,85.0,3,33,36,20,12,2,4,23,1,1,2017-03-04,1.0,1
MIL,MIL @ PHI,03/06/2017,48,112,41,83,49.4,14,33,42.4,16,20,80.0,9,32,41,28,15,7,7,16,14,PHI,98,39,89,43.8,8,30,26.7,12,19,63.2,14,28,42,30,14,5,3,20,0,2,2017-03-06,2.0,1
MIL,MIL vs. NYK,03/08/2017,48,104,37,86,43.0,8,26,30.8,22,28,78.6,12,34,46,26,8,9,4,13,11,NYK,93,39,84,46.4,7,21,33.3,8,12,66.7,10,33,43,22,16,4,6,20,1,2,2017-03-08,2.0,1
MIL,MIL vs. IND,03/10/2017,48,99,33,64,51.6,7,17,41.2,26,30,86.7,5,29,34,17,22,13,6,21,14,IND,85,33,75,44.0,2,18,11.1,17,22,77.3,8,28,36,15,20,14,3,24,1,2,2017-03-10,2.0,1
